anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,स्वस्थ-,स्वस्थ-वृत्तम्,स्वस्थ,स्वस्थ,"षष्ठी-तत्पुरुषः,1.2","षष्ठी-तत्पुरुषः,1.2",स्वस्थ-
1.2,वृत्तम्,--,वृत्त{पुं;2;एक(वृत्1;क्त;भ्वादिः)}/वृत्त{नपुं;1;एक(वृत्1;क्त;भ्वादिः)}/वृत्त{नपुं;2;एक(वृत्1;क्त;भ्वादिः)},वृत्त{पुं;2;एक(वृत्1;क्त;भ्वादिः)},"कर्म,2.1","कर्म,2.1",हुआ_हुआ
2.1,अभिप्रेत्य,अभिप्रेत्य,अभि_प्र_इ1{अव्य;ल्यप्;अदादिः},अभि_प्र_इ1{अव्य;ल्यप्;अदादिः},"पूर्वकालः,3.1","पूर्वकालः,3.1",-
3.1,(विशोधयेत्),विशोधयेत्,वि_शुध्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},वि_शुध्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},-,-,-
4.1,व्याधौ,व्याधौ,व्याध{पुं;1;द्वि}/व्याध{पुं;2;द्वि}/व्याध{पुं;8;द्वि}/व्याधि{पुं;7;एक},व्याधि{पुं;7;एक},"अधिकरणम्,7.1","अधिकरणम्,7.1",शिकारी
5.1,व्याधि-,व्याधि-वशेन,व्याधि,व्याधि,"षष्ठी-तत्पुरुषः,5.2","षष्ठी-तत्पुरुषः,5.2",व्याधि-
5.2,वशेन,--,वश{पुं;3;एक}/वश{नपुं;3;एक},वश{पुं;3;एक},"करणम्,7.1","करणम्,7.1",वश_से
6.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,5.2","सम्बन्धः,5.2",तो
7.1,(विशोधयेत्),विशोधयेत्,वि_शुध्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},वि_शुध्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः},-,-,-
8.1,.,.,-,-,-,-,-
