anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,पित्तस्य,पित्तस्य,पित्त{नपुं;6;एक},पित्त{नपुं;6;एक},"षष्ठी-सम्बन्धः,14.1","षष्ठी-सम्बन्धः,14.1",पित्_का
2.1,दाह-,दाह-राग-उष्म-पाकिताः,दाह,दाह,"इतरेतर-द्वन्द्वः,2.4","इतरेतर-द्वन्द्वः,2.4",दाह-
2.2,राग-,--,राग,राग,"इतरेतर-द्वन्द्वः,2.4","इतरेतर-द्वन्द्वः,2.4",राग-
2.3,उष्म-,--,उष्म}/उष्मन्,उष्म,"इतरेतर-द्वन्द्वः,2.4","इतरेतर-द्वन्द्वः,2.4",उष्म-
2.4,पाकिताः,--,-,-,"विशेषणम्,14.1","विशेषणम्,14.1",-
3.1,स्वेदः,स्वेदः,स्वेद{पुं;1;एक},स्वेद{पुं;1;एक},"विशेषणम्,14.1","विशेषणम्,14.1",पसीना
4.1,क्लेदः,क्लेदः,क्लेद{पुं;1;एक},क्लेद{पुं;1;एक},"विशेषणम्,14.1","विशेषणम्,14.1",क्लेद
5.1,स्रुतिः,स्रुतिः,स्रुति{स्त्री;1;एक},स्रुति{स्त्री;1;एक},"विशेषणम्,14.1","विशेषणम्,14.1",बहना
6.1,कोथः,कोथः,-,-,"विशेषणम्,14.1","विशेषणम्,14.1",-
7.1,सदनम्,सदनम्,सदन{नपुं;1;एक(षद्1;ल्युट्;भ्वादिः)}/सदन{नपुं;2;एक(षद्1;ल्युट्;भ्वादिः)},सदन{नपुं;1;एक(षद्1;ल्युट्;भ्वादिः)},"विशेषणम्,14.1","विशेषणम्,14.1",घर
8.1,मूर्च्छनम्,मूर्च्छनम्,-,-,"विशेषणम्,14.1","विशेषणम्,14.1",-
9.1,मदः,मदः,मद{पुं;1;एक},मद{पुं;1;एक},"विशेषणम्,14.1","विशेषणम्,14.1",कस्तूरी
10.1,कटुक-,कटुक-अम्लौ,कटुक,कटुक,"इतरेतर-द्वन्द्वः,10.2","इतरेतर-द्वन्द्वः,10.2",कटुक-
10.2,अम्लौ,--,अम्ल{पुं;1;द्वि}/अम्ल{पुं;2;द्वि}/अम्ल{पुं;8;द्वि},अम्ल{पुं;1;द्वि},"विशेषणम्,14.1","विशेषणम्,14.1",अम्ल
11.1,रसौ,रसौ,रस{पुं;1;द्वि}/रस{पुं;2;द्वि}/रस{पुं;8;द्वि},रस{पुं;1;द्वि},"विशेषणम्,14.1","विशेषणम्,14.1",रस
12.1,वर्णः,वर्णः,वर्ण{पुं;1;एक},वर्ण{पुं;1;एक},"विशेषणम्,14.1","विशेषणम्,14.1",वर्ण
13.1,पाण्डुर-,पाण्डुर-अरुण-वर्जितः,पाण्डुर,पाण्डुर,"इतरेतर-द्वन्द्वः,13.2","इतरेतर-द्वन्द्वः,13.2",पाण्डुर-
13.2,अरुण-,--,अरुण,अरुण,"तृतीया-तत्पुरुषः,13.3","तृतीया-तत्पुरुषः,13.3",अरुण-
13.3,वर्जितः,--,वर्जित{पुं;1;एक},वर्जित{पुं;1;एक},"विशेषणम्,14.1","विशेषणम्,14.1",वर्जित
14.1,(लक्षणम्),(लक्षणम्),लक्षण{नपुं;1;एक(लक्ष्1;ल्युट्;चुरादिः)}/लक्षण{नपुं;2;एक(लक्ष्1;ल्युट्;चुरादिः)}/लक्षण{नपुं;1;एक(लक्ष्2;ल्युट्;चुरादिः)}/लक्षण{नपुं;2;एक(लक्ष्2;ल्युट्;चुरादिः)},लक्षण{नपुं;1;एक(लक्ष्1;ल्युट्;चुरादिः)},"कर्ता,15.1","विधेय_विशेषणम्,13.3#विधेय_विशेषणम्,12.1#विधेय_विशेषणम्,9.1#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,15.1",लक्षण
15.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,14.1","अभिहित_कर्ता,14.1",होता_है
16.1,.,.,-,-,-,-,-
