anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,वीर्यम्,वीर्यम्,वीर्य{नपुं;1;एक}/वीर्य{नपुं;2;एक},वीर्य{नपुं;1;एक},"कर्म,3.1","सुप्_समुच्चितः,10.3#मुख्यकर्म,3.1#कर्म,6.1",शूरवीरता
2.1,पुनः,पुनः,पुनः{अव्य},पुनः{अव्य},"सम्बन्धः,3.1","क्रियाविशेषणम्,14.1#क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,3.1",फिर
3.1,वदन्ति,वदन्ति,वद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/वदत्{नपुं;1;बहु(वद्1;शतृ_लट्;भ्वादिः)}/वदत्{नपुं;2;बहु(वद्1;शतृ_लट्;भ्वादिः)},वद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,3.1","सुप्_समुच्चितः,10.3#कर्म,6.1#वाक्यकर्म,14.1",बोलते_हैं
4.1,एके,एके,एक{पुं;1;बहु},एक{पुं;1;बहु},"कर्ता,3.1","सुप्_समुच्चितः,10.3#कर्ता,3.1",एक
5.1,गुरु,गुरु,गुरु{नपुं;1;एक}/गुरु{नपुं;2;एक},गुरु{नपुं;2;एक},"घटकः,15.1","विशेषणम्,14.1#विशेषणम्,12.1#विशेषणम्,10.3#विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,6.1#मुख्यकर्म,3.1#कर्म,6.1",गुरु
6.1,स्निग्धम्,स्निग्धम्,स्निग्ध{पुं;2;एक}/स्निग्ध{पुं;2;एक(ष्निह्1;क्त;दिवादिः)}/स्निग्ध{नपुं;1;एक(ष्निह्1;क्त;दिवादिः)}/स्निग्ध{नपुं;2;एक(ष्निह्1;क्त;दिवादिः)},स्निग्ध{नपुं;2;एक(ष्निह्1;क्त;दिवादिः)},"घटकः,15.1","विशेषणम्,14.1#विशेषणम्,12.1#विशेषणम्,10.3#विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,5.1#सुप्_समुच्चितः,10.3#मुख्यकर्म,3.1#वाक्यकर्म,14.1#वाक्यकर्म,3.1#गौणकर्म,3.1",स्नेही_को
7.1,हिमम्,हिमम्,हिम{नपुं;1;एक}/हिम{नपुं;2;एक},हिम{नपुं;2;एक},"घटकः,15.1","सुप्_समुच्चितः,10.3#मुख्यकर्म,3.1#कर्म,14.1#कर्म,6.1",वर्फ
8.1,मृदु,मृदु,मृदु{नपुं;1;एक}/मृदु{नपुं;2;एक}/मृदु{नपुं;8;एक},मृदु{नपुं;2;एक},"घटकः,15.1","सुप्_समुच्चितः,10.3#मुख्यकर्म,3.1#कर्म,14.1#कर्म,6.1",मृदु
9.1,लघु,लघु,लघु{नपुं;1;एक}/लघु{नपुं;2;एक}/लघु{नपुं;8;एक},लघु{नपुं;2;एक},"घटकः,15.1","विशेषणम्,8.1#विशेषणम्,14.1#विशेषणम्,12.1#विशेषणम्,10.3#विशेषणम्,7.1#विशेषणम्,6.1#विशेषणम्,5.1#सुप्_समुच्चितः,10.3#मुख्यकर्म,3.1#कर्म,14.1#कर्म,6.1",लघु
10.1,रूक्ष-,रूक्ष-उष्ण-तीक्ष्ण,रूक्ष,रूक्ष,"द्वन्द्वः,10.3","त_पु_6,10.3#त_पु_3,10.2",रूक्ष-
