anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,सुख-,सुख-अर्थाः,सुख,सुख,"चतुर्थी-तत्पुरुषः,1.2","चतुर्थी-तत्पुरुषः,1.2",सुख-
1.2,अर्थाः,--,अर्थ{पुं;1;बहु}/अर्थ{पुं;8;बहु}/अर्था{स्त्री;8;बहु}/अर्था{स्त्री;1;बहु}/अर्था{स्त्री;2;बहु},अर्थ{पुं;1;बहु},"प्रयोजनम्,3.1","विशेषणम्,4.1#विशेषणम्,3.1#सुप्_समुच्चितः,6.1#कर्म,3.1#विशेषणम्,5.1#प्रयोजनम्1,3.1#प्रयोजनम्1,2.2",अर्थ
2.1,सर्व-,सर्व-भूतानाम्,सर्व,सर्व,"कर्मधारयः,2.2","कर्मधारयः,2.2",सर्व-
2.2,भूतानाम्,--,भूत{नपुं;6;बहु}/भूत{पुं;6;बहु(भू1;क्त;भ्वादिः)}/भूत{नपुं;6;बहु(भू1;क्त;भ्वादिः)}/भूता{स्त्री;6;बहु},भूत{नपुं;6;बहु},"षष्ठीसम्बन्धः,5.1","षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,5.1",प्राणियों_का
3.1,मताः,मताः,मत{पुं;1;बहु(मन्2;क्त;तनादिः)}/मता{स्त्री;1;बहु(मन्2;क्त;तनादिः)}/मता{स्त्री;2;बहु(मन्2;क्त;तनादिः)},मत{पुं;1;बहु(मन्2;क्त;तनादिः)},-,"विशेषणम्,4.1#विशेषणम्,1.2#सुप्_समुच्चितः,6.1#विधेय_विशेषणम्,1.2#विशेषणम्,5.1",चिन्तित
4.1,सर्वाः,सर्वाः,सर्वा{सर्वनाम;स्त्री;1;बहु}/सर्वा{सर्वनाम;स्त्री;2;बहु},सर्वा{सर्वनाम;स्त्री;1;बहु},"विशेषणम्,5.1","विशेषणम्,3.1#विशेषणम्,1.2#सुप्_समुच्चितः,6.1#कर्म,3.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.2#विशेषणम्,5.1",सर्वा
5.1,प्रवृत्तयः,प्रवृत्तयः,प्रवृत्ति{स्त्री;1;बहु}/प्रवृत्ति{स्त्री;8;बहु},प्रवृत्ति{स्त्री;1;बहु},"कर्म,3.1","विशेषणम्,1.2#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.2#सुप्_समुच्चितः,6.1#कर्म,3.1",प्रवृत्तियाँ
6.1,सुखम्,सुखम्,सुखम्{अव्य}/सुख{पुं;2;एक}/सुख{नपुं;1;एक}/सुख{नपुं;2;एक},सुखम्{अव्य},"कर्ता,11.1","कर्म,3.1#कर्ता_बे_वेर्ब्स्,11.1#क्रियाविशेषणम्,14.1#क्रियाविशेषणम्,11.1#क्रियाविशेषणम्,3.1#क्रियाविशेषणम्,2.2",प्रसन्नतापूर्वक
7.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,6.1","सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1",और
8.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,11.1","प्रतिषेधः,14.1#प्रतिषेधः,11.1",नहीं
9.1,विना,विना,विना{अव्य},विना{अव्य},"विनार्थ_द्योतकः,10.1","सुप्_समुच्चितः,6.1#विनार्थ_द्योतकः,10.1",विना
10.1,धर्मात्,धर्मात्,धर्म{पुं;5;एक},धर्म{पुं;5;एक},"विनार्थः,11.1","तुलना_बिन्दुः,13.2#हेतुः5,14.1#हेतुः5,11.1#हेतुः5,3.1#हेतुः5,2.2#विनार्थः,11.1",धर्म_से
11.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,होता_है
12.1,तस्मात्,तस्मात्,तद्{सर्वनाम;पुं;5;एक}/तद्{सर्वनाम;नपुं;5;एक},तद्{सर्वनाम;पुं;5;एक},"कार्य_द्योतकः,14.1","तुलना_बिन्दुः,13.2#कार्य_द्योतकः,14.1#कार्य_द्योतकः,11.1#विशेषणम्,10.1",उससे
13.1,धर्म-,धर्म-परः,धर्म,धर्म,"चतुर्थ्यर्थ-बहुव्रीहिः,13.2","चतुर्थ्यर्थ-बहुव्रीहिः,13.2",धर्म-
13.2,परः,--,पर{सर्वनाम;पुं;1;एक}/पर{पुं;1;एक},पर{सर्वनाम;पुं;1;एक},"कर्ता,14.1","विधेय_विशेषणम्,6.1#कर्ता_बे_वेर्ब्स्,14.1#कर्ता_बे_वेर्ब्स्,11.1",पर
14.1,भवेत्,भवेत्,भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,हो
15.1,.,.,-,-,-,-,-
