anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,अपानः,अपानः,अप_अन्1{कर्तरि;लङ्;म;एक;परस्मैपदी;अदादिः}/अपान{पुं;1;एक(अप_अन्1;घञ्;अदादिः)},अपान{पुं;1;एक(अप_अन्1;घञ्;अदादिः)},"कर्ता,4.1","विशेषणम्,3.5#कर्ता_बे_वेर्ब्स्,4.1",-
2.1,अपान-,अपान-,अपान-,अपान-,"उपपद_तत्पुरुषः,2.2","उपपद_तत्पुरुषः,2.2",-
2.2,गः,गः,अपानग{पुं;1;एक},अपानग{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,1.1",-
3.1,श्रोणि-,श्रोणि-बस्ति-मेढ्र-उरू-गोचरः,श्रोणि}/श्रोणी,श्रोणि,"इतरेतर-द्वन्द्वः,3.4","इतरेतर-द्वन्द्वः,3.4",श्रोणि-
3.2,बस्ति-,--,-बस्ति,-बस्ति,"इतरेतर-द्वन्द्वः,3.4","इतरेतर-द्वन्द्वः,3.4",बस्ति-
3.3,मेढ्र-,--,मेढ्र,मेढ्र,"इतरेतर-द्वन्द्वः,3.4","इतरेतर-द्वन्द्वः,3.4",मेढ्र-
3.4,उरू-,--,-उरू,-उरू,"षष्ठी-तत्पुरुषः,3.5","षष्ठी-तत्पुरुषः,3.5",उरू-
3.5,गोचरः,--,गोचर{पुं;1;एक},गोचर{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,4.1",दिख
4.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,1.1","अभिहित_कर्ता,1.1",होता_है
5.1,.,.,-,-,-,-,-
