anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,(तीक्ष्णादयः),(तीक्ष्णादयः),तीक्ष्णादि{पुं;1;बहु},तीक्ष्णादय{पुं;1;बहु},"कर्ता,4.1","कर्ता,4.1",-
2.1,उष्णेन,उष्णेन,उष्ण{पुं;3;एक}/उष्ण{नपुं;3;एक},उष्ण{पुं;3;एक},"हेतुः,4.1","करणम्,8.1#करणम्,4.1#हेतुः,8.1#हेतुः,4.1",गर्म_से
3.1,कोपम्,कोपम्,कोप{पुं;2;एक},कोप{पुं;2;एक},"कर्म,4.1","कर्म,8.1#कर्म,4.1",क्रोध
4.1,(कुर्वते),(कुर्वते),कृ3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;तनादिः}/कुर्वत्{पुं;4;एक(कृ3;शतृ_लट्;तनादिः)}/कुर्वत्{नपुं;4;एक(कृ3;शतृ_लट्;तनादिः)},कृ3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;तनादिः},"अभिहित_कर्ता,1.1","अभिहित_कर्ता,1.1",करते_हैं
5.1,मन्दाद्याः,मन्दाद्याः,मन्दादि{पुं;1;बहु},मन्दादि{पुं;1;बहु},"कर्ता,8.1","कर्ता,8.1",-
7.1,शमम्,शमम्,शम{पुं;2;एक}/शम{नपुं;1;एक}/शम{नपुं;2;एक},शम{पुं;2;एक},"कर्म,8.1","कर्म,8.1",शान्ति
8.1,(कुर्वते),कुर्वते,कृ3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;तनादिः}/कुर्वत्{पुं;4;एक(कृ3;शतृ_लट्;तनादिः)}/कुर्वत्{नपुं;4;एक(कृ3;शतृ_लट्;तनादिः)},कृ3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;तनादिः},"अभिहित_कर्ता,5.1","अभिहित_कर्ता,5.1",करते_हैं
9.1,शीत-,शीत-उपसंहिताः,शीत,शीत,"तृतीया-तत्पुरुषः,9.2","तृतीया-तत्पुरुषः,9.2",शीत-
9.2,उपसंहिताः,--,उपसंहित{पुं;1;बहु},उपसंहित{पुं;1;बहु},"विधेय_विशेषणम्,5.1","विधेय_विशेषणम्,5.1",-
10.1,.,.,-,-,-,-,-
