anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,स्रोतः-,स्रोतः-रोध-बल-भ्रंश-गौरव-अनिल-मूढताः,स्रोतस्,स्रोतस्,"षष्ठी-तत्पुरुषः,1.2","षष्ठी-तत्पुरुषः,1.2",स्रोतः-
1.2,रोध-,--,रोध,रोध,"इतरेतर-द्वन्द्वः,1.7","इतरेतर-द्वन्द्वः,1.7",रोध-
1.3,बल-,--,बल,बल,"षष्ठी-तत्पुरुषः,1.4","षष्ठी-तत्पुरुषः,1.4",बल-
1.4,भ्रंश-,--,भ्रंश(भ्रन्श्1;घञ्;भ्वादिः)}/भ्रंश(भ्रन्श्2{घञ्;दिवादिः),भ्रंश(भ्रन्श्1;घञ्;भ्वादिः),"इतरेतर-द्वन्द्वः,1.7","इतरेतर-द्वन्द्वः,1.7",-
1.5,गौरव-,--,गौरव,गौरव,"इतरेतर-द्वन्द्वः,1.7","इतरेतर-द्वन्द्वः,1.7",गौरव-
1.6,अनिल-,--,अनिल,अनिल,"षष्ठी-तत्पुरुषः,1.7","षष्ठी-तत्पुरुषः,1.7",अनिल-
1.7,मूढताः,--,मूढता{स्त्री;1;बहु}/मूढता{स्त्री;2;बहु},मूढता{स्त्री;1;बहु},"समुच्चितः,2.8","समुच्चितः,2.8",-
2.1,आलस्य-,आलस्य-अपक्ति-निष्ठीव-मल-सङ्ग-अ-रुचि-क्लमाः,आलस्य,आलस्य,"इतरेतर-द्वन्द्वः,2.8","इतरेतर-द्वन्द्वः,2.8",आलस्य-
2.2,अपक्ति-,--,अपक्ति,अपक्ति,"इतरेतर-द्वन्द्वः,2.8","इतरेतर-द्वन्द्वः,2.8",अपक्ति-
2.3,निष्ठीव-,--,निष्ठीव,निष्ठीव,"इतरेतर-द्वन्द्वः,2.8","इतरेतर-द्वन्द्वः,2.8",निष्ठीव-
2.4,मल-,--,मल,मल,"षष्ठी-तत्पुरुषः,2.5","षष्ठी-तत्पुरुषः,2.5",मल-
2.5,सङ्ग-,--,सङ्ग,सङ्ग,"इतरेतर-द्वन्द्वः,2.8","इतरेतर-द्वन्द्वः,2.8",सङ्ग-
2.6,अ-,--,-अ,-अ,"नञ्-तत्पुरुषः,2.7","नञ्-तत्पुरुषः,2.7",अ-
2.7,रुचि-,--,रुचि,रुचि,"इतरेतर-द्वन्द्वः,2.8","इतरेतर-द्वन्द्वः,2.8",रुचि-
2.8,क्लमाः,--,क्लम{पुं;1;बहु}/क्लम{पुं;8;बहु}/क्लमा{स्त्री;8;बहु}/क्लमा{स्त्री;1;बहु}/क्लमा{स्त्री;2;बहु},क्लम{पुं;1;बहु},"कर्ता,4.1","कर्ता_बे_वेर्ब्स्,4.1",-
3.1,लिङ्गम्,लिङ्गम्,लिङ्ग{नपुं;1;एक}/लिङ्ग{नपुं;2;एक},लिङ्ग{नपुं;1;एक},"विधेय_विशेषणम्,2.8","कर्ता_बे_वेर्ब्स्,10.1#कर्ता_बे_वेर्ब्स्,4.1#विधेय_विशेषणम्,2.8",निशान
4.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,8.1","विशेषणम्,10.1",होता_है
5.1,मलानाम्,मलानाम्,मल{पुं;6;बहु},मल{पुं;6;बहु},"षष्ठीसम्बन्धः,3.1","षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.8",मल_का
6.1,सामानाम्,सामानाम्,सामा{स्त्री;6;बहु},सामा{स्त्री;6;बहु},"विशेषणम्,5.1","षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.8#विशेषणम्,5.1",सामों_के
7.1,निर्-,निर्-आमाणाम्,निर्,निर्,"प्रादि-तत्पुरुषः,7.2","प्रादि-तत्पुरुषः,7.2",निर्-
7.2,आमाणाम्,--,आम{पुं;6;बहु},आम{पुं;6;बहु},"षष्ठीसम्बन्धः,9.1","षष्ठीसम्बन्धः,9.1",-
