anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,कुर्यात्,कुर्यात्,कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},"अभिहित_कर्ता,5.4;सकर्मक",-,करे
2.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,1.1","प्रतिषेधः,1.1",नहीं
3.1,तेषु,तेषु,तद्{सर्वनाम;पुं;7;बहु}/तद्{सर्वनाम;नपुं;7;बहु},तद्{सर्वनाम;पुं;7;बहु},"अधिकरणम्,1.1","अधिकरणम्,1.1",उनमें
4.1,त्वरया,त्वरया,त्वरा{स्त्री;3;एक},त्वरा{स्त्री;3;एक},"क्रियाविशेषणम्,1.1","क्रियाविशेषणम्,1.1#करणम्,1.1#हेतुः,1.1",जल्दी_से
5.1,देह-,देह-अग्नि-बल-वित्,देह,देह,"इतरेतर-द्वन्द्वः,5.2","इतरेतर-द्वन्द्वः,5.2",देह-
5.2,अग्नि-,--,अग्नि,अग्नि,"षष्ठी-तत्पुरुषः,5.3","षष्ठी-तत्पुरुषः,5.3",अग्नि-
5.3,बल-,--,बल,बल,"उपपद-तत्पुरुषः,5.4","उपपद-तत्पुरुषः,5.4",बल-
5.4,वित्,--,विद्{नपुं;1;एक}/विद्{नपुं;8;एक},विद्{नपुं;1;एक},"कर्ता,1.1","कर्ता,1.1",ज्ञान
6.1,क्रियाम्,क्रियाम्,क्रिया{स्त्री;2;एक},क्रिया{स्त्री;2;एक},"कर्म,1.1","कर्म,1.1",क्रिया_को
7.1,.,.,-,-,-,-,-
