anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,7.1","प्रतिषेधः,7.1",नहीं
2.1,हि,हि,हि{अव्य},हि{अव्य},"सम्बन्धः,7.1","सम्बन्धः,7.1",हि
3.1,मांस-,मांस-,मांस-,मांस-,"तृतीया-तत्पुरुषः,3.2","तृतीया-तत्पुरुषः,3.2",-
3.2,समम्,मांससमम्,मांससम{नपुं;1;एक},मांससम{नपुं;1;एक},"कर्ता,7.1","कर्ता,7.1",-
4.1,किञ्चित्,किञ्चित्,किञ्चित्{अव्य}/किञ्चित्{सर्वनाम;नपुं;1;एक}/किञ्चित्{सर्वनाम;नपुं;2;एक},किञ्चित्{सर्वनाम;नपुं;1;एक},"विशेषणम्,3.2","विशेषणम्,3.2#कर्ता_बे_वेर्ब्स्,7.1",कुछ
5.1,अन्यत्,अन्यत्,अन्यत्{अव्य}/अन्य{सर्वनाम;नपुं;1;एक}/अन्य{सर्वनाम;नपुं;2;एक},अन्य{सर्वनाम;नपुं;1;एक},"विशेषणम्,3.2","विशेषणम्,3.2",अन्य
6.1,देह-,देह-बृहत्त्व-कृत्,देह,देह,"षष्ठी-तत्पुरुषः,6.2","षष्ठी-तत्पुरुषः,6.2",देह-
6.2,बृहत्त्व-,--,बृहत्{त्व},बृहत्{त्व},"उपपद_तत्पुरुषः,6.3","उपपद_तत्पुरुषः,6.3",बृहत्त्व-
6.3,कृत्,--,कृत्{पुं;1;एक},कृत्{पुं;1;एक},"विधेय_विशेषणम्,3.2","विधेय_विशेषणम्,3.2",कृत्
7.1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,6.3","अभिहित_कर्ता,6.3",है
8.1,.,.,-,-,-,-,-
