anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,यथा,यथा,यथा{अव्य},यथा{अव्य},"सम्बन्धः,11.1","सम्बन्धः,11.1#क्रियाविशेषणम्,11.1",जैसे
2.1,वा,वा,वा{अव्य},वा{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",वा
3.1,कृत्स्नम्,कृत्स्नम्,कृत्स्न{पुं;2;एक}/कृत्स्न{नपुं;1;एक}/कृत्स्न{नपुं;2;एक},कृत्स्न{नपुं;1;एक},"विशेषणम्,7.1","विशेषणम्,7.1#विशेषणम्,5.1",समस्त
4.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,3.1","सम्बन्धः,3.1",भी
5.1,अदः,अदः,अद{पुं;1;एक}/अदस्{सर्वनाम;नपुं;1;एक}/अदस्{सर्वनाम;नपुं;2;एक}/अदस्{पुं;8;एक}/अदस्{स्त्री;8;एक},अदस्{सर्वनाम;नपुं;1;एक},"विशेषणम्,7.1","विशेषणम्,7.1#कर्म,11.1#कर्ता,11.1",अदस्
6.1,विकार-,-,विकार-,विकार-,"उपपद-तत्पुरुषः,6.2","उपपद-तत्पुरुषः,6.2",-
6.2,जातम्,विकारजातम्,विकारजात{नपुं;1;एक},विकारजात{नपुं;1;एक},"विशेषणम्,7.1","विशेषणम्,7.1",-
7.1,विविधम्,विविधम्,विविध{पुं;2;एक}/विविध{नपुं;1;एक}/विविध{नपुं;2;एक},विविध{नपुं;1;एक},"कर्ता,11.1","कर्म,11.1#कर्ता,11.1",विविध
8.1,त्रीन्,त्रीन्,त्रि{संख्येयम्;पुं;2;बहु},त्रि{संख्येयम्;पुं;2;बहु},"विशेषणम्,9.1","विशेषणम्,9.1#कर्म,11.1",तीन
9.1,गुणान्,गुणान्,गुण{पुं;2;बहु},गुण{पुं;2;बहु},"कर्म,11.1","कर्म,11.1",गुणों_को
10.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,11.1","प्रतिषेधः,11.1",नहीं
11.1,अतिवर्तते,अतिवर्तते,अति_वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः},अति_वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः},"अभिहित_कर्ता,7.1;सकर्मक","अभिहित_कर्ता,7.1;सकर्मक",अति_वृत्1ता_है
12.1,.,.,-,-,-,-,-
