anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,कषायः,कषायः,कषाय{पुं;1;एक},कषाय{पुं;1;एक},"कर्ता,15.1","विधेय_विशेषणम्,3.1#विशेषणम्,13.2#विशेषणम्,11.1#विशेषणम्,8.3#विशेषणम्,7.1#सुप्_समुच्चितः,13.2#कर्ता_बे_वेर्ब्स्,15.1",कषैल
2.1,पित्त-,पित्त-कफ-हा,पित्त,पित्त,"इतरेतर-द्वन्द्वः,2.3","त_पु_6,2.2#इतरेतर-द्वन्द्वः,2.3",पित्त-
2.2,कफ-,--,कफ,कफ,"इतरेतर-द्वन्द्वः,2.3","-#इतरेतर-द्वन्द्वः,2.3",कफ-
2.3,हा,--,हा{अव्य},हा{अव्य},"समुच्चितः,13.2","सुप्_समुच्चितः,13.2",हा
3.1,गुरुः,गुरुः,गुरु{पुं;1;एक},गुरु{पुं;1;एक},"समुच्चितः,13.2","विधेय_विशेषणम्,1.1#विशेषणम्,13.2#विशेषणम्,11.1#विशेषणम्,8.3#विशेषणम्,7.1#सुप्_समुच्चितः,13.2",गुरु
4.1,अस्र-,अस्र--,अस्र,अस्र,"षष्ठी-तत्परुषः,4.2","षष्ठी-तत्परुषः,4.2",अस्र-
4.2,विशोधनः,--,-,विशोधन,"समुच्चितः,13.2","सुप्_समुच्चितः,13.2",-
5.1,पीडनः,पीडनः,पीडन{पुं;1;एक},पीडन{पुं;1;एक},"समुच्चितः,13.2","सुप्_समुच्चितः,13.2",-
6.1,रोपणः,रोपणः,रोपण{पुं;1;एक},रोपण{पुं;1;एक},"समुच्चितः,13.2","सुप्_समुच्चितः,13.2",-
7.1,शीतः,शीतः,शीत{पुं;1;एक},शीत{पुं;1;एक},"समुच्चितः,13.2","विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#विशेषणम्,13.2#विशेषणम्,11.1#विशेषणम्,8.3#सुप्_समुच्चितः,13.2",शीत
8.1,क्लेद-,क्लेद-मेदस्-विशोषण,क्लेद,क्लेद,"इतरेतर-द्वन्द्वः,8.3","त_पु_6,8.3#इतरेतर-द्वन्द्वः,8.3",क्लेद-
8.2,मेदः-,--,मेदस्,मेदस्,"इतरेतर-द्वन्द्वः,8.3","त_पु_6,8.3#इतरेतर-द्वन्द्वः,8.3",मेदः-
8.3,विशोषणः,--,विशोषण{पुं;1;एक},विशोषण{पुं;1;एक},"समुच्चितः,13.2","विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#विशेषणम्,13.2#विशेषणम्,11.1#सुप्_समुच्चितः,13.2",विशोषण
9.1,आम-,आम-संस्तम्भ,आम,आम,"षष्ठी-तत्परुषः,9.2","षष्ठी-तत्परुषः,9.2",आम-
9.2,संस्तम्भनः,--,संस्तम्भ{पुं;8;एक}/संस्तम्भ{पुं;1;एक},संस्तम्भ{पुं;1;एक},"समुच्चितः,13.2","विशेषणम्,#सुप्_समुच्चितः,13.2",सहारा
10.1,ग्राहि,ग्राहि,ग्राहि{पुं;1;एक},ग्राहि{पुं;1;एक},"समुच्चितः,13.2","सुप्_समुच्चितः,13.2",-
11.1,रूक्षः,रूक्षः,रूक्ष{पुं;1;एक},रूक्ष{पुं;1;एक},"समुच्चितः,13.2","सुप्_समुच्चितः,13.2#कर्ता_बे_वेर्ब्स्,15.1",कठोर
12.1,अति,अति,अति{अव्य},अति{अव्य},"विशेषणम्,13.2","विशेषणम्,15.1#विशेषणम्,13.2",अति
13.1,त्वक्-,त्वच्-प्रसादन,त्वच्,त्वच्,"षष्ठी-तत्परुषः,13.2","षष्ठी-तत्परुषः,13.2",त्वक्-
13.2,प्रसादनः,--,प्रसादन{पुं;1;एक},प्रसादन{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,1.1#विधेय_विशेषणम्,8.3#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,15.1",निर्मल_करने_वाला
14.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,13.2","सुप्_समुच्चय_द्योतकः,13.2#सम्बन्धः,13.2",और
15.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित-कर्ता,1.1","अभिहित-कर्ता,1.1",होता_है
16.1,.,.,-,-,-,-,-
