anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,अथ,अथ,अथ{अव्य},अथ{अव्य},"सम्बन्धः,4.1","सम्बन्धः,8.1#सम्बन्धः,4.1#सम्बन्धः,3.2",ऐसा
2.1,अतः,अतः,अतः{अव्य},अतः{अव्य},"कार्य_द्योतकः,4.1","कार्य_द्योतकः,4.1#कार्य_द्योतकः,3.2",अतः
3.1,द्विविध-,द्विविध-,द्विविध-,द्विविध-,"कर्मधारयः,3.2","कर्मधारयः,3.2",ऋतुचर्य-
3.2,उपक्रमणीयम्,उपक्रमणीयम्,उपक्रमणीयम्{पुं;2;एक(उप_क्रमु;अनीयर्;भ्वादिः)},उपक्रमणीयम्{पुं;2;एक(उप_क्रमु;अनीयर्;भ्वादिः)},"विशेषणम्,4.1","विशेषणम्,4.1",-
4.1,अध्यायम्,अध्यायम्,ध्यै1{कर्तरि;लङ्;उ;एक;परस्मैपदी;भ्वादिः}/अध्याय{पुं;2;एक(अधि_इ4;घञ्;अदादिः)}/अध्याय{नपुं;1;एक}/अध्याय{नपुं;2;एक},अध्याय{पुं;2;एक(अधि_इ4;घञ्;अदादिः)},"कर्म,5.1","कर्म,5.1",अध्याय
5.1,व्याख्यास्यामः,व्याख्यास्यामः,वि_आङ्_ख्या1{कर्तरि;लृट्;उ;बहु;परस्मैपदी;अदादिः}/वि_आङ्_चक्ष्1{कर्तरि{लृट्;उ;बहु;आत्मनेपदी;अदादिः},वि_आङ्_ख्या1{कर्तरि;लृट्;उ;बहु;परस्मैपदी;अदादिः},"वाक्यकर्म,9.1","वाक्यकर्म,9.1",वि_आङ्_ख्या1एगा
6.1,इति,इति,इति{अव्य},इति{अव्य},"वाक्यकर्म_द्योतकः,5.1","वाक्यकर्म_द्योतकः,5.1#वाक्यकर्म_द्योतकः,3.2",ऐसा
7.1,ह,ह,ह{अव्य},ह{अव्य},"सम्बन्धः,6.1","सम्बन्धः,6.1",ह
8.1,स्म,स्म,स्म{अव्य},स्म{अव्य},"सम्बन्धः,9.1","सम्बन्धः,9.1",स्म
9.1,आहुः,आहुः,ब्रू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः},ब्रू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः},"अभिहित_कर्ता,10.2","अभिहित_कर्ता,10.2",कहते_हैं
10.1,आत्रेय-,आत्रेयादयः,आत्रेय-,आत्रेय-,"बहुव्रीहिः,10.2","बहुव्रीहिः,10.2",-
10.2,आदयः,-,आत्रेयादयः,आत्रेयादयः,"कर्ता,9.1","कर्ता,9.1",-
11.1,महर्षयः,महर्षयः,महर्षि{पुं;1;बहु}/महर्षि{पुं;8;बहु},महर्षि{पुं;1;बहु},"विशेषणम्,10.2","विशेषणम्,10.2",महर्षि
