anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,वायुः,वायुः,वा1{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;अदादिः}/वायु{पुं;1;एक},वायु{पुं;1;एक},"समुच्चितः,3.1","सुप्_समुच्चितः,3.1",जाये
2.1,पित्तम्,पित्तम्,पित्त{नपुं;1;एक}/पित्त{नपुं;2;एक},पित्त{नपुं;1;एक},"समुच्चितः,3.1","कर्म,1.1#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,3.1",पित्_को
3.1,कफः,कफः,कफ{पुं;1;एक},कफ{पुं;1;एक},"घटकः,6.1","घटकः,6.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.1#कर्ता,9.1#कर्ता,1.1#प्रकारः,6.1",कफ
4.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.1","सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1",और
5.1,इति,इति,इति{अव्य},इति{अव्य},"घटक_द्योतकः,6.1","घटक_द्योतकः,3.1#प्रकार_द्योतकः,6.1",ऐसा
6.1,त्रयः,त्रयः,त्रि{संख्येयम्;पुं;1;बहु}/त्रय{पुं;1;एक}/त्रि{पुं;8;बहु},त्रि{संख्येयम्;पुं;1;बहु},"विशेषणम्,7.1","विशेषणम्,7.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,9.1#कर्ता,1.1",तीन
7.1,दोषाः,दोषाः,दोष{पुं;1;बहु}/दोषा{स्त्री;1;बहु}/दोषा{स्त्री;2;बहु}/दोष{पुं;8;बहु}/दोषा{स्त्री;8;बहु},दोष{पुं;1;बहु},"कर्ता,9.1","कर्म,1.1#कर्ता_बे_वेर्ब्स्,9.1#कर्ता,1.1",दोष
8.1,समासतः,समासतः,समास{अव्य;तसिल्},समास{अव्य;तसिल्},"क्रियाविशेषणम्,9.1","हेतुः5,9.1#हेतुः5,1.1#क्रियाविशेषणम्,9.1",समास_से
9.1,(सन्ति),(सन्ति),अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}/सत्{नपुं;8;बहु}/सत्{नपुं;1;बहु(अस्2;शतृ_लट्;अदादिः)}/सत्{नपुं;2;बहु(अस्2;शतृ_लट्;अदादिः)},अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः},"अभिहित_कर्ता,7.1","वर्तमानसमानकालः,1.1",हैं
10.1,.,.,-,-,-,-,-
