anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,तत्र-,तत्र-स्थम्,तत्र,तत्र,"उपपद-तत्पुरुषः,1.2","उपपद-तत्पुरुषः,1.2",तत्र-
1.2,स्थम्,--,स्थ{पुं;2;एक}/स्थ{नपुं;1;एक}/स्थ{नपुं;2;एक},स्थ{नपुं;1;एक},"कर्ता,7.1","विशेषणम्,12.1#विशेषणम्,11.1#विशेषणम्,9.1#कर्म,7.1#कर्ता,7.1#विशेषणम्,6.1",स्थित
2.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,1.2","सम्बन्धः,1.2",ही
3.1,पित्तानाम्,पित्तानाम्,पित्त{नपुं;6;बहु},पित्त{नपुं;6;बहु},"अन्यतरः,4.1","अन्यतरः,4.1",पितों_का
4.1,शेषाणाम्,शेषाणाम्,शेष{पुं;6;बहु}/शेष{नपुं;6;बहु}/शेषा{स्त्री;6;बहु},शेष{पुं;6;बहु},"षष्ठीसम्बन्धः,6.1","कर्ता,9.1#कर्म,9.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.2",शेष_के
5.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"अन्यतर_द्योतकः,4.1","सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1#अन्यतर_द्योतकः,4.1",भी
6.1,अनुग्रहम्,अनुग्रहम्,अनुग्रह{पुं;2;एक},अनुग्रह{पुं;2;एक},"कर्म,7.1","कर्म,12.1#कर्म,9.1#कर्म,7.1",अनुग्रह_को
7.1,करोति,करोति,कृ3{कर्तरि;लट्;प्र;एक;परस्मैपदी;तनादिः},कृ3{कर्तरि;लट्;प्र;एक;परस्मैपदी;तनादिः},"अभिहित_कर्ता,1.2;सकर्मक","अभिहित_कर्ता,1.2;सकर्मक",करता_है
8.1,बल-,बलदानेन,बल-,बल-,"षष्ठी-तत्पुरुषः,8.2","षष्ठी-तत्पुरुषः,8.2",-
8.2,दानेन,दानेन,दान{नपुं;3;एक},दान{नपुं;3;एक},"हेतुः,7.1","हेतुः,7.1",-
9.1,पाचकम्,पाचकम्,पाचक{पुं;2;एक(पच्1;ण्वुल्;भ्वादिः)}/पाचक{नपुं;1;एक(पच्1;ण्वुल्;भ्वादिः)}/पाचक{नपुं;2;एक(पच्1;ण्वुल्;भ्वादिः)},पाचक{नपुं;1;एक(पच्1;ण्वुल्;भ्वादिः)},"कर्म,12.1","विशेषणम्,12.1#विशेषणम्,11.1#कर्म,12.1",रसोइये
10.1,नाम,नाम,नाम{अव्य},नाम{अव्य},"सम्बन्धः,9.1","सम्बन्धः,9.1",नामक
11.1,तत्,तत्,तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक},तद्{सर्वनाम;नपुं;1;एक},"विशेषणम्,9.1","विशेषणम्,12.1#कर्म,12.1#विशेषणम्,9.1",वह
12.1,स्मृतम्,स्मृतम्,स्मृत{पुं;2;एक(स्मृ1;क्त;भ्वादिः)}/स्मृत{नपुं;1;एक(स्मृ1;क्त;भ्वादिः)}/स्मृत{नपुं;2;एक(स्मृ1;क्त;भ्वादिः)},स्मृत{नपुं;1;एक(स्मृ1;क्त;भ्वादिः)},"अभिहित_कर्म,9.1","अभिहित_कर्म,9.1",याद_कर_को
13.1,.,.,-,-,-,-,-
