anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,अतियोगः,अतियोगः,अतियोग[पुं;1;एक],अतियोग[पुं;1;एक],"घटकः,12.1","घटकः,12.1",-
2.1,अतिवृत्तिः,अतिवृत्तिः,अतिवृत्ति{स्त्री;1;एक},अतिवृत्ति{स्त्री;1;एक},"घटकः,12.1","घटकः,12.1",-
3.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,2.1","सम्बन्धः,2.1",तो
4.1,वेग-,वेग-इदीरण-धारणम्,वेग,वेग,"षष्ठी-तत्पुरुषः,4.2","षष्ठी-तत्पुरुषः,4.2",वेग-
4.2,उदीरण-,--,उदीरण-,उदीरण-,"षष्ठी-तत्पुरुषः,4.3","षष्ठी-तत्पुरुषः,4.3",इदीरण-
4.3,धारणम्,--,धारण{नपुं;1;एक}/धारण{नपुं;2;एक}/धारण{पुं;2;एक},धारण{नपुं;1;एक},"घटकः,12.1","विशेषणम्,23.1#विशेषणम्,15.1#विशेषणम्,10.1#विशेषणम्,6.1#घटकः,12.1",-
5.1,विषमाङ्ग-,विषमाङ्ग-क्रिया-आरम्भ-पतन-स्खलन-आदिकम्,विषमाङ्ग,विषमाङ्ग,"षष्ठी-तत्पुरुषः,5.2","षष्ठी-तत्पुरुषः,5.2",विषमाङ्ग-
5.2,क्रिया-,--,क्रिया,क्रिया,"षष्ठी-तत्पुरुषः,5.3","षष्ठी-तत्पुरुषः,5.3",क्रिया-
5.3,आरम्भ-,--,आरम्भ,आरम्भ,"इतरेतर-द्वन्द्वः,5.5","इतरेतर-द्वन्द्वः,5.5",आरम्भ-
5.4,पतन-,--,पतन(पत्1;ल्युट्;भ्वादिः),पतन(पत्1;ल्युट्;भ्वादिः),"इतरेतर-द्वन्द्वः,5.5","इतरेतर-द्वन्द्वः,5.5",-
5.5,स्खलन-,--,स्खलन(स्खल्1;ल्युट्;भ्वादिः),स्खलन(स्खल्1;ल्युट्;भ्वादिः),"बहुव्रीहिः,5.6","बहुव्रीहिः,5.6",-
5.6,आदिकम्,--,-,-,"घटकः,12.1","घटकः,12.1",-
6.1,भाषणम्,भाषणम्,भाषण{नपुं;1;एक}/भाषण{नपुं;2;एक},भाषण{नपुं;1;एक},"घटकः,12.1","घटकः,12.1",भाषण
7.1,सामिभुक्तस्य,सामिभुक्तस्य,सामिभुक्त[पुं;6;एक],सामिभुक्त[पुं;6;एक],"षष्ठी-सम्बन्धः,6.1","षष्ठी-सम्बन्धः,6.1",-
8.1,राग-,राग-द्वेष-भयादि,राग,राग,"इतरेतर-द्वन्द्वः,8.3","इतरेतर-द्वन्द्वः,8.3",राग-
8.2,द्वेष-,--,द्वेष,द्वेष,"इतरेतर-द्वन्द्वः,8.3","इतरेतर-द्वन्द्वः,8.3",द्वेष-
8.3,भय-,--,भय-,भय-,"बहुव्रीहिः,8.4","बहुव्रीहिः,8.4",-
8.4,आदि,-,आदि[नपुं;1;एक],आदि[नपुं;1;एक],"घटकः,12.1","घटकः,12.1",-
9.1,च,च,च{अव्य},च{अव्य},"घटक_द्योतकः,12.1","घटक_द्योतकः,12.1",और
10.1,कर्म,कर्म,कर्मन्{नपुं;1;एक}/कर्मन्{नपुं;2;एक},कर्मन्{नपुं;1;एक},"कर्म,15.1","विशेषणम्,23.1#विशेषणम्,15.1#कर्म,15.1#कर्म,23.1",कर्म
11.1,प्राणाति-,प्राणाति-पातादि,प्राणाति,प्राणाति,"इतरेतर-द्वन्द्वः,11.2","इतरेतर-द्वन्द्वः,11.2",प्राणाति-
11.2,पातादि,--,आदि[नपुं;1;एक],आदि[नपुं;1;एक],"घटकः,12.1","घटकः,12.1",-
12.1,दशधा,दशधा,दशन्{अव्य;धा},दशन्{अव्य;धा},"विधेय_विशेषणम्,16.2","विधेय_विशेषणम्,16.2",दशन्_धा
13.1,यत्,यत्,यत्{अव्य},यत्{अव्य},"विशेषणम्,10.1","सम्बन्धः,23.1#सम्बन्धः,15.1#विशेषणम्,10.1",कि
14.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,15.1","समुच्चय_द्योतकः,15.1#सम्बन्धः,13.1",और
15.1,निन्दितम्,निन्दितम्,निन्दित{पुं;2;एक(णिद्1;क्त;भ्वादिः)}/निन्दित{नपुं;1;एक(णिद्1;क्त;भ्वादिः)}/निन्दित{नपुं;2;एक(णिद्1;क्त;भ्वादिः)},निन्दित{नपुं;1;एक(णिद्1;क्त;भ्वादिः)},-,-,निन्दित_को
16.1,मिध्या-,मिध्या-योगः,मिध्या,मिध्या,"षष्ठी-तत्पुरुषः,16.2","षष्ठी-तत्पुरुषः,16.2",मिध्या-
16.2,योगः,--,योग{पुं;1;एक},योग{पुं;1;एक},"कर्ता,24.1","विशेषणम्,18.1#विशेषणम्,17.1#कर्ता,24.1",योग
17.1,समस्तः,समस्तः,समस्त{पुं;1;एक},समस्त{पुं;1;एक},"विशेषणम्,16.2","विशेषणम्,16.2",समस्त
18.1,असौ,असौ,अदस्{सर्वनाम;पुं;1;एक}/अदस्{सर्वनाम;स्त्री;1;एक}/असि{पुं;7;एक}/असि{स्त्री;7;एक}/असु{पुं;7;एक},अदस्{सर्वनाम;पुं;1;एक},"विशेषणम्,16.2","विशेषणम्,16.2",अदस्
19.1,इह,इह,इह{अव्य},इह{अव्य},"देशाधिकरणम्,23.1","देशाधिकरणम्,23.1",यहाँ
20.1,वा,वा,वा{अव्य},वा{अव्य},"सम्बन्धः,23.1","सम्बन्धः,23.1",वा
21.1,अमुत्र,अमुत्र,अमुत्र{अव्य},अमुत्र{अव्य},"देशाधिकरणम्,23.1","देशाधिकरणम्,23.1",वहाँ
22.1,वा,वा,वा{अव्य},वा{अव्य},"सम्बन्धः,23.1","सम्बन्धः,21.1#सम्बन्धः,23.1",वा
23.1,कृतम्,कृतम्,कृत{पुं;2;एक(कृ2;क्त;स्वादिः)}/कृत{नपुं;1;एक(कृ2;क्त;स्वादिः)}/कृत{नपुं;2;एक(कृ2;क्त;स्वादिः)}/कृत{पुं;2;एक(कृ3;क्त;तनादिः)}/कृत{नपुं;1;एक(कृ3;क्त;तनादिः)}/कृत{नपुं;2;एक(कृ3;क्त;तनादिः)},कृत{नपुं;1;एक(कृ2;क्त;स्वादिः)},"समुच्चितः,15.1","समुच्चितः,15.1",निर्मित_को
24.1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपद;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपद;अदादिः},-,-,-
