anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,उष्ण-,उष्ण-अम्बुना,उष्ण,उष्ण,"कर्मधारयः,1.2","कर्मधारयः,1.2",उष्ण-
1.2,अम्बुना,--,अम्बु{नपुं;3;एक},अम्बु{नपुं;3;एक},"करणम्,5.1","विशेषणम्,6.1#करणम्,12.1#करणम्,5.1#हेतुः,12.1#हेतुः,6.1#हेतुः,5.1#हेतुः,4.2#हेतुः,3.1",जल_से
2.1,अधः-,अधः-कायस्य,अधः,अधः,"कर्मधारयः,2.2","कर्मधारयः,2.2",अधः-
2.2,कायस्य,--,काय{पुं;6;एक}/काय{नपुं;6;एक},काय{पुं;6;एक},"षष्ठीसम्बन्धः,3.1","विशेषणम्,9.2#कर्ता,3.1#कर्म,3.1#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,11.2#षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1",शरीर_का
3.1,परिषेकः,परिषेकः,परिषेक{पुं;1;एक(परि_षिच्1;घञ्;तुदादिः)},परिषेक{पुं;1;एक(परि_षिच्1;घञ्;तुदादिः)},"कर्ता,5.1","विशेषणम्,10.2#विशेषणम्,4.2#कर्ता_बे_वेर्ब्स्,5.1",गीला_करना
4.1,बल-,बल-आवहः,बल,बल,"उपपद-तत्पुरुषः,4.2","उपपद-तत्पुरुषः,4.2",बल-
4.2,आवहः,--,आवह{पुं;1;एक}/आङ्_वह्1{कर्तरि{लङ्;म;एक;परस्मैपदी;भ्वादिः},आवह{पुं;1;एक},"विधेय_विशेषणम्,3.1","विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,5.1",आवह
5.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,3.1","विशेषणम्,12.1",होता_है
6.1,तेन,तेन,तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः},तद्{सर्वनाम;पुं;3;एक},"करणम्,12.1","विशेषणम्,1.2#करणम्,12.1#करणम्,5.1#हेतुः,12.1#हेतुः,5.1#हेतुः,4.2#हेतुः,3.1",उससे
7.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,6.1","सम्बन्धः,6.1",ही
8.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,7.1","सम्बन्धः,7.1",तो
9.1,उत्तम-,उत्तम-अङ्गस्य,उत्तम,उत्तम,"कर्मधारयः,9.2","कर्मधारयः,9.2",उत्तम-
9.2,अङ्गस्य,--,अङ्ग{पुं;6;एक}/अङ्ग{नपुं;6;एक},अङ्ग{पुं;6;एक},"षष्ठीसम्बन्धः,13.1","विशेषणम्,2.2#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,11.2#षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,13.1",अङ्ग_का
10.1,बल-,बल-हृत्,बल,बल,"उपपद-तत्पुरुषः,10.2","उपपद-तत्पुरुषः,10.2",बल-
10.2,हृत्,--,हृद्{नपुं;1;एक}/हृद्{नपुं;8;एक},हृद्{नपुं;1;एक},"विधेय_विशेषणम्,13.1","विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,12.1#कर्ता_बे_वेर्ब्स्,5.1#विधेय_विशेषणम्,13.1",हृदय
11.1,केश-,केश-चक्षुषाम्,केश,केश,"इतरेतर-द्वन्द्वः,11.2","इतरेतर-द्वन्द्वः,11.2",केश-
11.2,चक्षुषाम्,--,चक्षुस्{नपुं;6;बहु},चक्षुस्{नपुं;6;बहु},"षष्ठीसम्बन्धः,10.2","षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,13.1",आँखों_के
12.1,(भवति),भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,13.1","विशेषणम्,5.1",होता_है
13.1,(परिषेकः),(परिषेकः),परिषेक{पुं;1;एक(परि_षिच्1;घञ्;तुदादिः)},परिषेक{पुं;1;एक(परि_षिच्1;घञ्;तुदादिः)},"कर्ता,12.1","विशेषणम्,10.2#कर्ता_बे_वेर्ब्स्,12.1",गीला_करना
14.1,.,.,-,-,-,-,-
