anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},तद्{सर्वनाम;पुं;1;बहु},"कर्ता,4.1;कर्ता,3.1","सम्प्रदानम्,4.1#प्रयोजनम्1,3.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,2.3#कर्म,3.1#कर्ता,4.1",तुम्हारे
2.1,काल-,काल-आदि-बलम्,काल,काल,"षष्ठ्यर्थ-बहुव्रीहिः,2.2","षष्ठ्यर्थ-बहुव्रीहिः,2.2",काल-
2.2,आदि-,--,आदि}/आदिन्,आदि,"पञ्चमी-तत्पुरुषः,2.3","पञ्चमी-तत्पुरुषः,2.3",आदि-
2.3,बलम्,--,बल{नपुं;1;एक}/बल{नपुं;2;एक}/बल{पुं;2;एक},बल{नपुं;2;एक},"कर्म,3.1","कर्म,3.1",बल
3.1,लब्ध्वा,लब्ध्वा,लभ्1{अव्य;क्त्वा;भ्वादिः},लभ्1{अव्य;क्त्वा;भ्वादिः},"पूर्वकालः,4.1","पूर्वकालः,4.1",प्राप्त_हो_कर
4.1,कुप्यन्ति,कुप्यन्ति,कुप्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः}/कुप्यत्{नपुं;1;बहु(कुप्1;शतृ_लट्;दिवादिः)}/कुप्यत्{नपुं;2;बहु(कुप्1;शतृ_लट्;दिवादिः)},कुप्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः},-,"कर्म,3.1",क्रोध_करते_हुए
5.1,अन्य-,अन्य-आश्रयेषु,अन्य,अन्य,"कर्मधारयः,5.2","कर्मधारयः,5.2",अन्य-
5.2,आश्रयेषु,--,आश्रय{पुं;7;बहु}/आश्रय{नपुं;7;बहु},आश्रय{पुं;7;बहु},"अधिकरणम्,4.1","अधिकरणम्,4.1#अधिकरणम्,3.1",आश्रय_में
6.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,5.2","सम्बन्धः,5.2",भी
7.1,.,.,-,-,-,-,-
