anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,शीत-,शीत-उद्भवम्,शीत,शीत,"समासः,1.2","समासः,1.2",शीत-
1.2,उद्भवम्,--,उद्भव{पुं;2;एक}/उद्भव{पुं;2;एक(उत्_भू1;घञ्;भ्वादिः)}/उद्भव{नपुं;1;एक}/उद्भव{नपुं;2;एक},उद्भव{पुं;2;एक},"विशेषणम्,2.2","विशेषणम्,11.1#विशेषणम्,9.1#विशेषणम्,6.2#विशेषणम्,5.2#विशेषणम्,2.2",उत्पन्न_को
2.1,दोष-,दोष-चयम्,दोष}/दोषन्,दोष,"षष्ठी-तत्पुरुषः,2.2","षष्ठी-तत्पुरुषः,2.2",दोष-
2.2,चयम्,--,चय{पुं;2;एक}/चय{नपुं;1;एक}/चय{नपुं;2;एक},चय{पुं;2;एक},"कर्म,4.1","विशेषणम्,11.1#विशेषणम्,9.1#विशेषणम्,6.2#विशेषणम्,5.2#कर्म,4.1",संघात_को
3.1,वसन्ते,वसन्ते,वसन्त{पुं;7;एक},वसन्त{पुं;7;एक},"कालाधिकरणम्,4.1","अधिकरणम्,13.1#अधिकरणम्,10.1#अधिकरणम्,7.1#कालाधिकरणम्,4.1",वसन्त_में
4.1,विशोधयन्,विशोधयन्,विशोधयत्{पुं;1;एक(वि_शुध्1;णिच्;शतृ_लृट्;दिवादिः)},विशोधयत्{पुं;1;एक(वि_शुध्1;णिच्;शतृ_लृट्;दिवादिः)},"पूर्वकालः,13.1","अनन्तरकालः,13.1#पूर्वकालः,13.1",पवित्र_करा_रहा_होगा
5.1,ग्रीष्म-,ग्रीष्म-जम्,ग्रीष्म,ग्रीष्म,"उपपद-तत्पुरुषः,5.2","उपपद-तत्पुरुषः,5.2",ग्रीष्म-
5.2,जम्,--,ज{पुं;2;एक}/ज{नपुं;1;एक}/ज{नपुं;2;एक},ज{पुं;2;एक},"कर्म,7.1","विशेषणम्,11.1#विशेषणम्,9.1#विशेषणम्,6.2#विशेषणम्,2.2#कर्म,7.1",उत्पन्न_को
6.1,अभ्र-,अभ्र-काले,अभ्र,अभ्र,"कर्मधारयः,6.2","कर्मधारयः,6.2",अभ्र-
6.2,काले,--,काल{नपुं;1;द्वि}/काल{नपुं;2;द्वि}/काला{स्त्री;1;द्वि}/काला{स्त्री;2;द्वि}/काल{नपुं;8;द्वि}/काला{स्त्री;8;एक}/काला{स्त्री;8;द्वि}/काल{पुं;7;एक}/काल{नपुं;7;एक}/कालि{नपुं;8;एक}/कालि{नपुं;1;एक}/कालि{नपुं;2;एक},काल{पुं;7;एक},"कालाधिकरणम्,7.1","विशेषणम्,11.1#विशेषणम्,9.1#विशेषणम्,5.2#विशेषणम्,2.2#कर्म,13.1#कर्ता,13.1#विशेषणम्,8.2#कालाधिकरणम्,13.1#कालाधिकरणम्,10.1#कालाधिकरणम्,7.1#कालाधिकरणम्,4.1#विशेषणम्,3.1",समय
7.1,(विशोधयन्),विशोधयन्,विशोधयत्{पुं;1;एक(वि_शुध्1;णिच्;शतृ_लृट्;दिवादिः)},विशोधयत्{पुं;1;एक(वि_शुध्1;णिच्;शतृ_लृट्;दिवादिः)},"पूर्वकालः,13.1","कर्ता,13.1#अनन्तरकालः,13.1#पूर्वकालः,13.1",पवित्र_करा_रहा_होगा
8.1,घन-,घन-अत्यये,घन,घन,"समासः,8.2","समासः,8.2",घन-
8.2,अत्यये,--,अत्यय{पुं;7;एक}/अत्यय{नपुं;8;द्वि}/अत्यय{नपुं;1;द्वि}/अत्यय{नपुं;2;द्वि}/अत्यय{नपुं;7;एक}/अत्यया{स्त्री;8;एक}/अत्यया{स्त्री;8;द्वि}/अत्यया{स्त्री;1;द्वि}/अत्यया{स्त्री;2;द्वि},अत्यय{पुं;7;एक},"कालाधिकरणम्,10.1","विशेषणम्,6.2#कर्म,13.1#अधिकरणम्,13.1#अधिकरणम्,10.1#अधिकरणम्,7.1#अधिकरणम्,4.1#विशेषणम्,3.1#कालाधिकरणम्,10.1",वृद्धि_में
9.1,वार्षिकम्,वार्षिकम्,वार्षिक{पुं;2;एक}/वार्षिक{नपुं;1;एक}/वार्षिक{नपुं;2;एक},वार्षिक{पुं;2;एक},"कर्म,10.1","कर्म,13.1#कर्ता,13.1#कर्म,10.1",वार्षिक_को
10.1,(विशोधयन्),विशोधयन्,विशोधयत्{पुं;1;एक(वि_शुध्1;णिच्;शतृ_लृट्;दिवादिः)},विशोधयत्{पुं;1;एक(वि_शुध्1;णिच्;शतृ_लृट्;दिवादिः)},"पूर्वकालः,13.1","कर्ता,13.1#अनन्तरकालः,13.1#पूर्वकालः,13.1",पवित्र_करा_रहा_होगा
11.1,आशु,आशु,आशु{नपुं;1;एक}/आशु{नपुं;2;एक}/आशु{नपुं;8;एक}/आशु{अव्य},आशु{अव्य},"क्रियाविशेषणम्,4.1","कर्म,13.1#कर्ता,13.1#क्रियाविशेषणम्,4.1",तुरन्त
12.1,सम्यक्,सम्यक्,सम्यक्{अव्य},सम्यक्{अव्य},"क्रियाविशेषणम्,4.1","क्रियाविशेषणम्,13.1#क्रियाविशेषणम्,4.1",ठीक
