anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,यतेत,यतेत,यत्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः},यत्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः},-,"समुच्चितः,14.1#समुच्चितः,11.1",प्रयत्न_करे
2.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,1.1","समुच्चय_द्योतकः,14.1#समुच्चय_द्योतकः,11.1#सम्बन्धः,1.1",और
3.1,यथा-,यथा-कालम्,यथा,यथा,"अव्ययीभावः,3.2","अव्ययीभावः,3.2",यथा-
3.2,कालम्,--,काल{पुं;2;एक}/काल{नपुं;1;एक}/काल{नपुं;2;एक}/काल{अव्य},काल{अव्य},"क्रियाविशेषणम्,1.1","विशेषणम्,5.1#कर्ता,1.1#क्रियाविशेषणम्,1.1",समय_को
4.1,मलानाम्,मलानाम्,मल{पुं;6;बहु},मल{पुं;6;बहु},"षष्ठीसम्बन्धः,5.1","कर्ता,5.1#कर्म,5.1#षष्ठीसम्बन्धः,12.2#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,7.3#षष्ठीसम्बन्धः,3.2#षष्ठीसम्बन्धः,5.1",मल_का
5.1,शोधनम्,शोधनम्,शोधन{नपुं;1;एक(शुध्1;ल्युट्;दिवादिः)}/शोधन{नपुं;2;एक(शुध्1;ल्युट्;दिवादिः)},शोधन{नपुं;1;एक(शुध्1;ल्युट्;दिवादिः)},"सन्दर्भ_बिन्दुः,6.1","उप_कर्मप्रवचनीयः,6.1#उप_आभिमुख्यम्,6.1#कर्ता,1.1#सन्दर्भ_बिन्दुः,6.1",शुद्ध_करने_वाला
6.1,प्रति,प्रति,प्रति{अव्य},प्रति{अव्य},"आभिमुख्यम्,1.1","सम्बन्ध_उप,14.1#सम्बन्ध_उप,12.1#सम्बन्ध_उप,11.1#सम्बन्ध_उप,10.1#सम्बन्ध_उप,7.3#आभिमुख्यम्,1.1",ओर
7.1,अति-,अति-अर्थ-सञ्चिताः,अति,अति,"अव्ययीभावः,7.2","अव्ययीभावः,7.2",अति-
7.2,अर्थ-,--,अर्थ,अर्थ,"तृतीया-तत्पुरुषः,7.3","तृतीया-तत्पुरुषः,7.3",अर्थ-
7.3,सञ्चिताः,--,सञ्चित{पुं;1;बहु(सम्_चि1;क्त;स्वादिः)}/सञ्चिता{स्त्री;1;बहु(सम्_चि1;क्त;स्वादिः)}/सञ्चिता{स्त्री;2;बहु(सम्_चि1;क्त;स्वादिः)}/सञ्चित{पुं;8;बहु}/सञ्चिता{स्त्री;8;बहु},सञ्चित{पुं;1;बहु(सम्_चि1;क्त;स्वादिः)},"विशेषणम्,8.1","विशेषणम्,10.1#उप_कर्मप्रवचनीयः,6.1#उप_आभिमुख्यम्,6.1#कर्ता_बे_वेर्ब्स्,14.1#कर्ता_बे_वेर्ब्स्,11.1#विशेषणम्,8.1",इकट्ठा_किया_गये
