anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,मिथ्या-,मिथ्या-योगः,मिथ्या,मिथ्या,"बहुव्रीहिः,1.2","बहुव्रीहिः,1.2",मिथ्या-
1.2,योगः,--,योग{पुं;1;एक},योग{पुं;1;एक},"विशेषणम्,3.1","विशेषणम्,4.3#विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,5.1",योग
2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.2","सम्बन्धः,1.2",तो
3.1,निर्दिष्टः,निर्दिष्टः,निर्दिष्ट{पुं;1;एक}/निर्दिष्ट{पुं;1;एक(निस्_दिश्1;क्त;तुदादिः)},निर्दिष्ट{पुं;1;एक},"कर्ता,5.1","विधेय_विशेषणम्,1.2#विशेषणम्,4.3#कर्ता_बे_वेर्ब्स्,5.1",निर्दिष्ट
4.1,विपरीत-,विपरीत-स्व-लक्षणः,विपरीत(वि_परि_इ1;क्त;अदादिः),विपरीत(वि_परि_इ1;क्त;अदादिः),"बहुव्रीहिः,4.2","बहुव्रीहिः,4.2",-
4.2,स्व-,--,स्व,स्व,"षष्ठी-तत्पुरुषः,4.3","षष्ठी-तत्पुरुषः,4.3",स्व-
4.3,लक्षणः,--,लक्षण{पुं;1;एक},लक्षण{पुं;1;एक},"विधेय_विशेषणम्,3.1","विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.2#कर्ता_बे_वेर्ब्स्,5.1",लक्षण
5.1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,3.1","अभिहित_कर्ता,3.1",है
6.1,.,.,-,-,-,-,-
