anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,मधुर-,मधुर-स्निग्ध-सौहित्यैः,मधुर,मधुर,"इतरेतर-द्वन्द्वः,1.3","इतरेतर-द्वन्द्वः,1.3",मधुर-
1.2,स्निग्ध-,--,स्निग्ध(ष्निह्1;क्त;दिवादिः),स्निग्ध(ष्निह्1;क्त;दिवादिः),"इतरेतर-द्वन्द्वः,1.3","इतरेतर-द्वन्द्वः,1.3",-
1.3,सौहित्यैः,--,सौहित्य{नपुं;3;बहु}/सौहित्य{पुं;3;बहु},सौहित्य{नपुं;3;बहु},"समुच्चितः,3.1","सुप्_समुच्चितः,3.1#प्रयोजककर्ता,8.2#करणम्,10.1#करणम्,5.1#हेतुः,10.1#हेतुः,8.2#हेतुः,5.1",सौहित्यों_से
2.1,यत्,यत्,यत्{अव्य},यत्{अव्य},"विशेषणम्,6.1","विशेषणम्,6.1",कि
3.1,सौख्येन,सौख्येन,सौख्य{नपुं;3;एक},सौख्य{नपुं;3;एक},"हेतुः,5.1","प्रयोजककर्ता,8.2#करणम्,10.1#करणम्,5.1#हेतुः,10.1#हेतुः,8.2#हेतुः,5.1",प्रसन्नता_से
4.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,3.1","सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1",और
5.1,नश्यति,नश्यति,णश्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः},णश्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः},"अभिहित_कर्ता,6.1","अभिहित_कर्ता,6.1",नष्ट_होता_है
6.1,क्रशिमा,क्रशिमा,क्रशिमन्{पुं;1;एक},क्रशिमन्{पुं;1;एक},"कर्ता,5.1","कर्ता,5.1",क्रशिमन्
7.1,स्थविमा,स्थविमा,स्थविमन्{पुं;1;एक},स्थविमन्{पुं;1;एक},"कर्ता,10.1","कर्ता,10.1",-
8.1,अत्यन्त-,अत्यन्त-विपरीत-निषेवणैः,अत्यन्त-,अत्यन्त-,"बहुव्रीहिः,8.2","बहुव्रीहिः,8.2",अत्यन्त-
8.2,विपरीत-,--,विपरीत(वि_परि_इ1;क्त;अदादिः),विपरीत(वि_परि_इ1;क्त;अदादिः),"षष्ठी-तत्पुरुषः,8.3","षष्ठी-तत्पुरुषः,8.3",-
8.3,निषेवणैः,--,निषेवण{नपुं;3;बहु},निषेवण{नपुं;3;बहु},"हेतुः,10.1","हेतुः,10.1",-
9.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,8.3","समुच्चय_द्योतकः,10.1#सम्बन्धः,8.3",और
10.1,(नश्यति),(नश्यति),णश्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः},णश्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः},"अभिहित_कर्ता,7.1","अभिहित_कर्ता,7.1",नष्ट_होती_है
11.1,.,.,-,-,-,-,-
