anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,(सः),(सः),तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,9.1","विशेषणम्,6.1#विशेषणम्,5.1#विशेषणम्,3.1#विशेषणम्,2.7#कर्ता,9.1#कर्ता_बे_वेर्ब्स्,9.1",वह
2.1,क्लेद-,क्लेद-मेदस्-वसा--मज्ज-शकृत्-मूत्र-उपशोषण,क्लेद,क्लेद,"इतरेतर-द्वन्द्वः,2.2","त_पु_6,2.7#इतरेतर-द्वन्द्वः,2.2",क्लेद-
2.2,मेदः-,--,मेदस्,मेदस्,"इतरेतर-द्वन्द्वः,2.3","त_पु_6,2.7#इतरेतर-द्वन्द्वः,2.3",मेदः-
2.3,वसा-,--,वसा,वसा,"इतरेतर-द्वन्द्वः,2.4","त_पु_6,2.7#इतरेतर-द्वन्द्वः,2.4",वसा-
2.4,मज्ज-,--,-मज्ज,-मज्ज,"इतरेतर-द्वन्द्वः,2.5","त_पु_6,2.7#इतरेतर-द्वन्द्वः,2.5",मज्ज-
2.5,शकृत्-,--,शकृत्,शकृत्,"इतरेतर-द्वन्द्वः,2.6","त_पु_6,2.7#इतरेतर-द्वन्द्वः,2.6",शकृत्-
2.6,मूत्र-,--,मूत्र,मूत्र,"इतरेतर-द्वन्द्वः,2.7","त_पु_6,2.7#इतरेतर-द्वन्द्वः,2.7",मूत्र-
2.7,उपशोषणः,--,उपशोषण{पुं;1;एक},उपशोषण{पुं;1;एक},"समुच्चितः,7.3","विधेय_विशेषणम्,1.1#विशेषणम्,6.1#विशेषणम्,5.1#विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,9.1#समुच्चितः,7.3",उपशोषण
3.1,लघुः,लघुः,लघु{पुं;1;एक}/लघु{स्त्री;1;एक},लघु{पुं;1;एक},"समुच्चितः,7.3","विधेय_विशेषणम्,2.7#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,9.1#विशेषणम्,6.1#विशेषणम्,5.1#समुच्चितः,7.3",छोटा
4.1,मेध्यः,मेध्यः,मेध्य{पुं;1;एक},मेध्य{पुं;1;एक},"समुच्चितः,7.3","समुच्चितः,7.3",-
5.1,हिमः,हिमः,हिम{पुं;1;एक},हिम{पुं;1;एक},"समुच्चितः,7.3","विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,9.1#समुच्चितः,7.3",हिम
6.1,रूक्षः,रूक्षः,रूक्ष{पुं;1;एक},रूक्ष{पुं;1;एक},"समुच्चितः,7.3","विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,9.1#समुच्चितः,7.3",कठोर
7.1,स्तन्य-,स्तन्य-कण्ठ--,स्तन्य,स्तन्य,"इतरेतर-द्वन्द्वः,7.2","त_पु_6,7.2#इतरेतर-द्वन्द्वः,7.2",स्तन्य-
7.2,कण्ठ-,--,कण्ठ,कण्ठ,"इतरेतर-द्वन्द्वः,7.3","इतरेतर-द्वन्द्वः,7.3",कण्ठ-
7.3,विशोधनः,--,विशोधन{पुं;1;एक},-,"विधेय-विशेषणम्,1.1","विधेय-विशेषणम्,1.1",-
8.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,9.1","सुप्_समुच्चय_द्योतकः,9.1",और
9.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,6.1",-,होता_है
10.1,.,.,-,-,-,-,-
