anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,बृंहिते,बृंहिते,बृंहित{नपुं;7;एक},बृंहित{नपुं;7;एक},"भावलक्षणसप्तमी,2.1","अधिकरणम्,5.4#अधिकरणम्,2.1#भावलक्षणसप्तमी,2.1",हाथी_की_चिंघाड़_में
2.1,स्यात्,स्यात्,अस्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,5.4","अभिहित_कर्ता,5.4",हो
3.1,बलं,बलं,बल{नपुं;1;एक}/बल{नपुं;2;एक},बल{नपुं;1;एक},"समुच्चितः,2.1","समुच्चितः,2.1",बल
4.1,पुष्टिः,पुष्टिः,पुष्टि{स्त्री;1;एक},पुष्टि{स्त्री;1;एक},"समुच्चितः,2.1","समुच्चितः,2.1",पुष्टि
5.1,तत्-,तत्-साध्य-आमय-सङ्क्षयः,तत्,तत्,"तृतीया-तत्पुरुषः,5.2","तृतीया-तत्पुरुषः,5.2",तत्-
5.2,साध्य-,--,साध्य,साध्य,"कर्मधारयः,5.3","कर्मधारयः,5.3",साध्य-
5.3,आमय-,--,आमय,आमय,"षष्ठी-तत्पुरुषः,5.4","षष्ठी-तत्पुरुषः,5.4",आमय-
5.4,सङ्क्षयः,--,सङ्क्षय{पुं;1;एक(सम्_क्षि3;घञ्;तुदादिः)}/सङ्क्षय{पुं;1;एक(सम्_क्षि1;घञ्;भ्वादिः)},सङ्क्षय{पुं;1;एक(सम्_क्षि3;घञ्;तुदादिः)},"कर्ता,2.1","कर्ता,2.1",-
6.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,5.4","समुच्चय_द्योतकः,5.4",-
7.1,.,.,-,-,-,-,-
