anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,5.1","विशेषणम्,3.1#कर्ता,5.1",वह
2.1,अति,अति,अति{अव्य},अति{अव्य},"विशेषणम्,3.1","विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,6.1#विशेषणम्,4.1#विशेषणम्,3.1",अति
3.1,अभ्यस्तः,अभ्यस्तः,अभ्यस्त{पुं;1;एक},अभ्यस्त{पुं;1;एक},"कर्ता,5.1","कर्ता,5.1",अभ्यस्त
4.1,तनोः,तनोः,तनु{पुं;5;एक}/तनु{पुं;6;एक}/तनु{स्त्री;5;एक}/तनु{स्त्री;6;एक},तनु{पुं;6;एक},"विधेय_विशेषणम्,3.1","कर्ता,8.1#कर्म,8.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#हेतुः5,8.1#हेतुः5,5.1#अपादानम्,8.1#विधेय_विशेषणम्,3.1",तनु_का
5.1,कुर्यात्,कुर्यात्,कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},"अभिहित_कर्ता,3.1;सकर्मक",-,करे
6.1,शैथिल्यम्,शैथिल्यम्,शैथिल्य{नपुं;1;एक}/शैथिल्य{नपुं;2;एक},शैथिल्य{नपुं;2;एक},"कर्म,5.1","सुप्_समुच्चितः,8.1#कर्म,5.1#कर्ता,5.1",शैथिल्य_को
7.1,तिमिरम्,तिमिरम्,तिमिर{पुं;2;एक}/तिमिर{नपुं;1;एक}/तिमिर{नपुं;2;एक},तिमिर{पुं;2;एक},"कर्म,5.1","सुप्_समुच्चितः,8.1#कर्म,5.1#कर्ता,5.1",अन्धकार
8.1,भ्रमम्,भ्रमम्,भ्रम{पुं;2;एक(भ्रम्1;घञ्;भ्वादिः)}/भ्रम{पुं;2;एक(भ्रम्2;घञ्;दिवादिः)},भ्रम{पुं;2;एक(भ्रम्1;घञ्;भ्वादिः)},"कर्म,5.1","विशेषणम्,7.1#विशेषणम्,6.1#कर्म,5.1",घूमने
9.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,8.1","सुप्_समुच्चय_द्योतकः,8.1#सम्बन्धः,8.1",च2
10.1,.,.,-,-,-,-,-
