anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,तत्र,तत्र,तत्र{अव्य},तत्र{अव्य},"अधिकरणम्,7.1","देशाधिकरणम्,7.1",वहाँ
2.1,उष्णम्,उष्णम्,उष्ण{पुं;2;एक}/उष्ण{नपुं;1;एक}/उष्ण{नपुं;2;एक},उष्ण{नपुं;1;एक},"कर्ता,7.1","विशेषणम्,4.1#सुप्_समुच्चितः,4.1#कर्म,7.1#कर्म,6.1#कर्ता,7.1",गरम
3.1,भ्रम-,भ्रम--तृट्-ग्लानि-स्वेद-दाह-आशु--,भ्रम(भ्रम्1;घञ्;भ्वादिः)}/भ्रम(भ्रम्2{घञ्;दिवादिः),भ्रम(भ्रम्1;घञ्;भ्वादिः),"द्वन्द्वः,3.6","त_पु_6,3.6#द्वन्द्वः,3.6",-
3.2,तृट्-,--,-तृट्,-तृट्,"द्वन्द्वः,3.6","त_पु_6,3.6#द्वन्द्वः,3.6",तृट्-
3.3,ग्लानि-,--,ग्लानि,ग्लानि,"द्वन्द्वः,3.6","त_पु_6,3.6#द्वन्द्वः,3.6",ग्लानि-
3.4,स्वेद-,--,स्वेद,स्वेद,"द्वन्द्वः,3.6","त_पु_6,3.6#द्वन्द्वः,3.6",स्वेद-
3.5,दाह-,--,दाह,दाह,"द्वन्द्वः,3.6","त_पु_6,3.6#द्वन्द्वः,3.6",दाह-
3.6,आशुपाकिताः,--,"आशुपाकिन्{तल्,स्त्री,1,एक}","आशुपाकिन्{तल्,स्त्री,1,एक}","कर्म,2.1",-,आशु-
3.7,पाकिताः,--,-,-,-,-,-
4.1,शमम्,शमम्,शम{पुं;2;एक}/शम{नपुं;1;एक}/शम{नपुं;2;एक},शम{पुं;2;एक},"कर्म,2.1","कर्म,7.1#कर्म,6.1#कर्ता,7.1",शान्ति
5.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.1","सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1",और
6.1,वात-,वात-कफ,वात(वा1;क्त;अदादिः),वात(वा1;क्त;अदादिः),"द्वन्द्वः,6.2","त_पु_6,6.2",-
6.2,कफयोः,--,कफ{पुं;6;द्वि}/कफ{पुं;7;द्वि}/कफ{नपुं;6;द्वि}/कफ{नपुं;7;द्वि}/कफा{स्त्री;6;द्वि}/कफा{स्त्री;7;द्वि},कफ{पुं;6;द्वि},"षष्ठीसम्बन्धः,4.1","अधिकरणम्,7.1#अधिकरणम्,3.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1",कफ_में
7.1,करोति,करोति,कृ3{कर्तरि;लट्;प्र;एक;परस्मैपदी;तनादिः},कृ3{कर्तरि;लट्;प्र;एक;परस्मैपदी;तनादिः},"अभिहित_कर्ता,2.1","अभिहित_कर्ता,2.1",करता_है
8.1,.,.,-,-,-,-,-
