anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,निर्दिष्टम्,निर्दिष्टम्,निर्दिष्ट{पुं;2;एक}/निर्दिष्ट{पुं;2;एक(निस्_दिश्1;क्त;तुदादिः)}/निर्दिष्ट{नपुं;1;एक(निस्_दिश्1;क्त;तुदादिः)}/निर्दिष्ट{नपुं;2;एक(निस्_दिश्1;क्त;तुदादिः)},निर्दिष्ट{नपुं;1;एक(निस्_दिश्1;क्त;तुदादिः)},-,"विशेषणम्,4.1#विशेषणम्,2.1",निर्दिष्ट
2.1,साधनम्,साधनम्,साधन{नपुं;1;एक}/साधन{नपुं;2;एक},साधन{नपुं;1;एक},"कर्म,1.1","कर्म,1.1",साधन
3.1,तत्र,तत्र,तत्र{अव्य},तत्र{अव्य},"देशाधिकरणम्,9.1","देशाधिकरणम्,9.1#देशाधिकरणम्,1.1",वहाँ
4.1,भूयिष्ठम्,भूयिष्ठम्,भूयिष्ठ{पुं;2;एक}/भूयिष्ठ{नपुं;1;एक}/भूयिष्ठ{नपुं;2;एक},भूयिष्ठ{पुं;2;एक},"क्रियाविशेषणम्,9.1","क्रियाविशेषणम्,9.1",अत्यधिक_को
5.1,ये,ये,यद्{सर्वनाम;पुं;1;बहु}/यद्{सर्वनाम;नपुं;1;द्वि}/यद्{सर्वनाम;नपुं;2;द्वि}/यद्{सर्वनाम;स्त्री;1;द्वि}/यद्{सर्वनाम;स्त्री;2;द्वि},यद्{सर्वनाम;पुं;1;बहु},"कर्ता,9.1;नित्य_सम्बन्धः1,7.1","नित्य_सम्बन्धः1,7.1#कर्ता_बे_वेर्ब्स्,9.1",जो
6.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,5.1","सम्बन्धः,5.1",तो
7.1,तान्,तान्,तद्{सर्वनाम;पुं;2;बहु},तद्{सर्वनाम;पुं;2;बहु},"सन्दर्भ_बिन्दुः,8.1","उप_कर्मप्रवचनीयः,8.1#उप_आभिमुख्यम्,8.1#सन्दर्भ_बिन्दुः,8.1",उनकी
8.1,प्रति,प्रति,प्रति{अव्य},प्रति{अव्य},"आभिमुख्यम्,1.1","सम्बन्ध_उप,9.1#आभिमुख्यम्,1.1",ओर
9.1,(भवन्ति),भवन्ति,भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु},भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,5.1","उप_कर्मप्रवचनीयः,8.1#उप_आभिमुख्यम्,8.1",होते_हैं
10.1,.,.,-,-,-,-,-
