anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
2.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,6.1","सम्बन्धः,6.1",ही
3.1,देहस्य,देहस्य,देह{पुं;6;एक}/देह{नपुं;6;एक},देह{पुं;6;एक},"षष्ठीसम्बन्धः,5.1","तुलना_बिन्दुः,4.1#विशेषणम्,15.1#विशेषणम्,7.1#कर्ता,21.1#कर्ता,16.2#कर्म,21.1#कर्म,16.2#षष्ठीसम्बन्धः,22.1#षष्ठीसम्बन्धः,19.1#षष्ठीसम्बन्धः,18.1#षष्ठीसम्बन्धः,16.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1",शरीर_का
4.1,समाः,समाः,सम{सर्वनाम;पुं;1;बहु},सम{सर्वनाम;पुं;1;बहु},"कर्ता,6.1","कर्ता_बे_वेर्ब्स्,6.1",समा
5.1,विवृद्ध्यै,विवृद्ध्यै,विवृद्धि{स्त्री;4;एक},विवृद्धि{स्त्री;4;एक},"सम्प्रदानम्,6.1","सम्प्रदानम्,6.1",विवृद्धि_को
6.1,(भवन्ति),(भवन्ति),भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु},भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः},"अभिहित-कर्ता,4.1","विशेषणम्,22.1#कर्ता_बे_वेर्ब्स्,12.1#अभिहित-कर्ता,4.1",होते_हैं
7.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},तद्{सर्वनाम;पुं;1;बहु},"कर्तृसमानाधिकरणम्,12.1","कर्तृसमानाधिकरणम्,12.1",वे
8.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,12.1","सम्बन्धः,12.1",ही
9.1,दोषाः,दोषाः,दोष{पुं;1;बहु}/दोषा{स्त्री;1;बहु}/दोषा{स्त्री;2;बहु}/दोष{पुं;8;बहु}/दोषा{स्त्री;8;बहु},दोष{पुं;1;बहु},"कर्ता,12.1","कर्म,16.1#विधेय_विशेषणम्,7.1#कर्ता_बे_वेर्ब्स्,12.1",दोष
10.1,विषमाः,विषमाः,विषम{पुं;1;बहु}/विषमा{स्त्री;1;बहु}/विषमा{स्त्री;2;बहु}/विषम{पुं;8;बहु},विषम{पुं;1;बहु},"विशेषणम्,9.1","कर्म,16.1#विधेय_विशेषणम्,7.1#कर्ता_बे_वेर्ब्स्,12.1#विशेषणम्,9.1",विषम
11.1,वधाय,वधाय,वध{पुं;4;एक},वध{पुं;4;एक},"प्रयोजनम्,12.1","विशेषणम्,15.1#प्रयोजनम्1,22.1#प्रयोजनम्1,21.1#प्रयोजनम्1,16.2#प्रयोजनम्,12.1",वध_को
12.1,(स्युः),(स्युः),अस्2{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;अदादिः},अस्2{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;अदादिः},"अभिहित_कर्ता,9.1","अभिहित_कर्ता,9.1",होयें
13.1,यस्माद्,यस्माद्,यत्{सर्वनाम;पुं;5;एक},यत्{सर्वनाम;पुं;5;एक},"हेतुः,22.1","हेतुः,22.1",-
14.1,अतः,अतः,अतः{अव्य},अतः{अव्य},"कार्य_द्योतकः,22.1","कार्य_द्योतकः,22.1",अतः
15.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},तद्{सर्वनाम;पुं;1;बहु},"विशेषणम्,21.1","विशेषणम्,21.1",वे
16.1,हित-,हित-चर्यया,हित(धा1;क्त;जुहोत्यादिः)}/हित(हि1{क्त;स्वादिः),हित(धा1;क्त;जुहोत्यादिः),"तृतीया-तत्पुरुषः,16.2","तृतीया-तत्पुरुषः,16.2",-
16.2,चर्यया,--,चर्या{स्त्री;3;एक}/चर्या{स्त्री;3;एक(चर्1;यत्;भ्वादिः)},चर्या{स्त्री;3;एक},"हेतुः,22.1","कर्ता,21.1#करणम्,22.1#करणम्,21.1#हेतुः,22.1#हेतुः,21.1",चर्ये_से
17.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,22.1","सम्बन्धः,22.1",ही
18.1,क्षयात्,क्षयात्,क्षय{पुं;5;एक}/क्षय{नपुं;5;एक},क्षय{पुं;5;एक},"उपमानम्,19.1","हेतुः5,22.1#हेतुः5,21.1#उपमानम्,19.1",क्षय_से
