anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,सर्व-,सर्व-देह-प्र-विसृतान्,सर्व,सर्व,"कर्मधारयः,1.2","कर्मधारयः,1.2",सर्व-
1.2,देह-,--,देह,देह,"सप्तमी-तत्पुरुषः,1.4","सप्तमी-तत्पुरुषः,1.4",देह-
1.3,प्र-,--,प्र,प्र,"प्रादि-तत्पुरुषः,1.4","प्रादि-तत्पुरुषः,1.4",प्र-
1.4,विसृतान्,--,विसृत{पुं;2;बहु(वि_सृ2;क्त;जुहोत्यादिः)},विसृत{पुं;2;बहु(वि_सृ2;क्त;जुहोत्यादिः)},"विशेषणम्,3.1","विशेषणम्,11.1#विशेषणम्,6.1#विशेषणम्,3.1#कर्म,6.1",फैलाया_हुओं_को
2.1,स-,स-आमान्,स,स,"अस्त्यर्थ-मध्यमपदलोपी(नञ्)-बहुव्रीहिः,2.2","अस्त्यर्थ-मध्यमपदलोपी(नञ्)-बहुव्रीहिः,2.2",स-
2.2,आमान्,--,आम{पुं;2;बहु},आम{पुं;2;बहु},"विशेषणम्,3.1","विशेषणम्,3.1",कच्चों_को
3.1,दोषान्,दोषान्,दोष{पुं;2;बहु},दोष{पुं;2;बहु},"कर्म,5.1","कर्म,6.1#कर्म,5.1",दोषों_को
4.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,5.1","प्रतिषेधः,17.1#प्रतिषेधः,5.1",नहीं
5.1,निर्हरेत्,निर्हरेत्,नि_हृ1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},नि_हृ1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,-
6.1,लीनान्,लीनान्,लीन{पुं;2;बहु(ली1;क्त;दिवादिः)},लीन{पुं;2;बहु(ली1;क्त;दिवादिः)},"विशेषणम्,3.1","विशेषणम्,11.1#विशेषणम्,3.1",जुडा_हुवों_को
7.1,धातुषु,धातुषु,धातु{पुं;7;बहु},धातु{पुं;7;बहु},"अधिकरणम्,6.1","अधिकरणम्,17.1#अधिकरणम्,15.1#अधिकरणम्,6.1",धातुओं_में
8.1,अन्-,अन्-उत्क्लिष्टान्,अन्,अन्,"नञ्-तत्पुरुषः,8.2","नञ्-तत्पुरुषः,8.2",अन्-
8.2,उत्क्लिष्टान्,--,उत्क्लिष्ट{पुं;2;बहु(उत्_क्लिश्2;क्त;क्र्यादिः)},उत्क्लिष्ट{पुं;2;बहु(उत्_क्लिश्2;क्त;क्र्यादिः)},"विशेषणम्,3.1","विशेषणम्,3.1",दुःखी_हुआ_हुआ
