anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,तथा,तथा,तथा{अव्य},तथा{अव्य},"सम्बन्धः,11.1","सम्बन्धः,11.1#क्रियाविशेषणम्,11.1#क्रियाविशेषणम्,3.3",और
2.1,तेभ्यः,तेभ्यः,तद्{सर्वनाम;पुं;5;बहु}/तद्{सर्वनाम;पुं;4;बहु}/तद्{सर्वनाम;नपुं;5;बहु}/तद्{सर्वनाम;नपुं;4;बहु},तद्{सर्वनाम;पुं;5;बहु},"अपादानम्,11.1","प्रयोजनम्1,11.1#प्रयोजनम्1,3.3#सुप्_समुच्चितः,8.1#हेतुः5,11.1#हेतुः5,3.3#अपादानम्,11.1",उनसे
3.1,स्रोतः-,स्रोतः-मुख-विशोधनात्,स्रोतस्,स्रोतस्,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2",स्रोतः-
3.2,मुख-,--,मुख,मुख,"षष्ठी-तत्पुरुषः,3.3","षष्ठी-तत्पुरुषः,3.3",मुख-
3.3,विशोधनात्,--,विशोधन{नपुं;5;एक(वि_शुध्1;ल्युट्;दिवादिः)},विशोधन{नपुं;5;एक(वि_शुध्1;ल्युट्;दिवादिः)},"समुच्चितः,10.1","सुप्_समुच्चितः,8.1#हेतुः5,11.1#अपादानम्,11.1#सुप्_समुच्चितः,10.1",शुद्ध_करने_से
4.1,वृद्ध्या,वृद्ध्या,वृद्धि{स्त्री;3;एक},वृद्धि{स्त्री;3;एक},"हेतुः,5.1","करणम्,11.1#हेतुः,11.1#हेतुः,3.3#हेतुः,5.1",वृद्धि_से
5.1,अभिष्यन्दनात्,अभिष्यन्दनात्,अभिष्यन्दन{नपुं;5;एक(अभि_स्यन्द्1;ल्युट्;भ्वादिः)},अभिष्यन्दन{नपुं;5;एक(अभि_स्यन्द्1;ल्युट्;भ्वादिः)},"समुच्चितः,10.1","सुप्_समुच्चितः,10.1",-
6.1,पाकात्,पाकात्,पाक{पुं;5;एक},पाक{पुं;5;एक},"समुच्चितः,10.1","सुप्_समुच्चितः,8.1#हेतुः5,11.1#हेतुः5,3.3#अपादानम्,11.1#सुप्_समुच्चितः,10.1",पाक_से
7.1,कोष्ठम्,कोष्ठम्,कोष्ठ{पुं;2;एक}/कोष्ठ{नपुं;1;एक}/कोष्ठ{नपुं;2;एक},कोष्ठ{पुं;2;एक},"कर्म,11.1","कर्म,11.1",कोष्ठ
8.1,वायोः,वायोः,वायु{पुं;5;एक}/वायु{पुं;6;एक},वायु{पुं;6;एक},"षष्ठीसम्बन्धः,10.1","षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.1#हेतुः5,11.1#हेतुः5,3.3#अपादानम्,11.1",हवा_से
9.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,10.1","सुप्_समुच्चय_द्योतकः,8.1#सम्बन्धः,8.1#सुप्_समुच्चय_द्योतकः,10.1",और
10.1,निग्रहात्,निग्रहात्,निग्रह{पुं;5;एक},निग्रह{पुं;5;एक},"हेतुः,11.1","हेतुः5,11.1#हेतुः5,3.3#अपादानम्,11.1",निग्रह_से
11.1,(यान्ति),यान्ति,या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}/यात्{नपुं;1;बहु(या1;शतृ_लट्;अदादिः)}/यात्{नपुं;2;बहु(या1;शतृ_लट्;अदादिः)},या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः},-,-,जाते_हैं
12.1,.,.,-,-,-,-,-
