anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,तौ,तौ,तद्{सर्वनाम;पुं;1;द्वि}/तद्{सर्वनाम;पुं;2;द्वि},तद्{सर्वनाम;पुं;1;द्वि},"कर्ता,12.1","सुप्_समुच्चितः,9.1#सुप्_समुच्चितः,6.2#कर्ता,12.1",वे
2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",तो
3.1,पुनः,पुनः,पुनः{अव्य},पुनः{अव्य},"क्रियाविशेषणम्,12.1","क्रियाविशेषणम्,12.1",फिर
4.1,द्विधा,द्विधा,द्वि{अव्य;धा},द्वि{अव्य;धा},"क्रियाविशेषणम्,12.1","क्रियाविशेषणम्,12.1",द्वि_धा
5.1,सु-,सु-साध्यः,सु,सु,"बहुव्रीहिः,5.2","बहुव्रीहिः,5.2",सु-
5.2,साध्यः,--,साध्य{पुं;1;एक},साध्य{पुं;1;एक},"समुच्चितः,6.2","विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,6.2#सुप्_समुच्चितः,9.1#सुप्_समुच्चितः,6.2",साध्य
6.1,कृच्छ्र-,कृच्छ्र-साध्यः,कृच्छ्र,कृच्छ्र,"तृतीया-तत्पुरुषः,6.2","तृतीया-तत्पुरुषः,6.2",कृच्छ्र-
6.2,साध्यः,--,साध्य{पुं;1;एक},साध्य{पुं;1;एक},"घटकः,4.1","विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,5.2#सुप्_समुच्चितः,9.1#कर्ता,12.1#घटकः,4.1",साध्य
7.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,6.2","सुप्_समुच्चय_द्योतकः,6.2#सम्बन्धः,6.2",और
8.1,याप्यः,याप्यः,याप्य{पुं;1;एक},याप्य{पुं;1;एक},"समुच्चितः,11.1","सुप्_समुच्चितः,9.1#समुच्चितः,11.1",याप्य
9.1,यः,यः,यद्{सर्वनाम;पुं;1;एक},यद्{सर्वनाम;पुं;1;एक},-,"विशेषणम्,8.1#विशेषणम्,6.2#विशेषणम्,5.2#कर्ता,12.1",जो
10.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,11.1","सुप्_समुच्चय_द्योतकः,9.1#सम्बन्धः,9.1#सुप्_समुच्चय_द्योतकः,1.1",और
11.1,अनुपक्रमः,अनुपक्रमः,अनुपक्रम{पुं;1;एक},अनुपक्रम{पुं;1;एक},"घटकः,4.1","घटकः,4.1",-
12.1,(भवतः),(भवतः),भव{अव्य;तसिल्}/भू1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;भ्वादिः}/भवत्{सर्वनाम;पुं;2;बहु}/भवत्{सर्वनाम;पुं;5;एक}/भवत्{सर्वनाम;पुं;6;एक}/भवत्{पुं;2;बहु}/भवत्{पुं;5;एक}/भवत्{पुं;6;एक},भू1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,1.1","षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.2",होता_है
13.1,.,.,-,-,-,-,-
