anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
1.1,निरूहः,निरूहः,निरूह{पुं;1;एक},निरूह{पुं;1;एक},"घटकः,6.2","घटकः,6.2",-
2.1,वमनं,वमनं,वमन{नपुं;1;एक(वम्1;ल्युट्;भ्वादिः)}/वमन{नपुं;2;एक(वम्1;ल्युट्;भ्वादिः)},वमन{नपुं;1;एक(वम्1;ल्युट्;भ्वादिः)},"घटकः,6.2","घटकः,6.2",उल्टी
3.1,काय-,काय-शिरः,काय,काय,"इतरेतर-द्वन्द्वः,3.2","इतरेतर-द्वन्द्वः,3.2",काय-
3.2,शिरः-,शिरः-,शिरः-,शिरः-,"षष्ठी-तत्पुरुषः,3.3","षष्ठी-तत्पुरुषः,3.3",शिर
3.3,रेकः,रेकः,रेक{पुं;1;एक},रेक{पुं;1;एक},"घटकः,6.2","घटकः,6.2",-
5.1,अस्र-,अस्र-विस्रुतिः,अस्र,अस्र,"इतरेतर-द्वन्द्वः,5.2","इतरेतर-द्वन्द्वः,5.2",अस्र-
5.2,विस्रुतिः,विस्रुतिः,विस्रुति{स्त्री;1;एक}/विस्रुति{पुं;1;एक},विस्रुति{स्त्री;1;एक},"घटकः,6.2","घटकः,6.2",विस्रुति
6.2,(शोधनं),(कर्माणि),शोधन{नपुं;1;बहु},शोधन{नपुं;1;बहु},"कर्ता,7.1","कर्ता,7.1",-
7.1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपद;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपद;अदादिः},"अभिहित_कर्ता,6.2","अभिहित_कर्ता,6.2",-
