anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"विशेषणम्,4.1","विशेषणम्,4.1#विशेषणम्,3.1#सुप्_समुच्चितः,6.2",वह
2.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",ही
3.1,कुपितः,कुपितः,कुपित{पुं;1;एक(कुप्1;क्त;दिवादिः)},कुपित{पुं;1;एक(कुप्1;क्त;दिवादिः)},"विशेषणम्,4.1","विशेषणम्,4.1#सुप्_समुच्चितः,6.2#कर्ता,10.1",क्रोधित
4.1,दोषः,दोषः,दोस्{पुं;1;बहु}/दोस्{पुं;2;बहु}/दोस्{पुं;5;एक}/दोस्{पुं;6;एक}/दोष{पुं;1;एक}/दोषस्{नपुं;1;एक}/दोषस्{नपुं;2;एक}/दोषस्{नपुं;8;एक},दोस्{पुं;5;एक},"कर्ता,10.1","सुप्_समुच्चितः,6.2#कर्म,10.1#कर्म,8.1#कर्ता,10.1#षष्ठीसम्बन्धः,6.2#हेतुः5,8.1#हेतुः5,5.2#अपादानम्,8.1",भुजा_से
5.1,समुत्थान-,समुत्थान-विशेषतः,समुत्थान,समुत्थान,"षष्ठी-तत्पुरुषः,5.2","षष्ठी-तत्पुरुषः,5.2",समुत्थान-
5.2,विशेषतः,--,विशेषतः{अव्य}/वि_शिष्3{कर्तरि{लट्;प्र;द्वि;परस्मैपदी;चुरादिः},विशेषतः{अव्य},"हेतुः,10.1","हेतुः,10.1",अधिक_होते_हैं
6.1,स्थान-,स्थान-अनन्तराणि,स्थान,स्थान,"षष्ठी-तत्पुरुषः,6.2","षष्ठी-तत्पुरुषः,6.2",स्थान-
6.2,अनन्तराणि,--,अनन्तर{नपुं;1;बहु}/अनन्तर{नपुं;2;बहु}/अनन्तर{नपुं;8;बहु},अनन्तर{नपुं;2;बहु},"कर्म,8.1","कर्म,10.1#कर्म,8.1",बाद_में
7.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,6.2","सुप्_समुच्चय_द्योतकः,6.2#सम्बन्धः,6.2",च1
8.1,प्राप्य,प्राप्य,प्र_आप्1{अव्य;ल्यप्;स्वादिः}/प्र_आङ्_आप्1{अव्य{ल्यप्;स्वादिः},प्र_आप्1{अव्य;ल्यप्;स्वादिः},"पूर्वकालः,10.1","पूर्वकालः,10.1",प्राप्त_हो_कर
9.1,विकारान्,विकारान्,विकार{पुं;2;बहु}/विकार{पुं;2;बहु(वि_कॄ1;घञ्;तुदादिः)}/विकार{पुं;2;बहु(वि_कृ3;घञ्;तनादिः)}/विकार{पुं;2;बहु(वि_कृ2;घञ्;स्वादिः)},विकार{पुं;2;बहु(वि_कॄ1;घञ्;तुदादिः)},"कर्म,10.1","विशेषणम्,11.1#कर्म,10.1",दोष
10.1,कुरुते,कुरुते,कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},"अभिहित_कर्ता,4.1","अभिहित_कर्ता,4.1",करता_है
11.1,बहून्,बहून्,बहु{पुं;2;बहु},बहु{पुं;2;बहु},"विशेषणम्,9.1","विशेषणम्,9.1",बहुतों_को
12.1,.,.,-,-,-,-,-
