anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,ततः,ततः,ततः{अव्य},ततः{अव्य},"सम्बन्धः,7.1","सम्बन्धः,10.1#सम्बन्धः,7.1#कार्य_द्योतकः,10.1#कार्य_द्योतकः,7.1",वहाँ_से
2.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,1.1","सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1",और
3.1,अनेकधा,अनेकधा,अनेकदा{अव्य},अनेकदा{अव्य},"क्रियाविशेषणम्,7.1","सुप्_समुच्चितः,1.1#क्रियाविशेषणम्,7.1",अनेकदा
4.1,प्रायः,प्रायः,प्रायः{अव्य},प्रायः{अव्य},"क्रियाविशेषणम्,7.1","सुप्_समुच्चितः,1.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,7.1",प्राय
5.1,पवनः,पवनः,पवन{पुं;1;एक},पवन{पुं;1;एक},"कर्ता,7.1","कर्ता,10.1#कर्ता,7.1",पवन
6.1,यत्,यत्,यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक},यत्{अव्य},"सम्बन्धः,7.1","विशेषणम्,8.3#नित्य_सम्बन्धः1,9.1#कर्ता,10.1#कर्ता,7.1#सम्बन्धः,10.1#सम्बन्धः,7.1",जो
7.1,प्रकुप्यति,प्रकुप्यति,प्र_कुप्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः},प्र_कुप्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः},"अभिहित_कर्ता,5.1",-,क्रोध_करता_है
8.1,अन्न-,अन्न-पान-औषधम्,अन्न,अन्न,"इतरेतर-द्वन्द्वः,8.3","इतरेतर-द्वन्द्वः,8.3",अन्न-
8.2,पान-,--,पान(पा1;ल्युट्;भ्वादिः)}/पान(पा2{ल्युट्;अदादिः),पान(पा1;ल्युट्;भ्वादिः),"इतरेतर-द्वन्द्वः,8.3","इतरेतर-द्वन्द्वः,8.3",-
8.3,औषधम्,--,औषध{पुं;2;एक}/औषध{नपुं;1;एक}/औषध{नपुं;2;एक},औषध{नपुं;2;एक},"कर्ता,10.1","विशेषणम्,6.1#कर्ता,10.1#कर्ता,7.1",औषधि
9.1,तस्य,तस्य,तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक},तद्{सर्वनाम;नपुं;6;एक},"षष्ठीसम्बन्धः,8.3","षष्ठीसम्बन्धः,8.3#षष्ठीसम्बन्धः,5.1",उसकी
10.1,युञ्जीत,युञ्जीत,युज्2{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;रुधादिः},युज्2{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;रुधादिः},"अभिहित_कर्ता,8.3",-,जुडे
11.1,अतः,अतः,अतः{अव्य},अतः{अव्य},"सम्बन्धः,10.1","सम्बन्धः,10.1",अतः
12.1,अनुलोमनम्,अनुलोमनम्,अनुलोमन{नपुं;2;एक},अनुलोमन{नपुं;2;एक},"विशेषणम्,8.3","विशेषणम्,8.3",-
13.1,.,.,-,-,-,-,-
