anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,मधुरः,मधुरः,मधुर{पुं;1;एक},मधुर{पुं;1;एक},"विशेषणम्,2.1","विशेषणम्,2.1#कर्ता,4.1",मधुर
2.1,रसः,रसः,रस{पुं;1;एक},रस{पुं;1;एक},"कर्ता,4.1","कर्ता,4.1",रस
3.1,आ-,आ-जन्म--,आ,आ,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2",आ-
3.2,जन्म-,--,जन्म}/जन्मन्,जन्म,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2",जन्म-
3.3,सात्म्यात्,--,"सात्म्या{नपुं,5;एक}","सात्म्या{नपुं,5;एक}","हेतुः,4.1","हेतुः,4.1#षष्ठी-तत्पुरुषः,3.2",-
4.1,कुरुते,कुरुते,कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},"अभिहित_कर्ता,2.1;सकर्मक",-,करता_है
5.1,धातूनाम्,धातूनाम्,धातु{पुं;6;बहु},धातु{पुं;6;बहु},"षष्ठीसम्बन्धः,7.1","षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,2.1",धातुओं_के
6.1,प्रबलम्,प्रबलम्,प्रबल{पुं;2;एक}/प्रबल{नपुं;1;एक}/प्रबल{नपुं;2;एक},प्रबल{पुं;2;एक},"विधेय-विशेषणम्,4.1","कर्म,4.1#कर्ता,4.1#विधेय-विशेषणम्,4.1",प्रबल_को
7.1,बलम्,बलम्,बल{नपुं;1;एक}/बल{नपुं;2;एक},बल{नपुं;1;एक},"कर्म,4.1","कर्म,4.1#कर्ता,4.1",बल
8.1,.,.,-,-,-,-,-
