anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,यथा,यथा,यथा{अव्य},यथा{अव्य},"सम्बन्धः,9.1","सम्बन्धः,9.1#क्रियाविशेषणम्,9.1",जैसे
2.1,पक्षी,पक्षी,पक्षिन्{पुं;1;एक},पक्षिन्{पुं;1;एक},"कर्ता,3.1","सुप्_समुच्चितः,5.1#कर्ता,3.1",पक्षि
3.1,परिपतन्,परिपतन्,परिपतत्{पुं;1;एक(परि_पद्1;शतृ_लट्;दिवादिः)}/परिपतत्{पुं;1;एक(परि_पत्1;शतृ_लट्;भ्वादिः)},परिपतत्{पुं;1;एक(परि_पद्1;शतृ_लट्;दिवादिः)},"वर्तमानसमानकालः,9.1","वर्तमानसमानकालः,9.1#सुप्_समुच्चितः,5.1#कर्ता,9.1",निकलता_हुआ
4.1,सर्वतः,सर्वतः,सर्वतः{अव्य},सर्वतः{अव्य},"क्रियाविशेषणम्,9.1","देशाधिकरणम्_उप,9.1#क्रियाविशेषणम्,9.1",प्रत्येक_दिशा_से
5.1,सर्वम्,सर्वम्,सर्व{सर्वनाम;पुं;2;एक}/सर्व{सर्वनाम;नपुं;1;एक}/सर्व{सर्वनाम;नपुं;2;एक},सर्व{सर्वनाम;नपुं;1;एक},"विशेषणम्,7.1","विशेषणम्,7.1#कर्म,9.1#कर्ता,9.1",सब
6.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"समुच्चय_द्योतकः,5.1","सुप्_समुच्चय_द्योतकः,5.1#सम्बन्धः,5.1",भी
7.1,अहः,अहः,अहन्{नपुं;1;एक}/अहन्{नपुं;2;एक}/अहन्{नपुं;8;एक},अहन्{नपुं;1;एक},"कालाधिकरणम्,9.1","कालाधिकरणम्,9.1",दिन
8.1,छायाम्,छायाम्,छाया{स्त्री;2;एक},छाया{स्त्री;2;एक},"कर्म,9.1","कर्म,9.1",छाया_को
9.1,एति,एति,इ1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},इ1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,7.1;सकर्मक","अभिहित_कर्ता,7.1;सकर्मक",जाता_है
10.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,9.1","प्रतिषेधः,9.1",नहीं
11.1,आत्मीयाम्,आत्मीयाम्,आत्मीया{स्त्री;2;एक},आत्मीया{स्त्री;2;एक},"विशेषणम्,8.1","विशेषणम्,8.1",अपनी_को
12.1,.,.,-,-,-,-,-
