anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,द्रव्यम्,द्रव्यम्,द्रव्य{नपुं;1;एक}/द्रव्य{नपुं;2;एक}/द्रव्य{पुं;2;एक},द्रव्य{नपुं;1;एक},"कर्ता,5.1","कर्ता_बे_वेर्ब्स्,5.1",द्रव्य
2.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",ही
3.1,रस-,रस-आदि,रस,रस,"बहुन्रीहिः,3.2","त_पु_6,3.2#बहुन्रीहिः,3.2",रस-
3.2,आदीनाम्,--,आदि{पुं;6;बहु}/आदि{नपुं;6;बहु}/आदि{स्त्री;6;बहु},आदि{नपुं;6;बहु},"निर्धारणम्,4.1","षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,1.1#निर्धारणम्,4.1",आदियों_में
4.1,श्रेष्ठम्,श्रेष्ठम्,श्रेष्ठ{पुं;2;एक}/श्रेष्ठ{नपुं;1;एक}/श्रेष्ठ{नपुं;2;एक},श्रेष्ठ{नपुं;1;एक},"विधेय_विशेषणम्,1.1","विशेषणम्,1.1#विधेय_विशेषणम्,1.1",श्रेष्ठ
4.2,पवन-,--,पवन(पू1;ल्युट्;भ्वादिः)}/पवन(पू2{ल्युट्;क्र्यादिः),पवन(पू1;ल्युट्;भ्वादिः),"द्वन्द्वः,4.3","त_पु_6,4.3#द्वन्द्वः,4.3",-
4.3,नभसाम्,--,नभस्{नपुं;6;बहु}/नभस्{पुं;6;बहु}/नभसा{स्त्री;2;एक},नभस्{नपुं;6;बहु},"षष्ठीसम्बन्धः,3.1","कर्ता,8.1#कर्म,8.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.2#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.2",आकाश_का
5.1,भवति,भवति,भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,1.1",-,होता_है
6.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},तद्{सर्वनाम;पुं;1;बहु},"प्रयोजनम्,5.1","प्रयोजनम्1,5.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.2#षष्ठीसम्बन्धः,1.1#विशेषणम्,8.2",तुम्हारे_लिये
7.1,हि,हि,हि{अव्य},हि{अव्य},"सम्बन्धः,5.1","सम्बन्धः,5.1",हि
8.1,तत्-,तत्-आश्रय,तत्,तत्,"बहुन्रीहिः,8.2","त_पु_6,8.2",तत्-
8.2,आश्रयाः,--,आश्रय{पुं;1;बहु}/आश्रय{पुं;8;बहु}/आश्रया{स्त्री;8;बहु}/आश्रया{स्त्री;1;बहु}/आश्रया{स्त्री;2;बहु},आश्रय{पुं;1;बहु},"विशेषणम्,6.1","विशेषणम्,6.1",आश्रय
9.1,भवन्ति,-,भू{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः},भू{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,6.1","अभिहित_कर्ता,6.1",-
10.1,.,.,-,-,-,-,-
