anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,अति-,अति-कार्श्यम्,अति,अति,"अव्ययीभावः,1.2","अव्ययीभावः,1.2",अति-
1.2,कार्श्यम्,--,कार्श्य{नपुं;1;एक}/कार्श्य{नपुं;2;एक}/कार्श्य{पुं;2;एक},कार्श्य{नपुं;1;एक},"समुच्चितः,5.1","विशेषणम्,4.2#कर्ता,6.1#समुच्चितः,5.1",दुर्बलता
2.1,भ्रमः,भ्रमः,भ्रम{पुं;1;एक(भ्रम्1;घञ्;भ्वादिः)}/भ्रम{पुं;1;एक(भ्रम्2;घञ्;दिवादिः)},भ्रम{पुं;1;एक(भ्रम्1;घञ्;भ्वादिः)},"समुच्चितः,5.1","विशेषणम्,5.1#विशेषणम्,4.2#विशेषणम्,3.1#कर्ता,6.1#समुच्चितः,5.1",घूमना
3.1,कासः,कासः,कास{पुं;1;एक},कास{पुं;1;एक},"समुच्चितः,5.1","कर्ता,6.1#समुच्चितः,5.1",खाँसी
4.1,तृष्ण-,तृष्ण-आधिक्यम्,तृष्ण,तृष्ण,"षष्ठी-तत्पुरुषः,4.2","षष्ठी-तत्पुरुषः,4.2",तृष्ण-
4.2,आधिक्यम्,--,आधिक्य{नपुं;1;एक}/आधिक्य{नपुं;2;एक}/आधिक्य{पुं;2;एक},आधिक्य{नपुं;1;एक},"समुच्चितः,5.1","समुच्चितः,5.1",आधिक्य
5.1,अरोचकः,अरोचकः,अरोचक{पुं;1;एक},अरोचक{पुं;1;एक},"कर्ता,6.1","कर्ता,6.1",अरुचिकर
6.1,(जायते),(जायते),जन्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः},जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः},"अभिहित_कर्ता,5.1","अभिहित_कर्ता,5.1",उत्पन्न_होता_है
7.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,5.1","समुच्चय_द्योतकः,5.1",-
