anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,मूत्र-,मूत्र-वृद्धि-क्षय-उत्थान्,मूत्र,मूत्र,"षष्ठी-तत्पुरुषः,1.2","षष्ठी-तत्पुरुषः,1.2",मूत्र-
1.2,वृद्धि-,--,वृद्धि,वृद्धि,"इतरेतर-द्वन्द्वः,1.3","इतरेतर-द्वन्द्वः,1.3",वृद्धि-
1.3,क्षय-,--,क्षय,क्षय,"उपपद-तत्पुरुषः,1.4","उपपद-तत्पुरुषः,1.4",क्षय-
1.4,उत्थान्,--,उत्थ{पुं;2;बहु},उत्थ{पुं;2;बहु},"कर्म,4.1","कर्म,4.1",से_पैदा_या_उत्पन्न_को
2.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,1.4","सम्बन्धः,1.4",और
3.1,मेह-,मेह-कृच्छ्र-चिकित्सया,मेह,मेह,"इतरेतर-द्वन्द्वः,3.2","इतरेतर-द्वन्द्वः,3.2",मेह-
3.2,कृच्छ्र-,--,कृच्छ्र,कृच्छ्र,"षष्ठी-तत्पुरुषः,3.3","षष्ठी-तत्पुरुषः,3.3",कृच्छ्र-
3.3,चिकित्सया,--,चिकित्सा{स्त्री;3;एक},चिकित्सा{स्त्री;3;एक},"करणम्,4.1","करणम्,4.1",चिकित्सा_से
4.1,(उपक्रमेत),(उपक्रमेत),उप-क्रम्{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः},उप-क्रम्{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः},-,-,-
5.1,.,.,-,-,-,-,-
