anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,कटुः,कटुः,कटु{पुं;1;एक}/कटु{स्त्री;1;एक},कटु{पुं;1;एक},"कर्ता,7.1","विधेय_विशेषणम्,3.2#सुप्_समुच्चितः,5.2#कर्ता_बे_वेर्ब्स्,7.1#विशेषणम्,5.2#विशेषणम्,4.2",कडवा
2.1,गल-,गल-आमय--उदर्द-कुष्ठ-अलसक--,गल,गल,"षष्ठी-तत्पुरुषः,2.2","षष्ठी-तत्पुरुषः,2.2",गल-
2.2,आमय-,--,आमय,आमय,"इतरेतर-द्वन्द्वः,2.3","त_पु_6,2.5#इतरेतर-द्वन्द्वः,2.3",आमय-
2.3,उदर्द-,--,-उदर्द,-उदर्द,"इतरेतर-द्वन्द्वः,2.4","त_पु_6,2.5#इतरेतर-द्वन्द्वः,2.4",उदर्द-
2.4,कुष्ठ-,--,कुष्ठ,कुष्ठ,"इतरेतर-द्वन्द्वः,2.5","त_पु_6,2.5#इतरेतर-द्वन्द्वः,2.5",कुष्ठ-
2.5,अलसक-,--,अलसक,अलसक,"इतरेतर-द्वन्द्वः,2.6","-#इतरेतर-द्वन्द्वः,2.6",अलसक-
2.6,शोफजित्,--,शोफजित्{पुं;1;एक},शोफजित्{पुं;1;एक},"समुच्चितः,5.2","समुच्चितः,5.2",-
3.1,व्रण-,व्रण-अवसादन,व्रण,व्रण,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2",व्रण-
3.2,अवसादनः,--,अवसादन{पुं;1;एक},अवसादन{पुं;1;एक},"समुच्चितः,5.2","विधेय_विशेषणम्,1.1#विशेषणम्,5.2#विशेषणम्,4.2#सुप्_समुच्चितः,5.2#कर्ता_बे_वेर्ब्स्,7.1",अवसादन
4.1,स्नेह-,स्नेह-मेद,स्नेह}/स्नेहन्,स्नेह,"इतरेतर-द्वन्द्वः,4.2","त_पु_6,4.2#इतरेतर-द्वन्द्वः,4.2",स्नेह-
4.2,मेदः,--,मेद{पुं;1;एक}/मेदस्{नपुं;1;एक}/मेदस्{नपुं;2;एक}/मेदस्{नपुं;8;एक}/मेदस्{पुं;8;एक},मेद{पुं;1;एक},"समुच्चितः,5.2","विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,5.2#कर्ता_बे_वेर्ब्स्,7.1#विशेषणम्,5.2",वसा
5.1,क्लेद-,क्लेद-उपशोषण,क्लेद,क्लेद,"षष्ठी-तत्पुरुषः,5.2","षष्ठी-तत्पुरुषः,5.2",क्लेद-
5.2,उपशोषणः,--,उपशोषण{पुं;1;एक},उपशोषण{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,7.1",उपशोषण
6.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,5.2","सुप्_समुच्चय_द्योतकः,5.2#सम्बन्धः,5.2",और
7.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,1.1","अभिहित_कर्ता,1.1",होती_है
8.1,.,.,-,-,-,-,-
