anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,इति,इति,इति{अव्य},इति{अव्य},"वाक्यकर्म_द्योतकः,5.1","कर्म,13.1#कर्म,5.1#वाक्यकर्म_द्योतकः,5.1",ऐसा
2.1,अशेषाम्,अशेषाम्,अशेषा{स्त्री;2;एक},अशेषा{स्त्री;2;एक},"विशेषणम्,6.2","विशेषणम्,6.2",-
3.1,अयव्यापि,अयव्यापि,अयव्यापि{नपुं;2;एक},अयव्यापि{नपुं;2;एक},"विशेषणम्,6.2","विशेषणम्,6.2",-
4.1,यद्,यद्,यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}/यत्{नपुं;1;एक}/यत्{नपुं;2;एक},यद्{सर्वनाम;नपुं;1;एक},"विशेषणम्,6.2;नित्यसम्बन्धः,9.1","विशेषणम्,6.2;नित्यसम्बन्धः,9.1",जो
5.1,उक्तम्,उक्तम्,उक्त{पुं;2;एक(वच्1;क्त;अदादिः)}/उक्त{नपुं;1;एक(वच्1;क्त;अदादिः)}/उक्त{नपुं;2;एक(वच्1;क्त;अदादिः)},उक्त{नपुं;1;एक(वच्1;क्त;अदादिः)},-,-,कहा_हुवे_को
6.1,दोष-,दोष-,दोष-,दोष-,"षष्ठी-तत्पुरुषः,6.2","षष्ठी-तत्पुरुषः,6.2",-
6.2,लक्षणम्,-,लक्षण{नपुं;1;एक},लक्षण{नपुं;1;एक},"कर्म,5.1","कर्म,5.1",-
7.1,दर्शन-,दर्शन-,दर्शन-,दर्शन-,"बहुव्रीहिः,7.2","बहुव्रीहिः,7.2",-
7.2,आद्यैः,-,आद्य{नपुं;3;बहु},आद्य{नपुं;3;बहु},"करणम्,8.1","करणम्,8.1",-
8.1,अवहितः,अवहितः,अवहित{पुं;1;एक(अव_धा1;क्त;जुहोत्यादिः)},अवहित{पुं;1;एक(अव_धा1;क्त;जुहोत्यादिः)},"कर्ता,11.1","विशेषणम्,13.1#विशेषणम्,12.4#कर्ता,11.1",ध्यान_दिया_हुआ
9.1,तत्,तत्,तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक},तद्{सर्वनाम;नपुं;2;एक},"कर्म,11.1","कर्म,11.1#कर्ता,11.1",वह
10.1,सम्यक्,सम्यक्,सम्यक्{अव्य},सम्यक्{अव्य},"क्रियाविशेषणम्,11.1","क्रियाविशेषणम्,14.1#क्रियाविशेषणम्,11.1",ठीक
11.1,उपलक्षयेत्,उपलक्षयेत्,उप_लक्ष्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}/उप_लक्ष्1{कर्तरि{विधिलिङ्;प्र;एक;आत्मनेपदी;चुरादिः}/उप_लक्ष्2{कर्तरि{विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}/उप_लक्ष्2{कर्तरि{विधिलिङ्;प्र;एक;आत्मनेपदी;चुरादिः},उप_लक्ष्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः},"अभिहित_कर्ता,8.1","अभिहित_कर्ता,8.1",बोध_करे
12.1,व्याधि-,व्याधि-अवस्था-विभाग-ज्ञः,व्याधि,व्याधि,"षष्ठी-तत्पुरुषः,12.2","षष्ठी-तत्पुरुषः,12.2",व्याधि-
12.2,अवस्था-,--,-अवस्था,-अवस्था,"षष्ठी-तत्पुरुषः,12.3","षष्ठी-तत्पुरुषः,12.3",अवस्था-
12.3,विभाग-,--,विभाग(वि_भज्1;घञ्;भ्वादिः),विभाग(वि_भज्1;घञ्;भ्वादिः),"उपपद-तत्पुरुषः,12.4","उपपद-तत्पुरुषः,12.4",-
12.4,ज्ञः,--,ज्ञ{पुं;1;एक},ज्ञ{पुं;1;एक},"कर्ता,13.1","कर्ता,13.1",ज्ञ
13.1,पश्यन्,पश्यन्,पश्यत्{पुं;1;एक(दृश्1;शतृ_लट्;भ्वादिः)},पश्यत्{पुं;1;एक(दृश्1;शतृ_लट्;भ्वादिः)},"वर्तमानसमानकालः,11.1","वर्तमानसमानकालः,11.1",देखता_हुआ
14.1,आर्तान्,आर्तान्,आर्त{पुं;2;बहु(आङ्_ऋ2;क्त;जुहोत्यादिः)},आर्त{पुं;2;बहु(आङ्_ऋ2;क्त;जुहोत्यादिः)},"कर्म,13.1","कर्म,13.1",पीडितों_को
15.1,प्रति-,प्रति-,प्रति-,प्रति-,"अव्ययीभावः,15.2","अव्ययीभावः,15.2",-
15.2,क्षणम्,-,क्षण{नपुं;1;एक},क्षण{नपुं;1;एक},"कालाधिकरणम्,11.1","कालाधिकरणम्,11.1",-
16.1,.,.,-,-,-,-,-
