anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,अधः,अधः,अधः{अव्य},अधः{अव्य},"देशाधिकरणम्,4.1","देशाधिकरणम्_उप,16.1#देशाधिकरणम्_उप,13.1#देशाधिकरणम्_उप,10.2#देशाधिकरणम्_उप,8.1#देशाधिकरणम्_उप,4.1#देशाधिकरणम्,16.1#देशाधिकरणम्,13.1#देशाधिकरणम्,8.1#देशाधिकरणम्,4.1#कर्ता_उप,13.1#कर्ता_उप,8.1#कर्ता_उप,4.1#अपादानम्_उप,10.2",नीचे
2.1,द्वे,द्वे,द्वि{संख्येयम्;नपुं;1;द्वि}/द्वि{संख्येयम्;नपुं;2;द्वि}/द्वि{संख्येयम्;स्त्री;1;द्वि}/द्वि{संख्येयम्;स्त्री;2;द्वि}/द्वि{संख्या;नपुं;1;द्वि}/द्वि{संख्या;नपुं;2;द्वि},द्वि{संख्येयम्;नपुं;1;द्वि},"विशेषणम्,3.1","सुप्_समुच्चितः,10.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,4.1#विशेषणम्,3.1",दो
3.1,(मलायने),मलायने,मलायन{नपुं;1;द्वि}/मलायन{नपुं;2;द्वि},मलायन{नपुं;1;द्वि},"कर्ता,4.1","कर्ता,4.1",-
4.1,(स्तः),स्तः,अस्2{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}/स्तृ{पुं;8;एक},अस्2{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः},-,"समुच्चितः,16.1#समुच्चितः,13.1#समुच्चितः,8.1",हैं
5.1,सप्त,सप्त,सप्तन्{संख्येयम्;1;बहु}/सप्तन्{संख्येयम्;2;बहु},सप्तन्{संख्येयम्;1;बहु},"विशेषणम्,7.1","विशेषणम्,15.1#विशेषणम्,13.1#विशेषणम्,12.1#विशेषणम्,10.2#विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,7.1#सुप्_समुच्चितः,10.2#मुख्यकर्म,10.2#गौणकर्म,10.2#विधेय_विशेषणम्,1.1#विशेषणम्,14.1#कर्ता_बे_वेर्ब्स्,8.1",सात
6.1,शिरसि,शिरसि,शिरस्{नपुं;7;एक},शिरस्{नपुं;7;एक},"अधिकरणम्,8.1","अधिकरणम्,16.1#अधिकरणम्,13.1#अधिकरणम्,10.2#अधिकरणम्,8.1#अधिकरणम्,4.1",शिर_में
7.1,(मलायनानि),मलायनानि,मलायन{नपुं;1;बहु}/मलायन{नपुं;2;बहु},मलायन{नपुं;1;बहु},"कर्ता,8.1","सुप्_समुच्चितः,10.2#मुख्यकर्म,10.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,13.1#कर्ता_बे_वेर्ब्स्,8.1",मलायन
8.1,(सन्ति),सन्ति,अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}/सत्{नपुं;8;बहु}/सत्{नपुं;1;बहु(अस्2;शतृ_लट्;अदादिः)}/सत्{नपुं;2;बहु(अस्2;शतृ_लट्;अदादिः)},अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः},-,"विशेषणम्,15.1#विशेषणम्,12.1#विशेषणम्,10.2#विशेषणम्,9.1#विशेषणम्,7.1#विशेषणम्,5.1#सुप्_समुच्चितः,10.2#मुख्यकर्म,10.2#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,1.1#वर्तमानसमानकालः,16.1#वर्तमानसमानकालः,13.1#कर्ता_बे_वेर्ब्स्,13.1#समुच्चितः,16.1#समुच्चितः,13.1#समुच्चितः,4.1",हैं
9.1,खानि,खानि,ख{नपुं;1;बहु}/ख{नपुं;2;बहु}/ख{नपुं;8;बहु},ख{नपुं;1;बहु},"विशेषणम्,12.1","सुप्_समुच्चितः,10.2#प्रयोज्यकर्ता,16.1#मुख्यकर्म,10.2#विधेय_विशेषणम्,8.1#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,1.1#प्रयोजककर्ता,16.1#कर्ता_बे_वेर्ब्स्,13.1#कर्ता_बे_वेर्ब्स्,8.1",ख
10.1,स्वेद-,स्वेद-वहानि,स्वेद,स्वेद,"उपपद-तत्पुरुषः,10.2","उपपद-तत्पुरुषः,10.2",स्वेद-
