anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,4.1","सुप्_समुच्चितः,6.1#सम्बन्धः,4.1",तो
3.1,बस्ति-,बस्ति-निस्तोदं,बस्ति,बस्ति,"षष्ठी-तत्पुरुषः,3.2","षष्ठी-तत्पुरुषः,3.2",बस्ति-
3.2,निस्तोदं,--,निस्तोद{पुं;2;एक(निस्_तुद्1;घञ्;तुदादिः)}/निस्तोद{नपुं;1;एक}/निस्तोद{नपुं;2;एक},निस्तोद{पुं;2;एक(निस्_तुद्1;घञ्;तुदादिः)},"कर्म,4.1","कर्म,10.1#कर्म,4.1#कर्ता,10.1#कर्ता,4.1",-
4.1,(कुर्यात्),(कुर्यात्),कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},"समुच्चितः,10.1","समुच्चितः,10.1",करे
5.1,(तथा),(तथा),तथा{अव्य},तथा{अव्य},"समुच्चय_द्योतकः,10.1","सुप्_समुच्चितः,6.1#समुच्चय_द्योतकः,10.1#क्रियाविशेषणम्,10.1",और
6.1,कृते,कृते,कृत{नपुं;7;एक},कृत{नपुं;7;एक},"भावलक्षणसप्तमी,10.1","भावलक्षणसप्तमी,10.1",के_लिए
7.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,6.1","सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1",भी
8.1,(मूत्रे),(मूत्रे),मूत्र{नपुं;1;द्वि}/मूत्र{नपुं;2;द्वि}/मूत्र{नपुं;8;द्वि}/मूत्र{नपुं;7;एक},मूत्र{नपुं;7;एक},"विशेषणम्,6.1","अधिकरणम्,10.1#कर्म,10.1#विशेषणम्,10.1#विशेषणम्,6.1",मूत्र
9.1,अ-,अकृतसंज्ञताम्,अ-,अ-,"नञ-तत्पुरुषः,9.2","नञ-तत्पुरुषः,9.2",-
9.2,कृत-,-,कृत-,कृत-,"तृतीया-तत्पुरुषः,9.3","तृतीया-तत्पुरुषः,9.3",-
9.3,संज्ञाताम्,-,अकृतसंज्ञता{स्त्री;2;एक},अकृतसंज्ञता{स्त्री;2;एक},"कर्म,10.1","कर्म,10.1",-
10.1,(कुर्यात्),(कुर्यात्),कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः},-,-,-
