anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,तेषाम्,तेषाम्,तद्{सर्वनाम;पुं;6;बहु}/तद्{सर्वनाम;नपुं;6;बहु},तद्{सर्वनाम;पुं;6;बहु},"षष्ठीसम्बन्धः,2.1","षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.1",उनके
2.1,कोपे,कोपे,कोप{पुं;7;एक},कोप{पुं;7;एक},"अधिकरणम्,5.1","अधिकरणम्,5.1",क्रोध_में
3.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,2.1","सम्बन्धः,2.1",तो
4.1,कारणम्,कारणम्,कारण{नपुं;1;एक}/कारण{नपुं;2;एक},कारण{नपुं;1;एक},"कर्ता,5.1","सुप्_समुच्चितः,10.1#कर्ता_बे_वेर्ब्स्,5.1",कारण
5.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,4.1","अभिहित_कर्ता,4.1",होता_है
6.1,अर्थैः,अर्थैः,अर्थ{पुं;3;बहु}/अर्थ{नपुं;3;बहु},अर्थ{पुं;3;बहु},"समुच्चितः,7.1","समुच्चितः,7.1",अर्थों_से
7.1,असाम्यैः,असाम्यैः,असाम्य{पुं;3;बहु}/असाम्य{नपुं;3;बहु},असाम्य{नपुं;3;बहु},"हेतुः,8.1","हेतुः,8.1",-
8.1,संयोगः,संयोगः,संयोग{पुं;1;एक},संयोग{पुं;1;एक},"घटकः,4.1","घटकः,4.1",मिलान
9.1,कालः,कालः,काल{पुं;1;एक},काल{पुं;1;एक},"घटकः,4.1","घटकः,4.1",समय
10.1,कर्म,कर्म,कर्मन्{नपुं;1;एक}/कर्मन्{नपुं;2;एक},कर्मन्{नपुं;1;एक},"घटकः,4.1","घटकः,4.1",कर्म
11.1,च,च,च{अव्य},च{अव्य},"घटक_द्योतकः,4.1","घटक_द्योतकः,4.1#सम्बन्धः,10.1",च2
12.1,दुष्कृतम्,दुष्कृतम्,दुष्कृत्{पुं;2;एक}/दुष्कृत{पुं;2;एक}/दुष्कृत{नपुं;1;एक}/दुष्कृत{नपुं;2;एक},दुष्कृत{नपुं;1;एक},"विशेषणम्,10.1","विशेषणम्,10.1",दुष्कृत
13.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,7.1","समुच्चय_द्योतकः,7.1",-
