anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,नित्यम्,नित्यम्,नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक},नित्य{नपुं;2;एक},"क्रियाविशेषणम्,13.1","क्रियाविशेषणम्,16.1#क्रियाविशेषणम्,13.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,2.3#कर्म,6.1#कर्म,2.1#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.4#कर्ता,6.1",नित्य_को
2.1,हित-,हित-आहार-विहार-सेवी,हित(धा1;क्त;जुहोत्यादिः)}/हित(हि1{क्त;स्वादिः),हित(धा1;क्त;जुहोत्यादिः),"कर्मधारयः,2.3","कर्मधारयः,2.3",-
2.2,आहार-,--,आहार,आहार,"इतरेतर-द्वन्द्वः,2.3","इतरेतर-द्वन्द्वः,2.3",आहार-
2.3,विहार-,--,विहार(वि_हृ1;घञ्;भ्वादिः),विहार(वि_हृ1;घञ्;भ्वादिः),"उपपद-तत्पुरुषः,2.4","उपपद-तत्पुरुषः,2.4",-
2.4,सेवी,--,सेविन्{पुं;1;एक}/सेवि{पुं;8;द्वि}/सेवि{पुं;1;द्वि}/सेवि{पुं;2;द्वि},सेविन्{पुं;1;एक},"समुच्चितः,10.2","विशेषणम्,3.2#कर्म,6.1#विधेय_विशेषणम्,1.1#विशेषणम्,15.2#विशेषणम्,14.1#विशेषणम्,12.1#विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,6.1#विशेषणम्,5.1#कर्ता,6.1#सुप्_समुच्चितः,10.2",सेवक
3.1,समीक्ष्य-,समीक्ष्य-कारी,समीक्ष्य,समीक्ष्य,"उपपद-तत्पुरुषः,3.2","उपपद-तत्पुरुषः,3.2",समीक्ष्य-
3.2,कारी,--,कारि{पुं;1;द्वि}/कारि{पुं;2;द्वि}/कारि{स्त्री;1;द्वि}/कारि{स्त्री;2;द्वि}/कारी{स्त्री;1;एक}/कारि{पुं;8;द्वि}/कारि{स्त्री;8;द्वि},कारि{पुं;1;द्वि},"समुच्चितः,10.2","विशेषणम्,2.4#विधेय_विशेषणम्,2.4#विधेय_विशेषणम्,1.1#विशेषणम्,6.1#कर्ता,6.1#कर्म,6.1#कर्म,10.1#कर्म,2.1#सुप्_समुच्चितः,10.2",कलाकार
4.1,विषयेषु,विषयेषु,विषय{पुं;7;बहु},विषय{पुं;7;बहु},"अधिकरणम्,5.1","विषयाधिकरणम्,7.1#निर्धारणम्,6.1#अधिकरणम्,16.1#अधिकरणम्,13.1#अधिकरणम्,10.1#अधिकरणम्,6.1#अधिकरणम्,2.3#अधिकरणम्,5.1",विषयों_में
5.1,असक्तः,असक्तः,असक्त{पुं;1;एक},असक्त{पुं;1;एक},"समुच्चितः,10.2","कर्ता,6.1#कर्म,6.1#सुप्_समुच्चितः,10.2",असक्त
6.1,दाता,दाता,दा1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/दा1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/दा2{कर्तरि;लुट्;प्र;एक;परस्मैपदी;अदादिः}/दा2{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;अदादिः}/दा3{कर्तरि;लुट्;प्र;एक;परस्मैपदी;जुहोत्यादिः}/दा3{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}/दा3{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}/दात्{पुं;3;एक(दा2;शतृ_लट्;अदादिः)}/दात्{नपुं;3;एक(दा2;शतृ_लट्;अदादिः)}/दातृ{पुं;1;एक(दा1;तृच्;भ्वादिः)}/दातृ{पुं;1;एक(दा2;तृच्;अदादिः)}/दाता{स्त्री;1;एक(दा2;क्त;अदादिः)}/दातृ{पुं;1;एक(दा3;तृच्;जुहोत्यादिः)},दातृ{पुं;1;एक(दा3;तृच्;जुहोत्यादिः)},"समुच्चितः,10.2","विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.4#विधेय_विशेषणम्,1.1#विशेषणम्,15.2#विशेषणम्,14.1#विशेषणम्,12.1#विशेषणम्,8.2#कर्ता_बे_वेर्ब्स्,13.1#कर्ता,10.1#कर्ता,2.1#करणम्,16.1#करणम्,13.1#करणम्,10.1#करणम्,2.3#हेतुः,16.1#हेतुः,13.1#हेतुः,10.1#हेतुः,2.3#सुप्_समुच्चितः,10.2",देगा
