anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
2.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,3.1","सम्बन्धः,1.1#सम्बन्धः,2.1#सम्बन्धः,3.1",भी
3.1,चेष्टिते,चेष्टिते,चेष्टित{पुं;7;एक(चेष्ट्1;क्त;भ्वादिः)}/चेष्टित{नपुं;7;एक(चेष्ट्1;क्त;भ्वादिः)},चेष्टित{पुं;7;एक(चेष्ट्1;क्त;भ्वादिः)},"भावलक्षणसप्तमी,6.1","भावलक्षणसप्तमी,6.1",हिला_डुले_में
4.1,श्वासं,श्वासं,श्वास{पुं;2;एक},श्वास{पुं;2;एक},"कर्म,6.1","कर्म,6.1",श्वास_को
5.1,स्फिक्-,स्फिक्स्तनोदरलम्बनम्,स्फिक्,स्फिक्,"षष्ठी-तत्पुरुषः,5.3","षष्ठी-तत्पुरुषः,5.3",-
5.2,स्तन-,-,स्तन-,स्तन-,"इतरेतर-द्वन्द्वः,5.3","इतरेतर-द्वन्द्वः,5.3",-
5.3,उदर-,-,उदर-,उदर-,"षष्ठी-तत्पुरुषः,5.4","षष्ठी-तत्पुरुषः,5.4",-
5.4,लम्बनम्,-,स्फिक्स्तनोदरलम्बन{नपुं;2;एक},स्फिक्स्तनोदरलम्बन{नपुं;2;एक},"समुच्चितः,4.1","समुच्चितः,4.1",-
6.1,(कुरुते),(कुरुते),कृ{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},कृ{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः},"अभिहित_कर्ता,5.4","अभिहित_कर्ता,5.4",-
7.1,(तथा),(तथा),तथा{अव्य},तथा{अव्य},"क्रियाविशेषणम्,6.1","क्रियाविशेषणम्,6.1",-
8.1,(श्रमम्),(श्रमम्),श्रम{पुं;2;एक},श्रम{पुं;2;एक},"समुच्चितः,4.1","समुच्चितः,4.1",-
9.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.1","समुच्चय_द्योतकः,4.1",-
