anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,इति,इति,इति{अव्य},इति{अव्य},"सम्बन्धः,2.2","सम्बन्धः,2.2",ऐसा
2.1,काल-,काल-स्वभावः,काल,काल,"षष्ठी-तत्पुरुषः,2.2","षष्ठी-तत्पुरुषः,2.2",काल-
2.2,स्वभावः,--,स्वभाव{पुं;1;एक},स्वभाव{पुं;1;एक},"कर्ता,6.1","कर्ता,6.1",स्वभाव
3.1,अयम्,अयम्,इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक},इदम्{सर्वनाम;पुं;1;एक},"विशेषणम्,2.2","विशेषणम्,2.2",यह
4.1,आहारादि-,आहारादि-वशात्,आहारादि,आहारादि,"षष्ठी-तत्पुरुषः,4.2","षष्ठी-तत्पुरुषः,4.2",आहारादि-
4.2,वशात्,--,वश{पुं;5;एक}/वश{नपुं;5;एक},वश{पुं;5;एक},"हेतुः,6.1","हेतुः5,8.1#हेतुः,6.1#अपादानम्,8.1",वश_से
5.1,पुनः,पुनः,पुनः{अव्य},पुनः{अव्य},"क्रियाविशेषणम्,6.1","सुप्_समुच्चितः,9.1#क्रियाविशेषणम्,8.1#क्रियाविशेषणम्,6.1",फिर
6.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,2.2","अभिहित_कर्ता,2.2",होता_है
7.1,चयादीन्,चयादीन्,-,-,"कर्म,8.1","कर्म,8.1",-
8.1,यान्ति,यान्ति,या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}/यात्{नपुं;1;बहु(या1;शतृ_लट्;अदादिः)}/यात्{नपुं;2;बहु(या1;शतृ_लट्;अदादिः)},या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः},"अभिहित_कर्ता,11.1","अभिहित_कर्ता,11.1",जाते_हैं
9.1,सद्यः,सद्यः,सद्यः{अव्य},सद्यः{अव्य},"क्रियाविशेषणम्,8.1","क्रियाविशेषणम्,8.1",आज
10.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,9.1","सुप्_समुच्चय_द्योतकः,9.1#सम्बन्धः,9.1",भी
11.1,दोषाः,दोषाः,दोष{पुं;1;बहु}/दोषा{स्त्री;1;बहु}/दोषा{स्त्री;2;बहु}/दोष{पुं;8;बहु}/दोषा{स्त्री;8;बहु},दोष{पुं;1;बहु},"कर्ता,8.1","कर्ता,8.1",दोष
12.1,काले,काले,काला{स्त्री;8;एक}/काल{पुं;7;एक}/काल{नपुं;7;एक},काल{पुं;7;एक},"कालाधिकरणम्,8.1","कालाधिकरणम्,8.1",काला
13.1,अपि,अपि,अपि{अव्य},अपि{अव्य},"सम्बन्धः,12.1","सुप्_समुच्चितः,9.1#सुप्_समुच्चय_द्योतकः,12.1#सम्बन्धः,12.1",भी
14.1,वा,वा,वा{अव्य},वा{अव्य},"सम्बन्धः,12.1","सम्बन्धः,12.1",वा
15.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,8.1","प्रतिषेधः,8.1",नहीं
16.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,15.1","सम्बन्धः,15.1",तो
17.1,.,.,-,-,-,-,-
