anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,उपक्रमः,उपक्रमः,उपक्रम{पुं;1;एक}/उपक्रम{पुं;1;एक(उप_क्रम्1;घञ्;भ्वादिः)},उपक्रम{पुं;1;एक},"कर्म,7.1","कर्म,7.1",उपक्रम
2.1,पृथक्,पृथक्,पृथक्{अव्य},पृथक्{अव्य},"क्रियाविशेषणम्,6.1","क्रियाविशेषणम्,7.1#क्रियाविशेषणम्,6.1",पृथक्
3.1,दोषान्,दोषान्,दोष{पुं;2;बहु},दोष{पुं;2;बहु},"कर्म,6.1","कर्म,7.1#कर्म,6.1",दोष
4.1,यः,यः,यद्{सर्वनाम;पुं;1;एक},यद्{सर्वनाम;पुं;1;एक},"विशेषणम्,1.1;नित्य_सम्बन्धः1,9.1","विशेषणम्,7.1#विशेषणम्,1.1#नित्य_सम्बन्धः1,9.1#कर्म,7.1",जो
5.1,अयम्,अयम्,इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक},इदम्{सर्वनाम;पुं;1;एक},"विशेषणम्,1.1","कर्म,7.1#कर्म,6.1#विशेषणम्,7.1#विशेषणम्,4.1#विशेषणम्,1.1",यह
6.1,उद्दिश्य,उद्दिश्य,उत्_दिश्1{अव्य;ल्यप्;तुदादिः},उत्_दिश्1{अव्य;ल्यप्;तुदादिः},"पूर्वकालः,7.1","पूर्वकालः,7.1",दिखा_कर
7.1,कीर्तितः,कीर्तितः,कीर्ति{अव्य;तसिल्}/कीर्तित{पुं;1;एक(कॄत्1;क्त;चुरादिः)},कीर्तित{पुं;1;एक(कॄत्1;क्त;चुरादिः)},-,"हेतुः5,6.1#हेतुः5,1.1",प्रसद्धि_किया_हुआ
8.1,संसर्ग-,संसर्ग-सन्निपातेषु,संसर्ग,संसर्ग,"इतरेतर-द्वन्द्वः,8.2","इतरेतर-द्वन्द्वः,8.2",संसर्ग-
8.2,सन्निपातेषु,--,सन्निपात{पुं;7;बहु}/सन्निपात{नपुं;7;बहु},सन्निपात{पुं;7;बहु},"अधिकरणम्,11.1","अधिकरणम्,7.1#अधिकरणम्,6.1#अधिकरणम्,1.1#अधिकरणम्,11.1",नीचे_गिरनों_में
9.1,तम्,तम्,तद्{सर्वनाम;पुं;2;एक},तद्{सर्वनाम;पुं;2;एक},"कर्म,11.1","विशेषणम्,10.2#विशेषणम्,5.1#कर्म,7.1#कर्म,6.1#कर्म,11.1",वह
10.1,यथा-,यथा-स्वम्,यथा,यथा,"अव्ययीभावः,10.2","अव्ययीभावः,10.2",यथा-
10.2,स्वम्,--,स्व{पुं;2;एक}/स्व{नपुं;1;एक}/स्व{नपुं;2;एक}/स्व{सर्वनाम;पुं;2;एक}/स्व{सर्वनाम;नपुं;1;एक}/स्व{सर्वनाम;नपुं;2;एक}/स्व{अव्य},स्व{अव्य},"क्रियाविशेषणम्,11.1","कर्म,7.1#कर्म,6.1#विशेषणम्,9.1#विशेषणम्,5.1#क्रियाविशेषणम्,11.1",अपने
11.1,विकल्पयेत्,विकल्पयेत्,वि_कृप्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},वि_कृप्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,-
12.1,.,.,-,-,-,-,-
