anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,व्याने,व्याने,व्यान{पुं;7;एक},व्यान{पुं;7;एक},"कर्ता,3.1","कर्ता,3.1",-
2.1,(विगुणे),(विगुणे),विगुण{पुं;7;एक}/विगुण{नपुं;7;एक},विगुण{पुं;7;एक},"विशेषणम्,1.1","विशेषणम्,1.1",-
3.1,(सति),(सति),सती{स्त्री;8;एक}/सत्{पुं;7;एक}/सत्{पुं;7;एक(अस्2;शतृ_लट्;अदादिः)}/सत्{नपुं;7;एक(अस्2;शतृ_लट्;अदादिः)},सत्{पुं;7;एक(अस्2;शतृ_लट्;अदादिः)},"भावलक्षणसप्तमी_समानकालः,7.1","भावलक्षणसप्तमी_समानकालः,7.1",-
4.1,अन्ते,अन्ते,अन्ति{स्त्री;8;एक}/अन्त{पुं;7;एक}/अन्त{नपुं;7;एक},अन्त{पुं;7;एक},"अधिकरणम्,7.1","अधिकरणम्,7.1",अन्त_में
5.1,प्रातराशस्य,प्रातराशस्य,प्रातराश{पुं;6;एक},प्रातराश{पुं;6;एक},"षष्ठीसम्बन्धः,4.1","षष्ठीसम्बन्धः,4.1",प्रातराश_के
6.1,(औषधम्),(औषधम्),औषध{पुं;2;एक}/औषध{नपुं;1;एक}/औषध{नपुं;2;एक},औषध{नपुं;1;एक},"कर्म,7.1","कर्म,7.1",-
7.1,(इष्यते),(इष्यते),इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/इष्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः}/इष्4{कर्मणि;लट्;प्र;एक;आत्मनेपदी;क्र्यादिः}/इष्यत्{पुं;4;एक(इष्1;शतृ_लट्;दिवादिः)}/इष्यत्{नपुं;4;एक(इष्1;शतृ_लट्;दिवादिः)},इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः},"अभिहित_कर्म,6.1;सकर्मक",-,-
8.1,सायमाशस्य,सायमाशस्य,सायमाश{पुं;6;एक},सायमाश{पुं;6;एक},"षष्ठीसम्बन्धः,13.1","षष्ठीसम्बन्धः,13.1",-
9.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,8.1","सम्बन्धः,8.1",तो
10.1,उत्तरे,उत्तरे,उत्तर{सर्वनाम;पुं;1;बहु}/उत्तर{सर्वनाम;नपुं;1;द्वि}/उत्तर{सर्वनाम;नपुं;2;द्वि}/उत्तरा{सर्वनाम;स्त्री;1;द्वि}/उत्तरा{सर्वनाम;स्त्री;2;द्वि}/उत्तरा{स्त्री;8;एक}/उत्तर{पुं;7;एक}/उत्तर{नपुं;7;एक}/उत्तर{सर्वनाम;पुं;7;एक}/उत्तर{सर्वनाम;नपुं;7;एक},उत्तर{पुं;7;एक},"कर्ता,12.1","कर्ता,12.1",उत्तर_में
11.1,(विगुणे),(विगुणे),विगुण{पुं;7;एक}/विगुण{नपुं;7;एक},विगुण{पुं;7;एक},"विशेषणम्,10.1","विशेषणम्,10.1",-
12.1,(सति),(सति),सती{स्त्री;8;एक}/सत्{पुं;7;एक}/सत्{पुं;7;एक(अस्2;शतृ_लट्;अदादिः)}/सत्{नपुं;7;एक(अस्2;शतृ_लट्;अदादिः)},सत्{पुं;7;एक(अस्2;शतृ_लट्;अदादिः)},"भावलक्षणसप्तमी_समानकालः,15.1","भावलक्षणसप्तमी_समानकालः,15.1",-
13.1,(अन्ते),(अन्ते),अन्ति{स्त्री;8;एक}/अन्त{पुं;7;एक}/अन्त{नपुं;7;एक},अन्त{पुं;7;एक},"अधिकरणम्,15.1","अधिकरणम्,15.1",-
14.1,(औषधम्),(औषधम्),औषध{पुं;2;एक}/औषध{नपुं;1;एक}/औषध{नपुं;2;एक},औषध{नपुं;1;एक},"कर्म,15.1","कर्म,15.1",औषधि
15.1,(इष्यते),(इष्यते),इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/इष्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः}/इष्4{कर्मणि;लट्;प्र;एक;आत्मनेपदी;क्र्यादिः}/इष्यत्{पुं;4;एक(इष्1;शतृ_लट्;दिवादिः)}/इष्यत्{नपुं;4;एक(इष्1;शतृ_लट्;दिवादिः)},इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः},"अभिहित_कर्म,14.1;सकर्मक",-,जाई_जाती_है
16.1,.,.,-,-,-,-,-
