anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,पित्तम्,पित्तम्,पित्त{नपुं;1;एक}/पित्त{नपुं;2;एक},पित्त{नपुं;1;एक},"कर्ता,8.1","सुप्_समुच्चितः,6.1#कर्ता_बे_वेर्ब्स्,8.1",पित्
2.1,स-,स-स्नेह-तीक्ष्ण-उष्णम्,स,स,"सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,2.2","सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,2.2",स-
2.2,स्नेह-,--,स्नेह}/स्नेहन्,स्नेह,"इतरेतर-द्वन्द्वः,2.4","इतरेतर-द्वन्द्वः,2.4",स्नेह-
2.3,तीक्ष्ण-,--,तीक्ष्ण,तीक्ष्ण,"इतरेतर-द्वन्द्वः,2.4","इतरेतर-द्वन्द्वः,2.4",तीक्ष्ण-
2.4,उष्णम्,--,उष्ण{पुं;2;एक}/उष्ण{नपुं;1;एक}/उष्ण{नपुं;2;एक},उष्ण{नपुं;1;एक},"समुच्चितः,6.1","विशेषणम्,6.1#विशेषणम्,5.1#विशेषणम्,4.1#विशेषणम्,3.1#विशेषणम्,1.1#सुप्_समुच्चितः,6.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,8.1",गरम
3.1,लघु,लघु,लघु{नपुं;1;एक}/लघु{नपुं;2;एक}/लघु{नपुं;8;एक},लघु{नपुं;1;एक},"समुच्चितः,6.1","विशेषणम्,6.1#विशेषणम्,5.1#विशेषणम्,4.1#विशेषणम्,2.4#विशेषणम्,1.1#सुप्_समुच्चितः,6.1#विधेय_विशेषणम्,2.4#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,8.1",लघु
4.1,विस्रम्,विस्रम्,विस्र{नपुं;1;एक}/विस्र{नपुं;2;एक},विस्र{नपुं;1;एक},"समुच्चितः,6.1","सुप्_समुच्चितः,6.1#कर्ता_बे_वेर्ब्स्,8.1",गंध
5.1,सरम्,सरम्,सर{नपुं;1;एक}/सर{नपुं;2;एक},सर{नपुं;1;एक},"समुच्चितः,6.1","सुप्_समुच्चितः,6.1#कर्ता_बे_वेर्ब्स्,8.1",सरोवर
6.1,द्रवम्,द्रवम्,द्रव{पुं;2;एक}/द्रव{नपुं;1;एक}/द्रव{नपुं;2;एक},द्रव{नपुं;1;एक},"विधेय_विशेषणम्,1.1","कर्ता_बे_वेर्ब्स्,8.1#विधेय_विशेषणम्,1.1",द्रव
7.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,6.1","सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1",और
8.1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,6.1",-,है
9.1,.,.,-,-,-,-,-
