anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,5.1","प्रतिषेधः,7.2#प्रतिषेधः,5.1",नहीं
2.1,वेगितः,वेगितः,वेगिन्{अव्य;तसिल्},वेगिन्{अव्य;तसिल्},"कर्ता,3.1","हेतुः5,5.1#हेतुः5,3.1#अपादानम्,7.2#कर्ता,3.1",-
3.1,(सन्),(सन्),सत्{पुं;1;एक(अस्2;शतृ_लट्;अदादिः)},सत्{पुं;1;एक(अस्2;शतृ_लट्;अदादिः)},"वर्तमानसमानकालः,5.1","वर्तमानसमानकालः,5.1#कर्ता_बे_वेर्ब्स्,5.1",सज्जन
4.1,अन्य-,अन्य-कार्यः,अन्य,अन्य,"तृतीयार्थ-बहुव्रीहिः,4.2","तृतीयार्थ-बहुव्रीहिः,4.2",अन्य-
4.2,कार्यः,--,कारी{स्त्री;1;बहु}/कार्य{पुं;1;एक},कारी{स्त्री;1;बहु},"कर्ता,5.1","विशेषणम्,3.1#कर्तृरहितकर्तृसमानाधिकरणम्,3.1#कर्ता_बे_वेर्ब्स्,5.1",काम_करने_वालायें
5.1,स्यात्,स्यात्,अस्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,4.2;सकर्मक",-,हो
6.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,8.1","प्रतिषेधः,7.2#प्रतिषेधः,8.1",नहीं
7.1,अ-,अ-जित्वा,अ,अ,"नञ्-तत्पुरुषः,7.2","नञ्-तत्पुरुषः,7.2",अ-
7.2,जित्वा,--,जि1{अव्य;क्त्वा;भ्वादिः},जि1{अव्य;क्त्वा;भ्वादिः},"पूर्वकालः,8.1","पूर्वकालः,8.1",जीत_कर
8.1,साध्यम्,साध्यम्,साध्य{नपुं;1;एक(साध्;यत्;स्वादिः)},साध्य{नपुं;1;एक(साध्;यत्;स्वादिः)},-,-,-
9.1,आमयम्,आमयम्,आमय{पुं;2;एक},आमय{पुं;2;एक},"कर्म,7.2","मुख्यकर्म,7.2#गौणकर्म,7.2#कर्म,7.2",रोग
10.1,(अन्य)-,अन्य-कार्यम्,अन्य,अन्य,"कर्मधारयः,10.2","कर्मधारयः,10.2",अन्य-
10.2,(कार्यम्),--,कार्य{पुं;2;एक}/कार्य{नपुं;1;एक}/कार्य{नपुं;2;एक},कार्य{नपुं;1;एक},"कर्म,8.1","गौणकर्म,7.2#विधेय_विशेषणम्,4.2#कर्तृरहितकर्तृसमानाधिकरणम्,3.1#कर्ता_बे_वेर्ब्स्,5.1#विशेषणम्,9.1#मुख्यकर्म,7.2#कर्म,8.1",कार्य
11.1,.,.,-,-,-,-,-
