anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,कालः,कालः,काल{पुं;1;एक},काल{पुं;1;एक},"विधेय_विशेषणम्,5.1","कर्ता_बे_वेर्ब्स्,6.1#विधेय_विशेषणम्,5.1",समय
2.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",तो
3.1,शीत-,शीत-उष्ण-वर्षा-भेदात्,शीत,शीत,"इतरेतर-द्वन्द्वः,3.3","इतरेतर-द्वन्द्वः,3.3",शीत-
3.2,उष्ण-,--,उष्ण,उष्ण,"इतरेतर-द्वन्द्वः,3.3","इतरेतर-द्वन्द्वः,3.3",उष्ण-
3.3,वर्षा-,--,वर्षा,वर्षा,"षष्ठी-तत्पुरुषः,3.4","षष्ठी-तत्पुरुषः,3.4",वर्षा-
3.4,भेदात्,--,भेद{पुं;5;एक}/भेद{नपुं;5;एक},भेद{पुं;5;एक},"हेतुः,5.1","हेतुः5,6.1#हेतुः5,5.1",भेद_से
4.1,त्रिधा,त्रिधा,त्रि{अव्य;धा},त्रि{अव्य;धा},"विशेषणम्,5.1","विशेषणम्,5.1",त्रि_धा
5.1,मतः,मतः,मत{पुं;1;एक(मन्2;क्त;तनादिः)},मत{पुं;1;एक(मन्2;क्त;तनादिः)},"कर्ता,6.1","विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,6.1",चिन्तित
6.1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,5.1","अभिहित_कर्ता,5.1",है
7.1,.,.,-,-,-,-,-
