anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,अस्थि-,अस्थि-सङ्क्षयात्,अस्थि,अस्थि,"समासः,1.2","समासः,1.2",अस्थि-
1.2,सङ्क्षयात्,--,सङ्क्षय{पुं;5;एक(सम्_क्षि3;घञ्;तुदादिः)}/सङ्क्षय{पुं;5;एक(सम्_क्षि1;घञ्;भ्वादिः)}/सङ्क्षय{नपुं;5;एक},सङ्क्षय{पुं;5;एक(सम्_क्षि3;घञ्;तुदादिः)},"हेतुः,2.1","हेतुः5,2.1#अपादानम्,2.1",-
2.1,जातान्,जातान्,जात{पुं;2;बहु(जन्2;क्त;दिवादिः)},जात{पुं;2;बहु(जन्2;क्त;दिवादिः)},"कर्म,7.1","कर्म,7.1",हुओं_को
3.1,क्षीर-,क्षीर-घृतैः,क्षीर,क्षीर,"इतरेतर-द्वन्द्वः,3.2","इतरेतर-द्वन्द्वः,3.2",क्षीर-
3.2,घृतैः,--,घृत{नपुं;3;बहु}/घृत{पुं;3;बहु},घृत{नपुं;3;बहु},"समुच्चितः,5.1","विशेषणम्,5.1#विशेषणम्,4.2#सुप्_समुच्चितः,5.1#हेतुः,2.1",घी_से
4.1,तिक्त-,तिक्त-संयुतैः,तिक्त,तिक्त,"तृतीय-तत्पुरुषः,4.2","तृतीय-तत्पुरुषः,4.2",तिक्त-
4.2,संयुतैः,--,संयुत{पुं;3;बहु}/संयुत{नपुं;3;बहु},संयुत{पुं;3;बहु},"विशेषणम्,5.1","विशेषणम्,3.2#सुप्_समुच्चितः,5.1#विशेषणम्,5.1",मिला_हुओं_से
5.1,वस्तिभिः,वस्तिभिः,वस्ति{पुं;3;बहु}/वस्ति{स्त्री;3;बहु},वस्ति{पुं;3;बहु},"करणम्,7.1","करणम्,7.1",मूत्राशयों_से
6.1,तथा,तथा,तथा{अव्य},तथा{अव्य},"समुच्चय_द्योतकः,5.1","सुप्_समुच्चय_द्योतकः,5.1#सम्बन्धः,5.1",और
7.1,(उपक्रमेत),(उपक्रमेत),उप-क्रम्{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः},उप-क्रम्{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः},-,-,-
8.1,.,.,-,-,-,-,-
