anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,दक्षः,दक्षः,दक्ष{पुं;1;एक},दक्ष{पुं;1;एक},"समुच्चितः,4.1","विधेय_विशेषणम्,2.4#विशेषणम्,6.1#विशेषणम्,4.1#सुप्_समुच्चितः,4.1#कर्ता_बे_वेर्ब्स्,7.1",कुशल
2.1,तीर्थ-,तीर्थ-आत्त-शास्त्र-अर्थः,तीर्थ,तीर्थ,"पञ्चमी-तत्पुरुषः,2.2","पञ्चमी-तत्पुरुषः,2.2",तीर्थ-
2.2,आत्त-,--,आत्त,आत्त,"तृतीया-बहुव्रीहिः,2.4","तृतीया-बहुव्रीहिः,2.4",आत्त-
2.3,शास्त्र-,--,शास्त्र,शास्त्र,"षष्ठी-तत्पुरुषः,2.4","षष्ठी-तत्पुरुषः,2.4",शास्त्र-
2.4,अर्थः,--,अर्थ{पुं;1;एक},अर्थ{पुं;1;एक},"समुच्चितः,4.1","विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,4.1#प्रयोजनम्1,7.1",अर्थ
3.1,दृष्ट-,दृष्ट-कर्मा,दृष्ट(दृश्1;क्त;भ्वादिः),दृष्ट(दृश्1;क्त;भ्वादिः),"तृतीया-बहुव्रीहिः,3.2","तृतीया-बहुव्रीहिः,3.2",-
3.2,कर्मा,--,कर्मा{स्त्री;1;एक}/कर्मन्{पुं;1;एक},कर्मन्{पुं;1;एक},"समुच्चितः,4.1","समुच्चितः,4.1",कर्मा
4.1,शुचिः,शुचिः,शुचि{पुं;1;एक}/शुचि{स्त्री;1;एक},शुचि{पुं;1;एक},"विधेय_विशेषणम्,6.1","विधेय_विशेषणम्,2.4#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,7.1#विशेषणम्,6.1#विधेय_विशेषणम्,6.1",पवित्र
5.1,(च),(च),च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.1","सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1",और
6.1,भिषक्,भिषक्,भिषज्{पुं;1;एक}/भिषज्{पुं;8;एक},भिषज्{पुं;1;एक},"कर्ता,7.1","कर्ता_बे_वेर्ब्स्,7.1",चिकित्सक
7.1,(भवेत्),(भवेत्),भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},भू1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,6.1",-,हो
8.1,.,.,-,-,-,-,-
