anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,बृंहणं,बृंहणं,बृंहण{नपुं;1;एक}/बृंहण{नपुं;2;एक},बृंहण{नपुं;1;एक},"घटकः,8.1","घटकः,8.1",चिघांडने_का_शब्द
2.1,शमनं,शमनं,शमन{पुं;2;एक}/शमन{नपुं;1;एक}/शमन{नपुं;2;एक},शमन{पुं;1;एक},"घटकः,8.1","घटकः,8.1",शान्त_को
3.1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,2.1","सम्बन्धः,2.1",तो
4.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,2.1","सम्बन्धः,2.1",ही
5.1,वायोः,वायोः,वायु{पुं;5;एक}/वायु{पुं;6;एक},वायु{पुं;6;एक},"सुप्_समुच्चितः,6.2","सुप्_समुच्चितः,6.2#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1",हवा_का
6.1,पित्त-,पित्त-अनिलस्य,पित्त,पित्त,"कर्मधारयः,6.2","कर्मधारयः,6.2",पित्त-
6.2,अनिलस्य,--,अनिल{पुं;6;एक}/अनिल{नपुं;6;एक},अनिल{पुं;6;एक},"षष्ठीसम्बन्धः,8.1","षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1#विशेषणम्,5.1",वायु
7.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,6.2","समुच्चय_द्योतकः,6.2#सम्बन्धः,6.2",च1
8.1,(लङ्घनम्),(लङ्घनम्),लङ्घन{नपुं;1;एक},लङ्घन{नपुं;1;एक},"कर्ता,9.1","कर्ता,9.1",-
9.1,(भवति),(भवति),भू{कर्तरि;लट्;प्र;एक;परस्मैपद;भ्वादिः},भू{कर्तरि;लट्;प्र;एक;परस्मैपद;भ्वादिः},"अभिहित_कर्ता,8.1","अभिहित_कर्ता,8.1",-
