anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
-,-,-,-,-,-,-,-
1.1,हीनः,हीनः,हीन{पुं;1;एक(हा2;क्त;जुहोत्यादिः)},हीन{पुं;1;एक(हा2;क्त;जुहोत्यादिः)},"कर्ता,9.1","विशेषणम्,4.1#विशेषणम्,3.1#कर्ता,9.1",हीन
2.1,अर्थ-,अर्थ-इन्द्रियस्य,अर्थ,अर्थ,"समासः,2.2","समासः,2.2",अर्थ-
2.2,इन्द्रियस्य,--,इन्द्रिय{पुं;6;एक}/इन्द्रिय{नपुं;6;एक},इन्द्रिय{पुं;6;एक},"षष्ठीसम्बन्धः,4.1","षष्ठीसम्बन्धः,4.1",इन्द्रिय_का
3.1,अल्पः,अल्पः,अल्प{पुं;1;एक},अल्प{पुं;1;एक},"विशेषणम्,1.1","विधेय_विशेषणम्,1.1#विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,9.1#विशेषणम्,1.1",अल्प
4.1,संयोगः,संयोगः,संयोग{पुं;1;एक},संयोग{पुं;1;एक},"विशेषणम्,1.1","कर्ता_बे_वेर्ब्स्,9.1#विशेषणम्,1.1",मिलान
5.1,स्वेन,स्वेन,स्व{पुं;3;एक}/स्व{नपुं;3;एक}/स्व{सर्वनाम;पुं;3;एक}/स्व{सर्वनाम;नपुं;3;एक}/स्वन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;भ्वादिः},स्व{पुं;3;एक},"हेतुः,9.1","हेतुः,9.1",अपने_से
6.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,9.1","प्रतिषेधः,9.1",नहीं
7.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,6.1","सम्बन्धः,6.1",ही
8.1,वा,वा,वा{अव्य},वा{अव्य},"सम्बन्धः,9.1","सम्बन्धः,9.1",वा
9.1,अस्ति,अस्ति,अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1","अभिहित_कर्ता,1.1",है
10.1,.,.,-,-,-,-,-
