anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations
1.1,कः,कः,किम्{सर्वनाम;पुं;1;एक},किम्{सर्वनाम;पुं;1;एक},"कर्ता,10.1","विधेय_विशेषणम्,3.1#विशेषणम्,9.2#विशेषणम्,8.2#विशेषणम्,6.2#विशेषणम्,4.2#कर्ता,10.1"
2.1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1"
3.1,वीर्यवान्,वीर्यवान्,वीर्यवत्{पुं;1;एक},वीर्यवत्{पुं;1;एक},"समुच्चितः,9.2","विधेय_विशेषणम्,1.1#विशेषणम्,9.2#विशेषणम्,8.2#विशेषणम्,6.2#विशेषणम्,4.2#सुप्_समुच्चितः,4.2#कर्ता_बे_वेर्ब्स्,10.1#समुच्चितः,9.2"
4.1,धर्म-,धर्म-ज्ञः,धर्म,धर्म,"उपपद-तत्पुरुषः,4.2","उपपद-तत्पुरुषः,4.2"
4.2,ज्ञः,--,ज्ञ{पुं;1;एक},ज्ञ{पुं;1;एक},"समुच्चितः,9.2","समुच्चितः,9.2#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#विशेषणम्,9.2#विशेषणम्,8.2#विशेषणम्,6.2#कर्ता_बे_वेर्ब्स्,10.1"
5.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,4.2","सुप्_समुच्चय_द्योतकः,4.2#सम्बन्धः,4.2"
6.1,कृत-,कृत-ज्ञः,कृत(कृ2;क्त;स्वादिः)}/कृत(कृ3{क्त;तनादिः),कृत(कृ2;क्त;स्वादिः),"उपपद-तत्पुरुषः,6.2","उपपद-तत्पुरुषः,6.2"
6.2,ज्ञः,--,ज्ञ{पुं;1;एक},ज्ञ{पुं;1;एक},"समुच्चितः,9.2","समुच्चितः,9.2#विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#विशेषणम्,9.2#विशेषणम्,8.2#कर्ता_बे_वेर्ब्स्,10.1"
7.1,च,च,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,6.2","सुप्_समुच्चय_द्योतकः,6.2#सम्बन्धः,6.2"
8.1,सत्य-,सत्य-वाक्यः,सत्य,सत्य,"बहुव्रीहिः,8.2","बहुव्रीहिः,8.2"
8.2,वाक्यः,--,वाक्य{पुं;1;एक},वाक्य{पुं;1;एक},"समुच्चितः,9.2","समुच्चितः,9.2#विधेय_विशेषणम्,6.2#विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#विशेषणम्,9.2#कर्ता_बे_वेर्ब्स्,10.1"
9.1,दृढ-,दृढ-व्रतः,दृढ,दृढ,"बहुव्रीहिः,9.2","बहुव्रीहिः,9.2"
9.2,व्रतः,--,व्रत{पुं;1;एक},व्रत{पुं;1;एक},"विधेय_विशेषणम्,1.1","विधेय_विशेषणम्,8.2#विधेय_विशेषणम्,6.2#विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,10.1"
10.1,(अस्ति),(अस्ति),अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",-
11.1,.,.,-,-,-,-
