anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,धी-,धी-धैर्य-आत्म-आदि-विज्ञानम्,धी,धी,"समाहार-द्वन्द्वः,1.5","समाहार-द्वन्द्वः,1.5",धी-
1.2,धैर्य-,--,धैर्य,धैर्य,"समाहार-द्वन्द्वः,1.5","समाहार-द्वन्द्वः,1.5",धैर्य-
1.3,आत्म-,--,आत्मन्,आत्मन्,"बहुव्रीहिः,1.4","बहुव्रीहिः,1.4",आत्म-
1.4,आदि-,--,आदि}/आदिन्,आदि,"षष्ठी-तत्पुरुषः,1.5","षष्ठी-तत्पुरुषः,1.5",आदि-
1.5,विज्ञानम्,--,विज्ञान{नपुं;1;एक(वि_ज्ञा1;ल्युट्;क्र्यादिः)}/विज्ञान{नपुं;2;एक(वि_ज्ञा1;ल्युट्;क्र्यादिः)}/विज्ञान{पुं;2;एक},विज्ञान{नपुं;1;एक(वि_ज्ञा1;ल्युट्;क्र्यादिः)},"कर्ता,4.1","विशेषणम्,3.1#विशेषणम्,2.3#कर्ता_बे_वेर्ब्स्,4.1",विज्ञान
2.1,मनो-,मनो-दोष-औषधम्,मनस्,मनस्,"षष्ठी-तत्पुरुषः,2.2","षष्ठी-तत्पुरुषः,2.2",मनो-
2.2,दोष-,--,दोष}/दोषन्,दोष,"षष्ठी-तत्पुरुषः,2.3","षष्ठी-तत्पुरुषः,2.3",दोष-
2.3,औषधम्,--,औषध{पुं;2;एक}/औषध{नपुं;1;एक}/औषध{नपुं;2;एक},औषध{नपुं;1;एक},"विधेय_विशेषणम्,1.5","विशेषणम्,3.1#विशेषणम्,1.5#कर्म,1.5#विधेय_विशेषणम्,1.5#कर्ता_बे_वेर्ब्स्,4.1",औषधि
3.1,परम्,परम्,परम्{अव्य}/पर{सर्वनाम;पुं;2;एक}/पर{सर्वनाम;नपुं;1;एक}/पर{सर्वनाम;नपुं;2;एक},पर{सर्वनाम;नपुं;1;एक},"विशेषणम्,2.3","विशेषणम्,2.3#विशेषणम्,1.5#कर्म,1.5#विधेय_विशेषणम्,2.3#विधेय_विशेषणम्,1.5#कर्ता_बे_वेर्ब्स्,4.1#विशेषणम्,4.1",पर_
4.1,(भवति),(भवति),भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक},भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,1.5;सकर्मक",-,होता_है
5.1,.,.,-,-,-,-,-
