anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,विद्याम्,विद्याम्,विद्1{कर्तरि;विधिलिङ्;उ;एक;परस्मैपदी;अदादिः}/विद्या{स्त्री;2;एक},विद्या{स्त्री;2;एक},"घटकः,8.1","सुप्_समुच्चितः,3.1#कर्म,13.1#कर्म,7.1#समुच्चितः,3.1#घटकः,8.1",समझूँ
2.1,च,च,च{अव्य},च{अव्य},"घटक_द्योतकः,8.1","सम्बन्धः,1.1#समुच्चय_द्योतकः,1.1#घटक_द्योतकः,8.1",और
3.1,अविद्याम्,अविद्याम्,अविद्या{स्त्री;2;एक},अविद्या{स्त्री;2;एक},"घटकः,8.1","कर्मसमानाधिकरणम्,1.1#कर्म,13.1#कर्म,7.1#घटकः,8.1",अविद्या_को
4.1,च,च,च{अव्य},च{अव्य},"घटक_द्योतकः,8.1","सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1#घटक_द्योतकः,8.1",और
5.1,यः,यः,यद्{सर्वनाम;पुं;1;एक},यद्{सर्वनाम;पुं;1;एक},"कर्ता,7.1;नित्य_सम्बन्धः,16.1","कर्ता,7.1#नित्य_सम्बन्धः,16.1",जो
6.1,तत्,तत्,तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक},तद्{सर्वनाम;नपुं;2;एक},"कर्म,7.1","विशेषणम्,15.1#विशेषणम्,8.1#कर्म,13.1#कर्म,7.1#कर्ता,7.1",वह
7.1,वेद,वेद,विद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}/विद्1{कर्तरि;लट्;उ;एक;परस्मैपदी;अदादिः}/वेद{पुं;8;एक},विद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},-,-,समझता_है
8.1,उभयं,उभयं,उभय{पुं;2;एक}/उभय{नपुं;1;एक}/उभय{नपुं;2;एक}/उभय{सर्वनाम;पुं;2;एक}/उभय{सर्वनाम;नपुं;1;एक}/उभय{सर्वनाम;नपुं;2;एक},उभय{पुं;2;एक},"सहार्थः,7.1","कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,3.1#कर्मसमानाधिकरणम्,1.1#कर्म,13.1#सहार्थः,7.1",दोनो_को
9.1,सह,सह,सह{अव्य},सह{अव्य},"सहार्थ_द्योतकः,8.1","सहार्थ_द्योतकः,14.1#सहार्थ_द्योतकः,11.1#क्रियाविशेषणम्,13.1#सहार्थ_द्योतकः,8.1",साथ
10.1,अविद्यया,अविद्यया,अविद्या{स्त्री;3;एक},अविद्या{स्त्री;3;एक},"करणम्,12.1","सहार्थः,16.1#सहार्थः,13.1#सहार्थः,7.1#हेतुः,13.1#करणम्,12.1",अविद्या_से
11.1,मृत्युं,मृत्युं,मृत्यु{पुं;2;एक},मृत्यु{पुं;2;एक},"कर्म,12.1","विशेषणम्,15.1#कर्मसमानाधिकरणम्,8.1#कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,3.1#कर्मसमानाधिकरणम्,1.1#कर्म,12.1#कर्म,15.1#कर्म,13.1",मृत्यु_को
12.1,तीर्त्वा,तीर्त्वा,तॄ1{अव्य;क्त्वा;भ्वादिः},तॄ1{अव्य;क्त्वा;भ्वादिः},"पूर्वकालः,15.1","पूर्वकालः,15.1",तैर_कर
13.1,विद्यया,विद्यया,विद्या{स्त्री;3;एक},विद्या{स्त्री;3;एक},"करणम्,15.1","सहार्थः,15.1#सहार्थः,13.1#सहार्थः,7.1#करणम्,15.1#हेतुः,15.1",विद्या_से
14.1,अमृतम्,अमृतम्,अमृत{पुं;2;एक}/अमृत{नपुं;1;एक}/अमृत{नपुं;2;एक},अमृत{पुं;2;एक},"कर्म,15.1","कर्म,15.1#कर्ता,15.1",अमृत_को
15.1,अश्नुते,अश्नुते,अश्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;स्वादिः},अश्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;स्वादिः},-,-,व्याप्त_होता_है
16.1,(सः),-,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"कर्ता,15.1","कर्ता,15.1",-
