anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,कुर्वन्,कुर्वन्,कुर्वत्{पुं;8;एक}/कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;तनादिः)},कुर्वत्{पुं;1;एक(कृ3;शतृ_लट्;तनादिः)},"वर्तमानसमानकालः,5.1","वर्तमानसमानकालः,5.1#कर्ता,5.1",करता_हुआ
2.1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,1.1","सम्बन्धः,1.1",ही
3.1,इह,इह,इह{अव्य},इह{अव्य},"देशाधिकरणम्,5.1","देशाधिकरणम्,5.1",यहाँ
4.1,कर्माणि,कर्माणि,कर्मन्{नपुं;1;बहु}/कर्मन्{नपुं;2;बहु}/कर्मन्{नपुं;8;बहु},कर्मन्{नपुं;2;बहु},"कर्म,1.1","कर्म,1.1",कर्म
5.1,जिजीविषेत्,जिजीविषेत्,जीव्1{सनन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},जीव्1{सनन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः},अभिहित_कर्ता,-,जीव्1यें
6.1,शतं,शतं,शत{नपुं;1;एक}/शत{नपुं;2;एक}/शत{संख्येयम्;नपुं;1;एक}/शत{संख्येयम्;नपुं;2;एक}/शत{संख्या;नपुं;1;एक}/शत{संख्या;नपुं;2;एक},शत{नपुं;2;एक},"विशेषणम्,7.1","कर्म,1.1#कर्ता,5.1#विशेषणम्,15.1",शत
7.1,समाः,समाः,सम{पुं;1;बहु}/समा{सर्वनाम;स्त्री;1;बहु}/समा{सर्वनाम;स्त्री;2;बहु}/सम{पुं;8;बहु}/समा{स्त्री;8;बहु},समा{स्त्री;2;बहु},"कर्म,5.1","कर्म,11.1#अत्यन्तसंयोग_सम्बन्धः,5.1#अत्यन्तसंयोग_सम्बन्धः,1.1",समा_को
8.1,एवं,एवं,एवम्{अव्य},एवम्{अव्य},"सम्बन्धः,13.1","क्रियाविशेषणम्,8.1#क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,5.1#सम्बन्धः,17.1",ऐसा
9.1,त्वयि,त्वयि,युष्मद्{सर्वनाम;7;एक},युष्मद्{सर्वनाम;7;एक},"विशेषणम्,13.1","देशाधिकरणम्,16.1#देशाधिकरणम्,6.1#देशाधिकरणम्,5.1#विशेषणम्,17.1",तुममें
10.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,13.1","प्रतिषेधः,12.1#प्रतिषेधः,6.1#प्रतिषेधः,5.1",नहीं
11.1,अन्यथा,अन्यथा,अन्यथा{अव्य},अन्यथा{अव्य},"कर्ता,13.1","कर्ता,12.1",अन्यथा
12.1,इतः,इतः,इतः{अव्य}/इ1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}/इत{पुं;1;एक(इ1;क्त;अदादिः)},इतः{तसिल्;अव्य},"सन्दर्भ_बिन्दुः,7.1","कर्ता_बे_वेर्ब्स्,6.1#कर्म,8.1#विभक्तम्,4.1#सन्दर्भ_बिन्दुः,7.1",गया_हुआ
13.1,अस्ति,अस्ति,अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,7.1",-,है
14.1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,16.1","प्रतिषेधः,16.1",नहीं
15.1,कर्म,कर्म,कर्मन्{नपुं;1;एक}/कर्मन्{नपुं;2;एक},कर्मन्{नपुं;1;एक},"कर्म,16.1","कर्म,16.1#कर्ता_बे_वेर्ब्स्,6.1#कर्म,9.1",कर्म
16.1,लिप्यते,लिप्यते,लिप्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः},लिप्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः},"अभिहित_कर्म,8.1;सकर्मक",-,लीपा_जाता_है
17.1,नरे,नरे,नर{पुं;7;एक},नर{पुं;7;एक},"विषयाधिकरणम्,16.1","विशेषणम्,2.1#अधिकरणम्,8.1#अधिकरणम्,6.1#अधिकरणम्,5.1#विषयाधिकरणम्,16.1",नर_में
