anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,ततः,ततः,ततः{अव्य},ततः{अव्य},"तुलना_बिन्दुः,2.1","सम्बन्धः,9.1#कार्य_द्योतकः,9.1#तुलना_बिन्दुः,2.1",वहाँ_से
2.1,भूयः,भूयः,भूयः{अव्य}/भूयस्{नपुं;1;एक}/भूयस्{नपुं;2;एक}/भूयस्{नपुं;8;एक},भूयस्{नपुं;2;एक},"विशेषणम्,5.1","विशेषणम्,5.1#गतिकर्म,9.1#क्रियाविशेषणम्,9.1",बहुत
3.1,इव,इव,इव{अव्य},इव{अव्य},"सम्बन्धः,2.1","उपमानम्_रहित_उपमान_द्योतकः,4.1#सम्बन्धः,2.1",जैसे
4.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},युष्मद्{सर्वनाम;4;एक},"कर्ता,10.1","प्रयोजनम्1,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,2.1#विशेषणम्,6.1#गतिकर्म,9.1#विशेषणम्,9.1#गतिकर्ता,9.1#कर्ता,10.1",तुम्हें
5.1,तमः,तमः,तम{पुं;1;एक}/तमस्{नपुं;1;एक}/तमस्{नपुं;2;एक}/तमस्{नपुं;8;एक},तमस्{नपुं;2;एक},"कर्म,10.1","गतिकर्म,9.1#कर्म,10.1",तमस_के
6.1,ये,ये,यद्{सर्वनाम;पुं;1;बहु}/यद्{सर्वनाम;नपुं;1;द्वि}/यद्{सर्वनाम;नपुं;2;द्वि}/यद्{सर्वनाम;स्त्री;1;द्वि}/यद्{सर्वनाम;स्त्री;2;द्वि},यद्{सर्वनाम;पुं;1;बहु},"कर्ता,9.1;नित्य_सम्बन्धः,4.1","नित्य_सम्बन्धः1,4.1#गतिकर्म,9.1#विशेषणम्,9.1#गतिकर्ता,9.1",जो
7.1,उ,उ,उ{अव्य},उ{अव्य},"सम्बन्धः,10.1","सम्बन्धः,10.1",-
8.1,विद्यायां,विद्यायां,विद्या{स्त्री;7;एक},विद्या{स्त्री;7;एक},"अधिकरणम्,9.1","अधिकरणम्,9.1",विद्या_में
9.1,रताः,रताः,रत{पुं;1;बहु(रम्1;क्त;भ्वादिः)}/रता{स्त्री;1;बहु(रम्1;क्त;भ्वादिः)}/रता{स्त्री;2;बहु(रम्1;क्त;भ्वादिः)},रत{पुं;1;बहु(रम्1;क्त;भ्वादिः)},-,-,प्रसन्न
10.1,(प्रविशन्ति),.,प्र_विश्{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}/प्र_विश्1{शतृ;लट्;विशँ;तुदादिः(प्रविशत्;ना;नपुं;1;बहु)}/प्र_विश्1{शतृ;लट्;विशँ;तुदादिः(प्रविशत्;ना;नपुं;2;बहु)}/प्र_विश्1{शतृ;लट्;विशँ;तुदादिः(प्रविशत्;ना;नपुं;8;बहु)},-,-,-,-
