anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,यस्मिन्,यस्मिन्,यद्{सर्वनाम;पुं;7;एक}/यद्{सर्वनाम;नपुं;7;एक},यद्{सर्वनाम;पुं;7;एक},-,"अधिकरणम्,14.1#अधिकरणम्,7.1#अधिकरणम्,6.1#अधिकरणम्,3.1#भ्कर्ता,14.1#भ्कर्ता,7.1",जिसमें
2.1,सर्वाणि,सर्वाणि,सर्व{सर्वनाम;नपुं;1;बहु}/सर्व{सर्वनाम;नपुं;2;बहु}/सर्वाणी{स्त्री;8;एक},सर्व{सर्वनाम;नपुं;1;बहु},-,"विशेषणम्,3.1#कर्म,7.1",सब
3.1,भूतानि,भूतानि,भूत{नपुं;1;बहु}/भूत{नपुं;2;बहु}/भूत{नपुं;1;बहु(भू1;क्त;भ्वादिः)}/भूत{नपुं;2;बहु(भू1;क्त;भ्वादिः)},भूत{नपुं;1;बहु},-,"विशेषणम्,2.1#कर्म,7.1",प्राणी
4.1,आत्मा,आत्मा,आत्मन्{पुं;1;एक},आत्मन्{पुं;1;एक},-,"विशेषणम्,12.1#विशेषणम्,10.1#कर्ता_बे_वेर्ब्स्,6.1",आत्मा
5.1,एव,एव,एव{अव्य},एव{अव्य},-,"सम्बन्धः,4.1",ही
6.1,अभूत्,अभूत्,भू1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भ्वादिः},भू1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भ्वादिः},-,-,हुआ
7.1,विजानतः,विजानतः,विजानत्{पुं;2;बहु(वि_ज्ञा1;शतृ_लट्;क्र्यादिः)}/विजानत्{पुं;5;एक(वि_ज्ञा1;शतृ_लट्;क्र्यादिः)}/विजानत्{पुं;6;एक(वि_ज्ञा1;शतृ_लट्;क्र्यादिः)}/विजानत्{नपुं;5;एक(वि_ज्ञा1;शतृ_लट्;क्र्यादिः)}/विजानत्{नपुं;6;एक(वि_ज्ञा1;शतृ_लट्;क्र्यादिः)},विजानत्{पुं;2;बहु(वि_ज्ञा1;शतृ_लट्;क्र्यादिः)},-,"विशेषणम्,14.1#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1#भावलक्षणसप्तमी_समानकालः,14.1#भावलक्षणसप्तमी_समानकालः,6.1#भावलक्षणसप्तमी_समानकालः,3.1#हेतुः5,14.1#हेतुः5,6.1#हेतुः5,3.1#अपादानम्,14.1#कर्म,14.1",जानते_हुए
8.1,तत्र,तत्र,तत्र{अव्य},तत्र{अव्य},-,"देशाधिकरणम्,14.1#देशाधिकरणम्,6.1#देशाधिकरणम्,3.1",वहाँ
9.1,कः,कः,किम्{सर्वनाम;पुं;1;एक},किम्{सर्वनाम;पुं;1;एक},-,"विधेय_विशेषणम्,4.1#विशेषणम्,12.1#विशेषणम्,10.1#कर्ता_बे_वेर्ब्स्,6.1",कौन
10.1,मोहः,मोहः,मोह{पुं;1;एक},मोह{पुं;1;एक},-,"विधेय_विशेषणम्,9.1#विधेय_विशेषणम्,4.1#विशेषणम्,12.1#विशेषणम्,11.1#कर्ता_बे_वेर्ब्स्,6.1",मोह
11.1,कः,कः,किम्{सर्वनाम;पुं;1;एक},किम्{सर्वनाम;पुं;1;एक},-,"विधेय_विशेषणम्,10.1#विधेय_विशेषणम्,9.1#विधेय_विशेषणम्,4.1#विशेषणम्,12.1#कर्ता_बे_वेर्ब्स्,6.1",कौन
12.1,शोकः,शोकः,शोक{पुं;1;एक},शोक{पुं;1;एक},-,"विधेय_विशेषणम्,11.1#विधेय_विशेषणम्,10.1#विधेय_विशेषणम्,9.1#विधेय_विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,6.1",शोक
13.1,एकत्वम्,एकत्वम्,-,-,-,-,-
14.1,अनुपश्यतः,अनुपश्यतः,अनु_दृश्1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;भ्वादिः}/अनुपश्यत्{पुं;2;बहु(अनु_दृश्1;शतृ_लट्;भ्वादिः)}/अनुपश्यत्{पुं;5;एक(अनु_दृश्1;शतृ_लट्;भ्वादिः)}/अनुपश्यत्{पुं;6;एक(अनु_दृश्1;शतृ_लट्;भ्वादिः)}/अनुपश्यत्{नपुं;5;एक(अनु_दृश्1;शतृ_लट्;भ्वादिः)}/अनुपश्यत्{नपुं;6;एक(अनु_दृश्1;शतृ_लट्;भ्वादिः)},अनु_दृश्1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;भ्वादिः},-,"विशेषणम्,7.1#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1#भावलक्षणसप्तमी_समानकालः,6.1#भावलक्षणसप्तमी_समानकालः,3.1#हेतुः5,7.1#हेतुः5,6.1#हेतुः5,3.1#कर्म,7.1",देखते_हैं
15.1,.,.,-,-,-,-,-
