anvaya_no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,possible_relations,hindi_meaning
1.1,यत्,यत्,यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक},यद्{सर्वनाम;नपुं;2;एक},"विशेषणम्,3.1;नित्य_सम्बन्धः1,5.1","विशेषणम्,5.1#विशेषणम्,3.1#नित्य_सम्बन्धः1,5.1#कर्म,7.1",जो
2.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},युष्मद्{सर्वनाम;6;एक},"षष्ठीसम्बन्धः,3.1","विशेषणम्,6.1#प्रयोजनम्1,7.1#षष्ठीसम्बन्धः,3.1#कर्म,7.1",तुम्हारा
3.1,रूपम्,रूपं,रूप{नपुं;1;एक}/रूप{नपुं;2;एक},रूप{नपुं;2;एक},"कर्म,9.1","कर्म,9.1",रूप
4.1,कल्याणतमम्,कल्याणतमं,कल्याण{तमप्;पुं;2;एक},कल्याण{तमप्;पुं;2;एक},"विशेषणम्,3.1","विशेषणम्,3.1",-
5.1,तत्,तत्,तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक},तद्{सर्वनाम;नपुं;2;एक},"कर्म,7.1","कर्म,7.1",वह
6.1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},युष्मद्{सर्वनाम;6;एक},"षष्ठीसम्बन्धः,8.1","प्रयोजनम्1,7.1#षष्ठीसम्बन्धः,3.1#कर्म,7.1#षष्ठीसम्बन्धः,8.1",तुम्हारे_लिये
7.1,पश्यामि,पश्यामि,दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;भ्वादिः},दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;भ्वादिः},-,-,देखता_हूँ
8.1,(प्रसादात्),प्रसादात्,प्रसाद{पुं;5;एक},प्रसाद{पुं;5;एक},"हेतुः,7.1","हेतुः,7.1",-
9.1,(अस्ति),पश्यामि,अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः},-,-,देखता_हूँ
10.1,.,.,-,-,-,-,-
