index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	भेषज-		भेषज-क्षपिते	भेषज	भेषज	तृतीया-तत्पुरुषः,1.2	तृतीया-तत्पुरुषः,1.2	CP	भेषज-	भेषज-
1.2	क्षपिते		--	क्षपित{पुं;7;एक}	क्षपित{पुं;7;एक}	कर्ता,11.1	कर्ता,11.1	N7	-	-
2.1	पथ्यम्		पथ्यम्	पथ्य{पुं;2;एक}/पथ्य{नपुं;1;एक}/पथ्य{नपुं;2;एक}	पथ्य{नपुं;1;एक}	विधेय_विशेषणम्,4.1	विधेय_विशेषणम्,4.1	N1	कल्याणकारी_को	कल्याणकारी_को
3.1	आहारैः		आहारैः	आहार{पुं;3;बहु}	आहार{पुं;3;बहु}	हेतुः,4.1	हेतुः,4.1	N3	आहार_से	आहार_से
4.1	बृंहणम्		बृंहणम्	बृंहण{नपुं;1;एक(बृंह्;ल्युट्;भ्वादिः)}/बृंहण{नपुं;2;एक}	बृंहण{नपुं;1;एक(बृंह्;ल्युट्;भ्वादिः)}	कर्ता,12.1	कर्ता,12.1	N1	चिघांडने_का_शब्द	चिघांडने_का_शब्द
5.1	क्रमात्		क्रमात्	क्रम{पुं;5;एक}	क्रम{पुं;5;एक}	क्रियाविशेषणम्,4.1	क्रियाविशेषणम्,4.1	N5	क्रम_से	क्रम_से
6.1	शालि-		शालि-षष्टिक-गोधूम-मुद्ग-मांस-घृत-आदिभिः	शालि}/शालिन्	शालि	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	शालि-	शालि-
6.2	षष्टिक-		--	-षष्टिक	-षष्टिक	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	षष्टिक-	षष्टिक-
6.3	गोधूम-		--	गोधूम	गोधूम	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	गोधूम-	गोधूम-
6.4	मुद्ग-		--	मुद्ग	मुद्ग	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	मुद्ग-	मुद्ग-
6.5	मांस-		--	मांस	मांस	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	मांस-	मांस-
6.6	घृत-		--	घृत	घृत	षष्ठ्यर्थ-बहुव्रीहिः,6.7	षष्ठ्यर्थ-बहुव्रीहिः,6.7	CP	घृत-	घृत-
6.7	आदिभिः		--	आदि{पुं;3;बहु}/आदि{नपुं;3;बहु}/आदि{स्त्री;3;बहु}	आदि{पुं;3;बहु}	समुच्चितः,3.1	विशेषणम्,3.1#सुप्_समुच्चितः,3.1	N3	पहेलों_से	पहेलों_से
7.1	हृद्य-		हृद्य-दीपन-भैषज्य-संयोगात्	हृद्य	हृद्य	इतरेतर-द्वन्द्वः,7.2	इतरेतर-द्वन्द्वः,7.2	CP	हृद्य-	हृद्य-
7.2	दीपन-		--	दीपन(दीप्1;ल्युट्;दिवादिः)	दीपन(दीप्1;ल्युट्;दिवादिः)	कर्मधारयः,7.3	कर्मधारयः,7.3	CP		
7.3	भैषज्य-		--	भैषज्य	भैषज्य	षष्ठी-तत्पुरुषः,7.4	षष्ठी-तत्पुरुषः,7.4	CP	भैषज्य-	भैषज्य-
7.4	संयोगात्		--	संयोग{पुं;5;एक}/संयोग{नपुं;5;एक}	संयोग{पुं;5;एक}	हेतुः,8.3	हेतुः,8.3	N5	मिलान_से	मिलान_से
8.1	रुचि-		रुचि-पक्ति-दैः	रुचि	रुचि	समासः,8.2	समासः,8.2	CP	रुचि-	रुचि-
8.2	पक्ति-		--	पक्ति	पक्ति	उपपद-तत्पुरुषः,8.3	उपपद-तत्पुरुषः,8.3	CP	पक्ति-	पक्ति-
8.3	दैः		--	द{पुं;3;बहु}/द{नपुं;3;बहु}	द{पुं;3;बहु}	समुच्चितः,3.1	हेतुः,7.2#सुप्_समुच्चितः,3.1	N3	दों_से	दों_से
9.1	स-		स-अभ्यङ्ग-उद्वर्तन-स्नान-निरूह-स्नेह-बस्तिभिः	स	स	समासः,9.2	समासः,9.2	CP	स-	स-
9.2	अभ्यङ्ग-		--	अभ्यङ्ग(अभि_वि_अन्ज्1;घञ्;रुधादिः)	अभ्यङ्ग(अभि_वि_अन्ज्1;घञ्;रुधादिः)	इतरेतर-द्वन्द्वः,9.7	इतरेतर-द्वन्द्वः,9.7	CP		
9.3	उद्वर्तन-		--	उद्वर्तन(उत्_वृत्1;ल्युट्;भ्वादिः)	उद्वर्तन(उत्_वृत्1;ल्युट्;भ्वादिः)	इतरेतर-द्वन्द्वः,9.7	इतरेतर-द्वन्द्वः,9.7	CP		
9.4	स्नान-		--	स्नान	स्नान	इतरेतर-द्वन्द्वः,9.7	इतरेतर-द्वन्द्वः,9.7	CP	स्नान-	स्नान-
9.5	निरूह-		--	निरूह	निरूह	इतरेतर-द्वन्द्वः,9.7	इतरेतर-द्वन्द्वः,9.7	CP	निरूह-	निरूह-
9.6	स्नेह-		--	स्नेह}/स्नेहन्	स्नेह	इतरेतर-द्वन्द्वः,9.7	इतरेतर-द्वन्द्वः,9.7	CP	स्नेह-	स्नेह-
9.7	बस्तिभिः		--	बस्ति{स्त्री;3;बहु}	बस्ति{स्त्री;3;बहु}	समुच्चितः,3.1	सुप्_समुच्चितः,3.1	N3	बस्तियों_से	बस्तियों_से
10.1	(च)		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.7	सम्बन्धः,9.7#सुप्_समुच्चय_द्योतकः,9.7	NA	और	और
11.1	(सति)		सति	सत्{पुं;7;एक(अस्2;शतृ_लट्;अदादिः)}	सत्{पुं;7;एक(अस्2;शतृ_लट्;अदादिः)}	भावलक्षणसप्तमी_पूर्वकालः,12.1	भावलक्षणसप्तमी_पूर्वकालः,12.1	N7		
12.1	(भवति)		भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	होता_है	होता_है
13.1	.		.	-	-	-	-	FS	-	-
