index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	धारयेत्		धारयेत्	धृ2{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	धृ2{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,5.2;सकर्मक	-	KP		
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो	तो
3.1	सदा		सदा	सदा{अव्य}	सदा{अव्य}	कालाधिकरणम्,1.1	कालाधिकरणम्,6.1#कालाधिकरणम्,1.1	NA	हमेशा	हमेशा
4.1	वेगान्		वेगान्	वेग{पुं;2;बहु}	वेग{पुं;2;बहु}	कर्म,1.1	कर्म,6.1#कर्म,5.1#कर्म,1.1#गौणकर्म,11.1	N2	वेग	वेग
5.1	हित-		हित-एषी	हित(धा1;क्त;जुहोत्यादिः)}/हित(हि1{क्त;स्वादिः)	हित(धा1;क्त;जुहोत्यादिः)	उपपद-तत्पुरुषः,5.2	उपपद-तत्पुरुषः,5.2	CP		
5.2	एषी		--	एषिन्{पुं;1;एक}	एषिन्{पुं;1;एक}	प्रयोजककर्ता,1.1;कर्ता,6.1	विशेषणम्,12.1#विशेषणम्,11.2#प्रयोजककर्ता,1.1#कर्तृरहितकर्तृसमानाधिकरणम्,12.1	N1	एषिन्	एषिन्
6.1	प्रेत्य		प्रेत्य	प्र_इ1{अव्य;ल्यप्;अदादिः}	प्र_इ1{अव्य;ल्यप्;अदादिः}	पूर्वकालः,1.1	पूर्वकालः,1.1#क्रियाविशेषणम्,1.1	NA	मर_कर	मर_कर
7.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सुप्_समुच्चितः,8.1#सम्बन्धः,6.1	NA	और	और
8.1	इह		इह	इह{अव्य}	इह{अव्य}	देशाधिकरणम्,1.1	देशाधिकरणम्,6.1#देशाधिकरणम्,1.1	NA	यहाँ	यहाँ
9.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,8.1	सुप्_समुच्चय_द्योतकः,8.1#सम्बन्धः,8.1	NA	और	और
10.1	लोभ-		लोभ-ईर्ष्या-द्वेष-मात्सर्य-राग-आदीनाम्	लोभ	लोभ	इतरेतर-द्वन्द्वः,10.5	इतरेतर-द्वन्द्वः,10.5	CP	लोभ-	लोभ-
10.2	ईर्ष्या-		--	ईर्ष्या	ईर्ष्या	इतरेतर-द्वन्द्वः,10.5	इतरेतर-द्वन्द्वः,10.5	CP	ईर्ष्या-	ईर्ष्या-
10.3	द्वेष-		--	द्वेष	द्वेष	इतरेतर-द्वन्द्वः,10.5	इतरेतर-द्वन्द्वः,10.5	CP	द्वेष-	द्वेष-
10.4	मात्सर्य-		--	मात्सर्य	मात्सर्य	इतरेतर-द्वन्द्वः,10.5	इतरेतर-द्वन्द्वः,10.5	CP	मात्सर्य-	मात्सर्य-
10.5	राग-		--	राग	राग	षष्ठ्यर्थ-बहुव्रीहिः,10.6	षष्ठ्यर्थ-बहुव्रीहिः,10.6	CP	राग-	राग-
10.6	आदीनाम्		--	आदि{पुं;6;बहु}/आदि{नपुं;6;बहु}/आदि{स्त्री;6;बहु}	आदि{पुं;6;बहु}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,11.2#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,4.1	N6	पहेलों_का	पहेलों_का
11.1	जित-		जित-इन्द्रियः	जित(जि1;क्त;भ्वादिः)	जित(जि1;क्त;भ्वादिः)	तृतीयार्थ-बहुव्रीहिः,11.2	तृतीयार्थ-बहुव्रीहिः,11.2	CP		
11.2	इन्द्रियः		--	इन्द्रिय{पुं;1;एक}	इन्द्रिय{पुं;1;एक}	कर्ता,12.1	विधेय_विशेषणम्,5.2#विशेषणम्,12.1#कर्तृरहितकर्तृसमानाधिकरणम्,12.1#कर्ता,12.1	N1	इन्द्रिय	इन्द्रिय
12.1	(सन्)		सन्	सत्{पुं;1;एक(अस्2;शतृ_लट्;अदादिः)}	सत्{पुं;1;एक(अस्2;शतृ_लट्;अदादिः)}	वर्तमानसमानकालः,1.1	वर्तमानसमानकालः,1.1	N1	सज्जन	सज्जन
13.1	.		.	-	-	-	-	FS	-	-
